"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.010",29,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.010",28.99,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.010",29,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.010",29,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.025",32,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.025",32,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.025",33,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.025",32,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.050",34.95,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.050",35,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.050",36,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.050",36,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.100",39,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.100",39.9,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.100",40,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.100",41,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.150",41,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.150",42,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.150",43,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.150",44,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.200",44,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.200",45,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.200",45,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.200",46,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.250",46,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.250",47,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.250",48,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.250",49,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.300",47.7,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.300",49,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.300",50,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.300",51,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.350",49,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.350",51,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.350",52,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.350",53,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.400",50,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.400",53,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.400",54,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.400",55,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.450",52,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.450",56,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.450",57,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.450",57,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.500",54,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.500",57,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.500",59,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.500",59.5,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.550",55,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.550",60,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.550",61,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.550",62,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.600",57,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.600",62,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.600",63,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.600",64,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.650",58,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.650",64,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.650",66,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.650",67,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-02,2023-01-07,"0.700",60,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-02,2023-01-14,"0.700",66,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-02,2023-01-21,"0.700",68,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-02,2023-01-28,"0.700",70,"quantile"
