"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-03,2023-04-22,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-03,2023-04-29,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-03,2023-04-22,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-03,2023-04-29,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-03,2023-04-22,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-03,2023-04-29,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.100",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-03,2023-04-22,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-03,2023-04-29,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.150",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-03,2023-04-22,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-03,2023-04-29,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.200",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.200",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-03,2023-04-22,"0.200",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-03,2023-04-29,"0.200",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.250",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.250",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-03,2023-04-22,"0.250",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-03,2023-04-29,"0.250",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-03,2023-04-08,"0.300",0.699999999999999,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-03,2023-04-15,"0.300",0,"quantile"
