"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.100",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.150",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.200",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.200",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.200",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.200",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.250",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.250",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.250",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.250",0.5,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.300",0.699999999999999,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.300",0.699999999999999,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.300",3.1,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.300",2.7,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.350",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.350",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.350",6.15,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.350",3,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.400",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.400",2.6,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.400",7,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.400",3.6,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.450",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.450",3,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.450",9.05,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.450",6.05,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.500",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.500",4,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.500",10.5,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.500",7,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.550",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.550",5.95,"quantile"
"3 wk ahead inc flu hosp","02",2023-04-24,2023-05-13,"0.550",11.95,"quantile"
"4 wk ahead inc flu hosp","02",2023-04-24,2023-05-20,"0.550",12.7,"quantile"
"1 wk ahead inc flu hosp","02",2023-04-24,2023-04-29,"0.600",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-04-24,2023-05-06,"0.600",12,"quantile"
