"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.010",40,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.010",41.99,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.010",41,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.010",40,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.025",42.975,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.025",45,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.025",46,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.025",48,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.050",46,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.050",49,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.050",51,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.050",52,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.100",50,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.100",55,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.100",56,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.100",58,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.150",53,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.150",59,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.150",60,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.150",61,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.200",56,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.200",61,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.200",63,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.200",64,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.250",58,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.250",64,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.250",67,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.250",67,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.300",60,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.300",67,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.300",69,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.300",70,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.350",62,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.350",69,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.350",71,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.350",72,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.400",64,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.400",71,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.400",74,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.400",75,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.450",66,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.450",73,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.450",77,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.450",77,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.500",68,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.500",76,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.500",79,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.500",80,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.550",70,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.550",78,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.550",82,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.550",83,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.600",72,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.600",81,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.600",85,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.600",86,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.650",74,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.650",84,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.650",87,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.650",89,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-05,2022-12-10,"0.700",76,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-05,2022-12-17,"0.700",87,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-05,2022-12-24,"0.700",90,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-05,2022-12-31,"0.700",93,"quantile"
