"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.100",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.150",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.200",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.200",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.200",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.200",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.250",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.250",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.250",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.250",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.300",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.300",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.300",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.300",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.350",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.350",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.350",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.350",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.400",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.400",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.400",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.400",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.450",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.450",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.450",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.450",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.500",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.500",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.500",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.500",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.550",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.550",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.550",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.550",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.600",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.600",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.600",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.600",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.650",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.650",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.650",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.650",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.700",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.700",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.700",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.700",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.750",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.750",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.750",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.750",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.800",4,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.800",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.800",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.800",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.850",4,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.850",2,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.850",1,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.850",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.900",5,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.900",3,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.900",2,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.900",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.950",6,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.950",4,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.950",2,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.950",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.975",8,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.975",4,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.975",3,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.975",2,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-23,2023-01-28,"0.990",9,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-23,2023-02-04,"0.990",5,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-23,2023-02-11,"0.990",4,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-23,2023-02-18,"0.990",2,"quantile"
"1 wk ahead inc flu hosp","01",2023-01-23,2023-01-28,"0.010",8,"quantile"
"2 wk ahead inc flu hosp","01",2023-01-23,2023-02-04,"0.010",5,"quantile"
"3 wk ahead inc flu hosp","01",2023-01-23,2023-02-11,"0.010",2,"quantile"
"4 wk ahead inc flu hosp","01",2023-01-23,2023-02-18,"0.010",1,"quantile"
"1 wk ahead inc flu hosp","01",2023-01-23,2023-01-28,"0.025",10,"quantile"
"2 wk ahead inc flu hosp","01",2023-01-23,2023-02-04,"0.025",6,"quantile"
"3 wk ahead inc flu hosp","01",2023-01-23,2023-02-11,"0.025",3,"quantile"
"4 wk ahead inc flu hosp","01",2023-01-23,2023-02-18,"0.025",2,"quantile"
"1 wk ahead inc flu hosp","01",2023-01-23,2023-01-28,"0.050",13,"quantile"
"2 wk ahead inc flu hosp","01",2023-01-23,2023-02-04,"0.050",7.95,"quantile"
"3 wk ahead inc flu hosp","01",2023-01-23,2023-02-11,"0.050",4,"quantile"
"4 wk ahead inc flu hosp","01",2023-01-23,2023-02-18,"0.050",2,"quantile"
"1 wk ahead inc flu hosp","01",2023-01-23,2023-01-28,"0.100",17,"quantile"
"2 wk ahead inc flu hosp","01",2023-01-23,2023-02-04,"0.100",10,"quantile"
"3 wk ahead inc flu hosp","01",2023-01-23,2023-02-11,"0.100",6,"quantile"
"4 wk ahead inc flu hosp","01",2023-01-23,2023-02-18,"0.100",4,"quantile"
"1 wk ahead inc flu hosp","01",2023-01-23,2023-01-28,"0.150",20,"quantile"
"2 wk ahead inc flu hosp","01",2023-01-23,2023-02-04,"0.150",12,"quantile"
"3 wk ahead inc flu hosp","01",2023-01-23,2023-02-11,"0.150",8,"quantile"
"4 wk ahead inc flu hosp","01",2023-01-23,2023-02-18,"0.150",4,"quantile"
"1 wk ahead inc flu hosp","01",2023-01-23,2023-01-28,"0.200",22,"quantile"
"2 wk ahead inc flu hosp","01",2023-01-23,2023-02-04,"0.200",14,"quantile"
"3 wk ahead inc flu hosp","01",2023-01-23,2023-02-11,"0.200",9,"quantile"
"4 wk ahead inc flu hosp","01",2023-01-23,2023-02-18,"0.200",5,"quantile"
"1 wk ahead inc flu hosp","01",2023-01-23,2023-01-28,"0.250",24,"quantile"
