"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.010",21,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.010",15,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.010",11.99,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.010",7,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.025",24,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.025",19,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.025",14,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.025",10,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.050",27,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.050",22,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.050",18,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.050",14,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.100",30,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.100",26,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.100",22,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.100",19,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.150",33,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.150",29,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.150",26,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.150",23,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.200",35,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.200",32,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.200",29,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.200",27,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.250",36,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.250",34,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.250",32,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.250",30,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.300",37,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.300",35,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.300",34,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.300",33,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.350",39,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.350",38,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.350",36,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.350",35,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.400",40,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.400",39,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.400",39,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.400",37,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.450",42,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.450",41,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.450",40,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.450",39,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.500",43,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.500",43,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.500",43,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.500",42,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.550",44,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.550",44,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.550",44,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.550",44,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.600",46,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.600",46,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.600",46,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.600",46,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.650",47,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.650",48,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.650",48,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.650",47,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.700",48,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.700",50,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.700",50,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.700",50,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.750",50,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.750",52,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.750",52,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.750",52,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.800",53,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.800",54.2,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.800",54,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.800",55,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.850",55,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.850",58,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.850",57,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.850",57,"quantile"
"1 wk ahead inc flu hosp","02",2022-12-19,2022-12-24,"0.900",58,"quantile"
"2 wk ahead inc flu hosp","02",2022-12-19,2022-12-31,"0.900",61,"quantile"
"3 wk ahead inc flu hosp","02",2022-12-19,2023-01-07,"0.900",61,"quantile"
"4 wk ahead inc flu hosp","02",2022-12-19,2023-01-14,"0.900",61,"quantile"
