"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.100",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.150",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.200",0.800000000000001,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.200",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.200",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.200",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.250",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.250",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.250",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.250",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.300",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.300",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.300",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.300",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.350",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.350",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.350",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.350",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.400",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.400",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.400",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.400",2.2,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.450",2.05,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.450",0.0500000000000007,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.450",2.05,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.450",5.05,"quantile"
"1 wk ahead inc flu hosp","02",2023-05-01,2023-05-06,"0.500",3,"quantile"
"2 wk ahead inc flu hosp","02",2023-05-01,2023-05-13,"0.500",1.5,"quantile"
"3 wk ahead inc flu hosp","02",2023-05-01,2023-05-20,"0.500",4.5,"quantile"
"4 wk ahead inc flu hosp","02",2023-05-01,2023-05-27,"0.500",6,"quantile"
