"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-01-09,2023-01-14,"0.010",15.99,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-09,2023-01-21,"0.010",12.99,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-09,2023-01-28,"0.010",8,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-09,2023-02-04,"0.010",6,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-09,2023-01-14,"0.025",17,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-09,2023-01-21,"0.025",14,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-09,2023-01-28,"0.025",11,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-09,2023-02-04,"0.025",9,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-09,2023-01-14,"0.050",20,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-09,2023-01-21,"0.050",17,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-09,2023-01-28,"0.050",14,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-09,2023-02-04,"0.050",11,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-09,2023-01-14,"0.100",22,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-09,2023-01-21,"0.100",19,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-09,2023-01-28,"0.100",17,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-09,2023-02-04,"0.100",14,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-09,2023-01-14,"0.150",24,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-09,2023-01-21,"0.150",21,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-09,2023-01-28,"0.150",19,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-09,2023-02-04,"0.150",16,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-09,2023-01-14,"0.200",26,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-09,2023-01-21,"0.200",23,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-09,2023-01-28,"0.200",20,"quantile"
"4 wk ahead inc flu hosp","02",2023-01-09,2023-02-04,"0.200",18,"quantile"
"1 wk ahead inc flu hosp","02",2023-01-09,2023-01-14,"0.250",27,"quantile"
"2 wk ahead inc flu hosp","02",2023-01-09,2023-01-21,"0.250",25,"quantile"
"3 wk ahead inc flu hosp","02",2023-01-09,2023-01-28,"0.250",22,"quantile"
