"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.050",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.100",0,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.150",0.350000000000001,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.150",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.200",1,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.200",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.200",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.200",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.250",1.25,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.250",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.250",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.250",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.300",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.300",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.300",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.300",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.350",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.350",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.350",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.350",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.400",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.400",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.400",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.400",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.450",2,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.450",0.0500000000000007,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.450",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.450",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.500",2.5,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.500",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.500",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.500",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.550",4.90000000000001,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.550",1,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.550",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.550",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.600",5,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.600",2.4,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.600",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.600",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.650",5.85,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.650",7.25000000000002,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.650",0.850000000000005,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.650",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.700",7.9,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.700",9.3,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.700",1.6,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.700",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.750",10.75,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.750",11.5,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.750",3.75,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.750",3.75000000000002,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.800",12.4,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.800",15.6,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.800",8.80000000000003,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.800",5.40000000000001,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.850",14.65,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.850",21.9,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.850",22.5,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.850",11.55,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.900",17,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.900",25.7,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.900",37.6,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.900",22.3000000000002,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.950",17.55,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.950",39.15,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.950",46.85,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.950",59.15,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.975",24.6,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.975",50.775,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.975",53.575,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.975",65.275,"quantile"
"1 wk ahead inc flu hosp","02",2023-03-20,2023-03-25,"0.990",35.04,"quantile"
"2 wk ahead inc flu hosp","02",2023-03-20,2023-04-01,"0.990",59.91,"quantile"
"3 wk ahead inc flu hosp","02",2023-03-20,2023-04-08,"0.990",59.23,"quantile"
"4 wk ahead inc flu hosp","02",2023-03-20,2023-04-15,"0.990",65.71,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.010",0,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.025",0,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.050",1.35,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.050",0,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.100",3,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.100",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.100",0.9,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.100",0,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.150",11.25,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.150",0,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.150",2.7,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.150",0,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.200",23.4,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.200",1.6,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.200",6.4,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.200",1.6,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.250",29.5,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.250",8.5,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.250",11.75,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.250",2.25,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.300",31.7,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.300",20.4,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.300",20.3,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.300",7.9,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.350",34.3,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.350",26.15,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.350",24.9,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.350",12.85,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.400",39,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.400",28.8,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.400",31.2,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.400",32,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.450",42.1,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.450",34.15,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.450",38.1,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.450",38.1,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.500",44.5,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.500",42.5,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.500",40,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.500",43.5,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.550",45.95,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.550",51.8,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.550",72.3000000000001,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.550",62.2,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.600",47,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.600",60.8,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.600",78.4,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.600",76.4,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.650",47,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.650",67.55,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.650",81.55,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.650",119.15,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.700",52,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.700",75.8,"quantile"
"3 wk ahead inc flu hosp","01",2023-03-20,2023-04-08,"0.700",93.2,"quantile"
"4 wk ahead inc flu hosp","01",2023-03-20,2023-04-15,"0.700",145.7,"quantile"
"1 wk ahead inc flu hosp","01",2023-03-20,2023-03-25,"0.750",58.75,"quantile"
"2 wk ahead inc flu hosp","01",2023-03-20,2023-04-01,"0.750",82.25,"quantile"
