"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.010",3.58,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.010",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.010",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.010",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.025",4.45,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.025",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.025",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.025",0,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.050",5.45,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.050",0,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.050",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.050",0.45,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.100",7.8,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.100",1.8,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.100",0,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.100",1,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.150",11,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.150",4.75,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.150",1.05,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.150",1.35,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.200",11.8,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.200",9.6,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.200",5.4,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.200",4.4,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.250",13.5,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.250",13.75,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.250",7.25,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.250",11,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.300",16.4,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.300",18.1,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.300",8.7,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.300",16.1,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.350",17.3,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.350",19.3,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.350",14.15,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.350",19.3,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.400",20.2,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.400",21.6,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.400",16.2,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.400",21.6,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.450",21.05,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.450",22,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.450",23,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.450",25.05,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.500",22,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.500",22.5,"quantile"
"3 wk ahead inc flu hosp","02",2023-02-20,2023-03-11,"0.500",25,"quantile"
"4 wk ahead inc flu hosp","02",2023-02-20,2023-03-18,"0.500",29,"quantile"
"1 wk ahead inc flu hosp","02",2023-02-20,2023-02-25,"0.550",23.9,"quantile"
"2 wk ahead inc flu hosp","02",2023-02-20,2023-03-04,"0.550",26.8,"quantile"
