forecast_date,target_end_date,target,location,type,quantile,value
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.01,0.4299684088476582
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.025,0.6414466463041357
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.05,0.9238972890635855
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.1,1.493788675088124
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.15,1.9500247658254142
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.2,2.38799319025416
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.25,2.861284829048251
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.3,3.4736708158529663
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.35,3.773197457129443
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.4,4.196845780011408
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.45,4.692233260532227
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.5,5.092405761834255
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.55,5.745235848876447
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.6,6.463290219919811
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.65,7.606993362707094
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.7,8.664664141525435
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.75,9.757212731143094
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.8,11.495887916830444
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.85,13.783452407822413
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.9,16.77306495464928
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.95,20.88769127012262
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.975,24.626744813237615
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,02,quantile,0.99,35.24769629451768
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.01,3.2926969688592065
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.025,4.350515259985159
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.05,5.068891328309057
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.1,6.7067544678359114
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.15,8.091848581163813
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.2,8.754900645222001
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.25,9.744911079833848
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.3,10.519591904980771
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.35,11.548848163910518
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.4,12.181065870673383
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.45,12.994429260743306
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.5,13.939270502070425
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.55,15.380253916644936
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.6,16.656928387574695
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.65,17.840552247662586
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.7,20.08871641184577
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.75,21.489096295566533
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.8,24.297630793350432
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.85,26.850250437110862
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.9,33.75254263457282
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.95,38.198181300142664
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.975,43.16438844365921
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,01,quantile,0.99,50.4951950928898
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.01,2.962418473063417
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.025,3.347840866549039
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.05,4.53733882957712
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.1,6.7995852539515855
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.15,8.51786114467011
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.2,10.004065097409004
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.25,11.5726787655046
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.3,12.570648460864543
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.35,14.3897525426835
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.4,15.136813597786483
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.45,16.295424140618998
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.5,17.525779104244013
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.55,18.833636683683313
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.6,20.374003081122854
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.65,23.01284797704628
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.7,24.670736535661263
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.75,27.161202370686436
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.8,30.29937674101042
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.85,34.522793681090775
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.9,40.66868491907745
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.95,52.91160356267779
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.975,60.59900035501111
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,05,quantile,0.99,70.71948900030763
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.01,5.097087207528096
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.025,6.323791579576481
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.05,10.087094802893574
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.1,15.61842381545819
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.15,19.26843227227257
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.2,22.08498690925793
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.25,24.90913801292936
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.3,27.031186902232392
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.35,30.59119121606118
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.4,33.39670516485686
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.45,35.87724563619492
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.5,39.88818279429941
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.55,44.03787726849905
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.6,48.744632558964916
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.65,54.61451292545989
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.7,60.34306168151346
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.75,64.32713575763636
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.8,72.57267251253973
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.85,81.95438530462835
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.9,91.47829375634949
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.95,113.80885625842619
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.975,121.49692765102253
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,04,quantile,0.99,132.53863561822672
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.01,11.703257697303322
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.025,15.856302292542304
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.05,17.881757918462696
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.1,23.960317679669945
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.15,27.250170600981853
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.2,32.76138399177638
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.25,35.57688671498292
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.3,37.729139881408635
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.35,42.29205537369661
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.4,47.96661326389139
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.45,51.481250532221196
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.5,55.34182932293054
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.55,61.587322373440855
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.6,68.2454489752323
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.65,74.30298698482952
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.7,81.08528655342987
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.75,89.9603610215992
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.8,100.84569760855524
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.85,108.110107735114
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.9,126.08148036492553
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.95,163.0159693175201
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.975,188.39220046681672
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,06,quantile,0.99,205.46332635661219
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,08,quantile,0.01,1.9125022679033552
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,08,quantile,0.025,2.0982759302992977
2023-03-13,2023-03-18,1 wk ahead inc flu hosp,08,quantile,0.05,3.4490545601387437
