"forecast_date","target_end_date","location","type","quantile","value","target"
2023-01-02,2023-01-07,"02","quantile",0.01,18.9042365019829,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.025,21.2135653805391,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.05,23.5006566782934,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.1,27.5439270498457,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.15,29.2157984777291,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.2,31.1617635586118,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.25,33.2638422902067,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.3,35.2056638266585,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.35,36.7183623105385,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.4,38.18283381679,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.45,39.9858360250593,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.5,41.0943745464412,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.55,41.916394528375,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.6,43.0060749438981,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.65,44.7848787972978,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.7,46.494188148059,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.75,48.3060822559104,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.8,50.4257445184253,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.85,53.6510662115005,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.9,56.4654662358253,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.95,64.0695600865576,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.975,81.8086261919756,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"02","quantile",0.99,88.6925528588285,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"01","quantile",0.01,61.8872113161343,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"01","quantile",0.025,74.1041273524455,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"01","quantile",0.05,82.0626868029611,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"01","quantile",0.1,90.9188133454041,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"01","quantile",0.15,99.5377841159513,"1 wk ahead inc flu hosp"
2023-01-02,2023-01-07,"01","quantile",0.2,108.7008412807,"1 wk ahead inc flu hosp"
