"forecast_date","target_end_date","target","location","type","quantile","value"
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.01,0.0426846506715389
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.025,0.0827461052790951
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.05,0.103154553347703
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.1,0.244249955427842
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.15,0.354571831136308
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.2,0.435773111460528
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.25,0.619850105544514
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.3,0.675654829447145
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.35,0.78917211197313
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.4,0.966620546352992
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.45,1.21367764104651
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.5,1.2645031160198
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.55,1.45043930610213
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.6,1.69457667792774
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.65,2.23811187636718
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.7,2.75046824487441
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.75,3.22491768467356
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.8,4.95324098698769
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.85,8.1008466234557
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.9,10.6832561325298
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.95,18.2428284168881
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.975,25.6343601875176
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","02","quantile",0.99,28.4171783116884
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.01,1.00064225283286
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.025,1.17286969510918
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.05,1.72414780091937
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.1,2.16566165894984
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.15,2.83389752278806
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.2,3.371946704735
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.25,4.16097212539933
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.3,4.64111443952244
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.35,5.33667571019819
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.4,6.23882873411345
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.45,6.66465920780034
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.5,7.22826649865244
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.55,7.92536218208425
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.6,9.80690471629504
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.65,10.8568527940603
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.7,11.7048279655565
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.75,13.6216552580364
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.8,15.1417789848357
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.85,16.795614901099
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.9,20.6746615270396
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.95,35.1500293080582
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.975,37.1527200365415
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","01","quantile",0.99,42.4412395643844
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.01,0.415776149400514
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.025,0.515206012148954
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.05,0.766473349427795
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.1,1.23680320586034
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.15,1.75033504291278
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.2,2.04130016704666
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.25,2.6424317400054
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.3,2.81045056927407
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.35,3.00469522500839
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.4,4.34680231263811
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.45,5.22318887561454
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.5,6.74568536239431
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.55,7.21575345102128
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.6,8.59738493720236
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.65,10.5739997802219
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.7,12.6547053902211
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.75,14.0380574422623
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.8,15.2565139435503
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.85,17.8013596218799
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.9,25.9193774638417
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.95,37.3148650382944
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.975,43.8534748714954
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","05","quantile",0.99,53.2650586618296
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.01,5.74182760404865
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.025,6.59642967121905
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.05,8.88699265093031
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.1,22.0787082424221
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.15,29.1734449918042
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.2,31.624662248629
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.25,39.1269658812479
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.3,43.1687253438146
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.35,51.0029676427643
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.4,59.5355556892584
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.45,73.2244847037278
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.5,84.3102769962109
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.55,89.1732353059836
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.6,96.5289252551592
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.65,108.538367915189
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.7,128.833230886458
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.75,142.210997587519
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.8,155.093546578685
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.85,162.189859473687
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.9,186.085120973053
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.95,253.954290947971
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.975,358.138691158344
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","04","quantile",0.99,427.53109781074
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","06","quantile",0.01,2.20942298737166
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","06","quantile",0.025,3.08379507582558
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","06","quantile",0.05,5.08685679608398
2023-05-15,"2023-05-20","1 wk ahead inc flu hosp","06","quantile",0.1,7.05886272749793
