"forecast_date","target_end_date","location","type","quantile","value","target"
2022-10-31,2022-11-05,"02","quantile",0.01,2.27460112076925,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.025,2.40875672801491,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.05,3.05250388047933,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.1,3.89371261536414,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.15,4.49661600592048,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.2,5.42089374373126,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.25,6.00549486189266,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.3,6.34087262911089,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.35,6.80983299311166,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.4,7.35389085051507,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.45,8.28950949034041,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.5,9.28165932264717,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.55,9.98901334714804,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.6,10.9866504511284,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.65,12.2739733522558,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.7,13.7631484547596,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.75,14.6769521007833,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.8,15.936795043714,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.85,19.0780623098845,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.9,22.6853784005356,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.95,26.5454049242104,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.975,37.2078607085959,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"02","quantile",0.99,58.5813629423505,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"01","quantile",0.01,153.888810059155,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"01","quantile",0.025,163.637262716743,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"01","quantile",0.05,190.411892639118,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"01","quantile",0.1,212.308376908443,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"01","quantile",0.15,228.153592667549,"1 wk ahead inc flu hosp"
2022-10-31,2022-11-05,"01","quantile",0.2,243.075258035165,"1 wk ahead inc flu hosp"
