"forecast_date","target_end_date","location","type","quantile","value","target"
2022-11-28,2022-12-03,"02","quantile",0.01,9.4456954571868,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.025,14.4741597890164,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.05,22.0271772479065,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.1,28.2757559996945,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.15,37.13022028901,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.2,42.8217181220703,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.25,48.8731308546637,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.3,53.64260192738,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.35,58.5114245645512,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.4,63.36770454242,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.45,67.9224756595091,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.5,74.2412973335955,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.55,79.3254945298191,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.6,86.8190775127776,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.65,97.241796970854,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.7,105.552018530157,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.75,118.752009309129,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.8,130.552717662218,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.85,141.793575924205,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.9,164.792043532983,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.95,197.217304244574,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.975,219.732436275091,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"02","quantile",0.99,234.41856029427,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"01","quantile",0.01,463.894144086279,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"01","quantile",0.025,543.689651453699,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"01","quantile",0.05,567.309635410235,"1 wk ahead inc flu hosp"
2022-11-28,2022-12-03,"01","quantile",0.1,616.201223501024,"1 wk ahead inc flu hosp"
