forecast_date,target_end_date,target,location,type,quantile,value
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.01,0.09312779870174717
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.025,0.15334407408045675
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.05,0.25434324277907655
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.1,0.4998778078214943
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.15,0.6722346484419295
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.2,0.900764114299584
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.25,1.0446761757883054
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.3,1.3200451959316157
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.35,1.5245572379748673
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.4,1.663859164219106
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.45,1.9430747405690496
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.5,2.241777672395268
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.55,2.5480583098341145
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.6,2.8343376727330325
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.65,3.391031164136034
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.7,4.029263238270176
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.75,4.625047977398642
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.8,5.044906202773545
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.85,5.693068719681512
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.9,7.51362800068662
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.95,9.944650211163207
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.975,13.746228210594952
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,02,quantile,0.99,20.17595402437152
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,01,quantile,0.01,3.0416540242255383
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,01,quantile,0.025,4.4919390081547235
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,01,quantile,0.05,5.407903744085105
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,01,quantile,0.1,7.1892709018040195
2023-03-27,2023-04-01,1 wk ahead inc flu hosp,01,quantile,0.15,8.840654922613004
