forecast_date,target_end_date,target,location,type,quantile,value
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.01,5.3107852253452235
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.025,5.865915635658183
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.05,6.786786720672609
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.1,8.514913493786574
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.15,9.677412623675268
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.2,10.494004384737528
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.25,11.352098655750803
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.3,12.02557121073053
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.35,12.705893461569246
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.4,13.452675733194084
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.45,14.006288233889094
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.5,14.782016479075967
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.55,15.480448298444884
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.6,16.040057737694514
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.65,17.625262776375397
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.7,18.5974579654321
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.75,19.683503612648536
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.8,21.41067640583646
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.85,22.988059314111183
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.9,25.065561636653424
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.95,30.769420881536064
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.975,35.13466742648217
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,02,quantile,0.99,49.47915702958055
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.01,35.52661488926559
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.025,47.40355590696164
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.05,53.348924440075095
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.1,59.42061845218721
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.15,66.9827535079506
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.2,72.16475251737842
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.25,76.25379760918207
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.3,80.82331453266063
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.35,87.40398677807784
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.4,89.49057759439285
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.45,94.86821504788554
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.5,99.8851984955752
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.55,104.03137492998385
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.6,109.241402475791
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.65,112.75407469005613
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.7,116.83824519363239
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.75,124.42824775583597
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.8,135.5365618928879
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.85,143.3970024486318
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.9,153.89957689865162
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.95,171.81983652615114
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.975,185.85813428079024
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,01,quantile,0.99,221.53156715223804
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.01,34.17353086947087
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.025,43.46554404522114
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.05,50.87546971239572
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.1,58.28417377219588
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.15,64.36237907956159
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.2,67.067560736904
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.25,69.64240223675432
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.3,71.8307416337755
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.35,77.07755015942362
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.4,81.72956989602622
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.45,85.21557459715206
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.5,89.29629270617619
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.55,92.93969623354036
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.6,95.70024835689337
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.65,99.5545409900019
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.7,104.68085334406175
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.75,109.93628138213525
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.8,114.96533321719737
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.85,124.67933564744514
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.9,133.16529538211773
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.95,152.98402380368705
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.975,179.8898433797272
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,05,quantile,0.99,194.67019426364786
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.01,83.70724956429204
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.025,98.99436447043536
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.05,104.45585478884252
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.1,116.29464826493285
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.15,127.47204268172669
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.2,138.06986441336113
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.25,145.80556444630952
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.3,152.08524337640915
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.35,161.79225057524124
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.4,170.4362221874326
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.45,175.2929914339852
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.5,182.7328217328399
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.55,190.16182890367418
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.6,203.95845284244325
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.65,218.23565531202198
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.7,231.43793876282837
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.75,253.11399196580913
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.8,264.02425110697493
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.85,286.73142917262834
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.9,321.0182583567901
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.95,373.6129780541023
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.975,407.7114451184242
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,04,quantile,0.99,460.661223242689
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.01,263.5883034043043
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.025,294.1187553358813
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.05,317.44806199131995
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.1,361.3737868951684
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.15,397.41138551682957
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.2,420.2768476761774
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.25,452.6117694384553
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.3,468.72556123368486
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.35,491.67093539802045
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.4,512.9717118983244
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.45,533.1716389550402
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.5,551.2261480700115
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.55,568.1237159720238
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.6,591.2459235526024
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.65,616.1375627897876
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.7,640.8750135786975
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.75,666.9610381086669
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.8,702.4727813839608
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.85,736.8079931626252
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.9,792.3563923657318
2023-01-16,2023-01-21,1 wk ahead inc flu hosp,06,quantile,0.95,866.8042852577133
