forecast_date,target_end_date,target,location,type,quantile,value
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.01,0.1561250427497855
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.025,0.33559735238939453
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.05,0.5434768695315944
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.1,0.7160931658197764
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.15,0.9269851195864551
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.2,1.1979995956645235
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.25,1.3758086137139398
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.3,1.6426040562416862
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.35,2.0136841749163445
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.4,2.2085030242194015
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.45,2.5231517926056
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.5,3.0083229920740724
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.55,3.2951354538148783
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.6,3.5818363912848437
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.65,3.9890800612825044
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.7,4.412464098588799
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.75,4.981503461178976
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.8,5.506813035015192
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.85,6.408083111645005
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.9,7.299744246261531
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.95,9.912706263097908
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.975,11.690739709960392
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,02,quantile,0.99,12.901758549773374
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.01,4.833633963277794
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.025,6.628811246236822
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.05,9.305403139763317
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.1,11.554844867388038
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.15,13.715925619617693
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.2,15.863953554718886
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.25,18.013344463401403
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.3,19.980219850108064
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.35,22.60150357040407
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.4,24.604849206467588
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.45,27.88922818221377
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.5,30.44153744294857
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.55,32.417372692853334
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.6,36.23053591256642
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.65,38.73595880676046
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.7,42.192932770880475
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.75,49.52876936248525
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.8,53.44834125395831
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.85,62.68608727821828
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.9,71.73205232189298
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.95,88.01509607027472
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.975,113.09434218396613
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,01,quantile,0.99,141.6177179352743
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.01,4.982853593891418
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.025,5.88502935346082
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.05,7.812677022564552
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.1,10.614525283802946
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.15,12.192286638987424
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.2,14.784304456623117
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.25,16.691750935165846
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.3,17.73673521915819
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.35,19.659325986922255
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.4,21.196627330722933
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.45,22.707000417760668
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.5,24.62167161081163
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.55,26.579562030933758
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.6,28.802028444485373
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.65,31.66693004917824
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.7,33.96544416888888
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.75,37.90382837915425
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.8,41.35055965149054
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.85,47.70714359268632
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.9,58.69500790169541
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.95,69.88100144720951
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.975,82.52798390565381
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,05,quantile,0.99,110.53423677175117
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.01,7.603918143785615
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.025,10.52862325557631
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.05,13.93612559763599
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.1,19.93598775592304
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.15,24.769791964804337
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.2,27.448273998252915
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.25,31.99123075048569
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.3,37.05041973373606
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.35,40.31162517481253
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.4,44.11911577732076
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.45,49.020800994780316
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.5,51.22858498267239
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.55,54.038958894772435
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.6,58.57726111329139
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.65,63.43678349790144
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.7,71.50638680366023
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.75,81.47925573790162
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.8,89.6458183164311
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.85,100.77112826866114
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.9,109.22484844564181
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.95,128.8471991794473
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.975,148.2841686810995
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,04,quantile,0.99,201.0169031763703
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.01,16.63406716245383
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.025,21.593335992895668
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.05,34.10981403158688
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.1,42.05375005074743
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.15,49.525755323855435
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.2,54.2479381815768
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.25,63.40565527842399
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.3,70.03644368871458
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.35,77.23501811673911
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.4,83.83527027173514
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.45,95.96250336810726
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.5,102.95746544012198
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.55,110.94887824258603
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.6,119.003007755934
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.65,127.76742270875818
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.7,139.08868465046578
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.75,154.8326561213967
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.8,175.42714329363864
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.85,203.5439927306462
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.9,244.21508506564234
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.95,320.1405284848378
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.975,405.7751426067695
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,06,quantile,0.99,499.7136447500762
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.01,3.3521377631537916
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.025,4.644639924387028
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.05,5.931472963091259
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.1,9.175895509968717
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.15,11.904467770150353
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.2,15.230836835047539
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.25,16.446317132901953
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.3,19.122343964403917
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.35,21.704560401421578
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.4,25.084892749953738
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.45,27.001396997941978
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.5,29.55421819301727
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.55,31.437332891037443
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.6,33.073237134470446
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.65,36.32535629769823
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.7,40.177168391818036
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.75,47.173389979980584
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.8,52.03416515658216
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.85,60.408655775757836
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.9,66.96968492671988
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.95,86.0795330067346
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.975,110.49900853238745
2023-02-13,2023-02-18,1 wk ahead inc flu hosp,08,quantile,0.99,144.00803839407413
