forecast_date,target_end_date,target,location,type,quantile,value
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.01,0.05740219810993592
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.025,0.09938111059694729
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.05,0.15194672246354618
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.1,0.2191636762533514
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.15,0.3120275246594378
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.2,0.4444323560294993
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.25,0.5464233875892517
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.3,0.6704842213053719
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.35,0.7758764896169108
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.4,0.921588809622409
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.45,1.0215904110308502
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.5,1.1137482533137162
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.55,1.2876123715812207
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.6,1.5656137893155149
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.65,1.7879839725537368
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.7,2.0628339922090286
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.75,2.582179272290835
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.8,2.84415820408159
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.85,3.3166939061938
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.9,4.459945191149007
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.95,5.519265906574223
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.975,7.537234086406271
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,02,quantile,0.99,19.60049045864612
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,01,quantile,0.01,2.768667839439718
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,01,quantile,0.025,3.4190839017501435
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,01,quantile,0.05,4.29257638434737
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,01,quantile,0.1,5.577339128813122
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,01,quantile,0.15,6.978088129448545
2023-04-10,2023-04-15,1 wk ahead inc flu hosp,01,quantile,0.2,7.919659291999556
