"forecast_date","target_end_date","target","location","type","quantile","value"
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.01,0.0962209073137202
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.025,0.121069112595041
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.05,0.17104286412265
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.1,0.308190587398415
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.15,0.392398841149181
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.2,0.520354772811723
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.25,0.631855278304493
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.3,0.739803965402722
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.35,0.876501504189838
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.4,0.93907541893463
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.45,1.1446011815024
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.5,1.2894896106645
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.55,1.90326737936065
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.6,2.02719646473569
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.65,2.5931253506954
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.7,3.21110103963184
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.75,3.84623455790314
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.8,4.62017755148156
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.85,5.3269952825082
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.9,7.36591367778715
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.95,11.0070712307017
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.975,14.0545156108989
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","02","quantile",0.99,19.4097831303141
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.01,2.03821408342637
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.025,2.17589762775697
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.05,3.19275054710759
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.1,4.54432882244394
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.15,5.09592547969097
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.2,6.06184569598987
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.25,6.73207636668784
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.3,7.9572505900711
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.35,8.65542751956846
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.4,9.92177505504115
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.45,11.7854871203184
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.5,13.6927059460676
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.55,15.2037881093882
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.6,16.1618536010944
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.65,19.5255958764846
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.7,22.6567984924868
"2023-04-17","2023-04-22","1 wk ahead inc flu hosp","01","quantile",0.75,25.1146572018394
