"forecast_date","target_end_date","location","type","quantile","value","target"
"2022-10-24",2022-10-29,"02","quantile",0.01,0.918499368663184,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.025,1.34154054330904,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.05,1.99064435769018,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.1,2.57592791877597,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.15,3.0196631592121,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.2,3.65577044277134,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.25,4.31369593635716,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.3,4.62632006661407,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.35,5.12349142631116,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.4,5.75352335474943,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.45,6.16659567964306,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.5,6.71322172758503,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.55,7.31761205311593,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.6,8.42242503622077,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.65,9.42194887654998,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.7,10.8839966391192,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.75,12.4265295729997,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.8,14.4962599521038,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.85,16.5011017956393,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.9,19.0215355647401,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.95,22.8204246987036,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.975,30.9926055911938,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"02","quantile",0.99,43.6377704791967,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.01,56.8528101259722,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.025,67.0562606910531,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.05,73.9094591025323,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.1,79.7858170373575,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.15,87.2341161114947,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.2,94.0573801401115,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.25,99.8062168638425,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.3,105.060733628096,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.35,109.259412374542,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.4,116.503765868356,"1 wk ahead inc flu hosp"
"2022-10-24",2022-10-29,"01","quantile",0.45,120.538064510699,"1 wk ahead inc flu hosp"
