forecast_date,target,location,type,type_id,value
2023-01-09,2 wk flu hosp rate change,US,category,large_decrease,0.186
2023-01-09,2 wk flu hosp rate change,US,category,decrease,0.814
2023-01-09,2 wk flu hosp rate change,US,category,stable,0.0
2023-01-09,2 wk flu hosp rate change,US,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,US,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,01,category,large_decrease,0.08437905668541756
2023-01-09,2 wk flu hosp rate change,01,category,decrease,0.4900475984422328
2023-01-09,2 wk flu hosp rate change,01,category,stable,0.42308524448290785
2023-01-09,2 wk flu hosp rate change,01,category,increase,0.0024881003894418
2023-01-09,2 wk flu hosp rate change,01,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,02,category,large_decrease,0.6864993509303332
2023-01-09,2 wk flu hosp rate change,02,category,decrease,0.2244699264387711
2023-01-09,2 wk flu hosp rate change,02,category,stable,0.08870618779749026
2023-01-09,2 wk flu hosp rate change,02,category,increase,0.0003245348334054522
2023-01-09,2 wk flu hosp rate change,02,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,04,category,large_decrease,0.8995023799221117
2023-01-09,2 wk flu hosp rate change,04,category,decrease,0.09422327996538295
2023-01-09,2 wk flu hosp rate change,04,category,stable,0.006274340112505409
2023-01-09,2 wk flu hosp rate change,04,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,04,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,05,category,large_decrease,0.9620294244915621
2023-01-09,2 wk flu hosp rate change,05,category,decrease,0.0379705755084379
2023-01-09,2 wk flu hosp rate change,05,category,stable,0.0
2023-01-09,2 wk flu hosp rate change,05,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,05,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,06,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,06,category,decrease,0.6433227560081667
2023-01-09,2 wk flu hosp rate change,06,category,stable,0.3566772439918333
2023-01-09,2 wk flu hosp rate change,06,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,06,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,08,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,08,category,decrease,0.08176518338130027
2023-01-09,2 wk flu hosp rate change,08,category,stable,0.6496937495387795
2023-01-09,2 wk flu hosp rate change,08,category,increase,0.1576021449831501
2023-01-09,2 wk flu hosp rate change,08,category,large_increase,0.11093892209677023
2023-01-09,2 wk flu hosp rate change,09,category,large_decrease,0.6811986153180442
2023-01-09,2 wk flu hosp rate change,09,category,decrease,0.2245781047165729
2023-01-09,2 wk flu hosp rate change,09,category,stable,0.09422327996538295
2023-01-09,2 wk flu hosp rate change,09,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,09,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,10,category,large_decrease,0.8084162700129814
2023-01-09,2 wk flu hosp rate change,10,category,decrease,0.16929900475984422
2023-01-09,2 wk flu hosp rate change,10,category,stable,0.022284725227174382
2023-01-09,2 wk flu hosp rate change,10,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,10,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,11,category,large_decrease,0.03104716572912159
2023-01-09,2 wk flu hosp rate change,11,category,decrease,0.7215491129381221
2023-01-09,2 wk flu hosp rate change,11,category,stable,0.24740372133275637
2023-01-09,2 wk flu hosp rate change,11,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,11,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,12,category,large_decrease,0.23279965382951104
2023-01-09,2 wk flu hosp rate change,12,category,decrease,0.3736477715274773
2023-01-09,2 wk flu hosp rate change,12,category,stable,0.39030722630895714
2023-01-09,2 wk flu hosp rate change,12,category,increase,0.003245348334054522
2023-01-09,2 wk flu hosp rate change,12,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,13,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,13,category,decrease,0.05127650367806145
2023-01-09,2 wk flu hosp rate change,13,category,stable,0.9485071397663349
2023-01-09,2 wk flu hosp rate change,13,category,increase,0.00021635655560363478
2023-01-09,2 wk flu hosp rate change,13,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,15,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,15,category,decrease,0.003245348334054522
2023-01-09,2 wk flu hosp rate change,15,category,stable,0.9803115534400693
2023-01-09,2 wk flu hosp rate change,15,category,increase,0.016443098225876245
2023-01-09,2 wk flu hosp rate change,15,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,16,category,large_decrease,0.8387061877974903
2023-01-09,2 wk flu hosp rate change,16,category,decrease,0.11953699697100822
2023-01-09,2 wk flu hosp rate change,16,category,stable,0.041756815231501515
2023-01-09,2 wk flu hosp rate change,16,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,16,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,17,category,large_decrease,0.13846819558632625
2023-01-09,2 wk flu hosp rate change,17,category,decrease,0.44244915620943315
2023-01-09,2 wk flu hosp rate change,17,category,stable,0.41096927736910427
2023-01-09,2 wk flu hosp rate change,17,category,increase,0.008113370835136304
2023-01-09,2 wk flu hosp rate change,17,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,18,category,large_decrease,0.9124837732583297
2023-01-09,2 wk flu hosp rate change,18,category,decrease,0.0839463435742103
2023-01-09,2 wk flu hosp rate change,18,category,stable,0.003569883167459974
2023-01-09,2 wk flu hosp rate change,18,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,18,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,19,category,large_decrease,0.773691042838598
2023-01-09,2 wk flu hosp rate change,19,category,decrease,0.13446559930765903
2023-01-09,2 wk flu hosp rate change,19,category,stable,0.09119428818693207
2023-01-09,2 wk flu hosp rate change,19,category,increase,0.0006490696668109044
2023-01-09,2 wk flu hosp rate change,19,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,20,category,large_decrease,0.3538511466897447
2023-01-09,2 wk flu hosp rate change,20,category,decrease,0.36596711380354824
2023-01-09,2 wk flu hosp rate change,20,category,stable,0.26709216789268714
2023-01-09,2 wk flu hosp rate change,20,category,increase,0.012981393336218087
2023-01-09,2 wk flu hosp rate change,20,category,large_increase,0.00010817827780181739
2023-01-09,2 wk flu hosp rate change,21,category,large_decrease,0.4757680657723929
2023-01-09,2 wk flu hosp rate change,21,category,decrease,0.4562959757680658
2023-01-09,2 wk flu hosp rate change,21,category,stable,0.06793595845954133
2023-01-09,2 wk flu hosp rate change,21,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,21,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,22,category,large_decrease,0.2934876676763306
2023-01-09,2 wk flu hosp rate change,22,category,decrease,0.33091735179575943
2023-01-09,2 wk flu hosp rate change,22,category,stable,0.36034184335785374
2023-01-09,2 wk flu hosp rate change,22,category,increase,0.015036780614452619
2023-01-09,2 wk flu hosp rate change,22,category,large_increase,0.00021635655560363478
2023-01-09,2 wk flu hosp rate change,23,category,large_decrease,0.9247079186499351
2023-01-09,2 wk flu hosp rate change,23,category,decrease,0.05668541756815231
2023-01-09,2 wk flu hosp rate change,23,category,stable,0.018390307226308956
2023-01-09,2 wk flu hosp rate change,23,category,increase,0.00021635655560363478
2023-01-09,2 wk flu hosp rate change,23,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,24,category,large_decrease,0.10082215491129382
2023-01-09,2 wk flu hosp rate change,24,category,decrease,0.5325616616183471
2023-01-09,2 wk flu hosp rate change,24,category,stable,0.3666161834703591
2023-01-09,2 wk flu hosp rate change,24,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,24,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,25,category,large_decrease,0.8409779316313284
2023-01-09,2 wk flu hosp rate change,25,category,decrease,0.08567719601903938
2023-01-09,2 wk flu hosp rate change,25,category,stable,0.06966681090437041
2023-01-09,2 wk flu hosp rate change,25,category,increase,0.0036780614452617912
2023-01-09,2 wk flu hosp rate change,25,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,26,category,large_decrease,0.7475118996105582
2023-01-09,2 wk flu hosp rate change,26,category,decrease,0.11715707485936824
2023-01-09,2 wk flu hosp rate change,26,category,stable,0.1088273474686283
2023-01-09,2 wk flu hosp rate change,26,category,increase,0.02109476417135439
2023-01-09,2 wk flu hosp rate change,26,category,large_increase,0.0054089138900908695
2023-01-09,2 wk flu hosp rate change,27,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,27,category,decrease,0.10414975524561533
2023-01-09,2 wk flu hosp rate change,27,category,stable,0.8941529530415959
2023-01-09,2 wk flu hosp rate change,27,category,increase,0.0016972917127887242
2023-01-09,2 wk flu hosp rate change,27,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,28,category,large_decrease,0.07475118996105581
2023-01-09,2 wk flu hosp rate change,28,category,decrease,0.5611207269580268
2023-01-09,2 wk flu hosp rate change,28,category,stable,0.3626135871916919
2023-01-09,2 wk flu hosp rate change,28,category,increase,0.0015144958892254435
2023-01-09,2 wk flu hosp rate change,28,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,29,category,large_decrease,0.9421246213760277
2023-01-09,2 wk flu hosp rate change,29,category,decrease,0.05441367373431415
2023-01-09,2 wk flu hosp rate change,29,category,stable,0.0034617048896581565
2023-01-09,2 wk flu hosp rate change,29,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,29,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,30,category,large_decrease,0.7117048896581566
2023-01-09,2 wk flu hosp rate change,30,category,decrease,0.18303764604067504
2023-01-09,2 wk flu hosp rate change,30,category,stable,0.10179575941151017
2023-01-09,2 wk flu hosp rate change,30,category,increase,0.0033535266118563394
2023-01-09,2 wk flu hosp rate change,30,category,large_increase,0.00010817827780181739
2023-01-09,2 wk flu hosp rate change,31,category,large_decrease,0.5654478580700996
2023-01-09,2 wk flu hosp rate change,31,category,decrease,0.21170488965815665
2023-01-09,2 wk flu hosp rate change,31,category,stable,0.199048031155344
2023-01-09,2 wk flu hosp rate change,31,category,increase,0.020445694504543487
2023-01-09,2 wk flu hosp rate change,31,category,large_increase,0.0033535266118563394
2023-01-09,2 wk flu hosp rate change,32,category,large_decrease,0.9240588489831242
2023-01-09,2 wk flu hosp rate change,32,category,decrease,0.07507572479446127
2023-01-09,2 wk flu hosp rate change,32,category,stable,0.0008654262224145391
2023-01-09,2 wk flu hosp rate change,32,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,32,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,33,category,large_decrease,0.8511466897446993
2023-01-09,2 wk flu hosp rate change,33,category,decrease,0.0802682821289485
2023-01-09,2 wk flu hosp rate change,33,category,stable,0.06057983556901774
2023-01-09,2 wk flu hosp rate change,33,category,increase,0.008005192557334487
2023-01-09,2 wk flu hosp rate change,33,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,34,category,large_decrease,0.4930755417804344
2023-01-09,2 wk flu hosp rate change,34,category,decrease,0.3886798022286178
2023-01-09,2 wk flu hosp rate change,34,category,stable,0.11824465599094777
2023-01-09,2 wk flu hosp rate change,34,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,34,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,35,category,large_decrease,0.9511034184335785
2023-01-09,2 wk flu hosp rate change,35,category,decrease,0.04424491562094331
2023-01-09,2 wk flu hosp rate change,35,category,stable,0.004651665945478148
2023-01-09,2 wk flu hosp rate change,35,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,35,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,36,category,large_decrease,0.5371313310210809
2023-01-09,2 wk flu hosp rate change,36,category,decrease,0.25978402577915527
2023-01-09,2 wk flu hosp rate change,36,category,stable,0.19221213686566796
2023-01-09,2 wk flu hosp rate change,36,category,increase,0.010872506334095885
2023-01-09,2 wk flu hosp rate change,36,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,37,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,37,category,decrease,0.2759627866724362
2023-01-09,2 wk flu hosp rate change,37,category,stable,0.7105149286023367
2023-01-09,2 wk flu hosp rate change,37,category,increase,0.013522284725227174
2023-01-09,2 wk flu hosp rate change,37,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,38,category,large_decrease,0.8559065339679792
2023-01-09,2 wk flu hosp rate change,38,category,decrease,0.08967979229770662
2023-01-09,2 wk flu hosp rate change,38,category,stable,0.05181739506707053
2023-01-09,2 wk flu hosp rate change,38,category,increase,0.0020553872782345306
2023-01-09,2 wk flu hosp rate change,38,category,large_increase,0.0005408913890090869
2023-01-09,2 wk flu hosp rate change,39,category,large_decrease,0.5162226649939734
2023-01-09,2 wk flu hosp rate change,39,category,decrease,0.2894251346764076
2023-01-09,2 wk flu hosp rate change,39,category,stable,0.18827638796644774
2023-01-09,2 wk flu hosp rate change,39,category,increase,0.00607581236317123
2023-01-09,2 wk flu hosp rate change,39,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,40,category,large_decrease,1.0
2023-01-09,2 wk flu hosp rate change,40,category,decrease,0.0
2023-01-09,2 wk flu hosp rate change,40,category,stable,0.0
2023-01-09,2 wk flu hosp rate change,40,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,40,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,41,category,large_decrease,0.28623972306360884
2023-01-09,2 wk flu hosp rate change,41,category,decrease,0.4054521852012116
2023-01-09,2 wk flu hosp rate change,41,category,stable,0.30138468195586327
2023-01-09,2 wk flu hosp rate change,41,category,increase,0.006923409779316313
2023-01-09,2 wk flu hosp rate change,41,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,42,category,large_decrease,0.8997187364777153
2023-01-09,2 wk flu hosp rate change,42,category,decrease,0.0864344439636521
2023-01-09,2 wk flu hosp rate change,42,category,stable,0.013846819558632626
2023-01-09,2 wk flu hosp rate change,42,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,42,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,44,category,large_decrease,0.012224145391605365
2023-01-09,2 wk flu hosp rate change,44,category,decrease,0.277260926006058
2023-01-09,2 wk flu hosp rate change,44,category,stable,0.5433794893985288
2023-01-09,2 wk flu hosp rate change,44,category,increase,0.1156425789701428
2023-01-09,2 wk flu hosp rate change,44,category,large_increase,0.05149286023366508
2023-01-09,2 wk flu hosp rate change,45,category,large_decrease,0.10796192124621376
2023-01-09,2 wk flu hosp rate change,45,category,decrease,0.5120077888360017
2023-01-09,2 wk flu hosp rate change,45,category,stable,0.3787321505841627
2023-01-09,2 wk flu hosp rate change,45,category,increase,0.0012981393336218088
2023-01-09,2 wk flu hosp rate change,45,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,46,category,large_decrease,0.6525313717005625
2023-01-09,2 wk flu hosp rate change,46,category,decrease,0.22501081782778018
2023-01-09,2 wk flu hosp rate change,46,category,stable,0.12051060147122458
2023-01-09,2 wk flu hosp rate change,46,category,increase,0.0018390307226308956
2023-01-09,2 wk flu hosp rate change,46,category,large_increase,0.00010817827780181739
2023-01-09,2 wk flu hosp rate change,47,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,47,category,decrease,0.5120077888360017
2023-01-09,2 wk flu hosp rate change,47,category,stable,0.4877758546083946
2023-01-09,2 wk flu hosp rate change,47,category,increase,0.00021635655560363478
2023-01-09,2 wk flu hosp rate change,47,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,48,category,large_decrease,0.6104500216356555
2023-01-09,2 wk flu hosp rate change,48,category,decrease,0.3199913457377759
2023-01-09,2 wk flu hosp rate change,48,category,stable,0.06955863262656858
2023-01-09,2 wk flu hosp rate change,48,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,48,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,49,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,49,category,decrease,0.03761100041817332
2023-01-09,2 wk flu hosp rate change,49,category,stable,0.8432096032273141
2023-01-09,2 wk flu hosp rate change,49,category,increase,0.09359702850958108
2023-01-09,2 wk flu hosp rate change,49,category,large_increase,0.025582367844931495
2023-01-09,2 wk flu hosp rate change,50,category,large_decrease,0.8005192557334487
2023-01-09,2 wk flu hosp rate change,50,category,decrease,0.09324967546516659
2023-01-09,2 wk flu hosp rate change,50,category,stable,0.08610990913024665
2023-01-09,2 wk flu hosp rate change,50,category,increase,0.014820424058848983
2023-01-09,2 wk flu hosp rate change,50,category,large_increase,0.005300735612289053
2023-01-09,2 wk flu hosp rate change,51,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,51,category,decrease,0.41259195153613154
2023-01-09,2 wk flu hosp rate change,51,category,stable,0.5803764604067503
2023-01-09,2 wk flu hosp rate change,51,category,increase,0.007031588057118131
2023-01-09,2 wk flu hosp rate change,51,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,53,category,large_decrease,0.002263055617051632
2023-01-09,2 wk flu hosp rate change,53,category,decrease,0.5416574422551841
2023-01-09,2 wk flu hosp rate change,53,category,stable,0.4526849187021868
2023-01-09,2 wk flu hosp rate change,53,category,increase,0.0033945834255774483
2023-01-09,2 wk flu hosp rate change,53,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,54,category,large_decrease,1.0
2023-01-09,2 wk flu hosp rate change,54,category,decrease,0.0
2023-01-09,2 wk flu hosp rate change,54,category,stable,0.0
2023-01-09,2 wk flu hosp rate change,54,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,54,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,55,category,large_decrease,0.763630463003029
2023-01-09,2 wk flu hosp rate change,55,category,decrease,0.15382951103418432
2023-01-09,2 wk flu hosp rate change,55,category,stable,0.08243184768498485
2023-01-09,2 wk flu hosp rate change,55,category,increase,0.00010817827780181739
2023-01-09,2 wk flu hosp rate change,55,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,56,category,large_decrease,0.87916486369537
2023-01-09,2 wk flu hosp rate change,56,category,decrease,0.08740804846386846
2023-01-09,2 wk flu hosp rate change,56,category,stable,0.03223712678494158
2023-01-09,2 wk flu hosp rate change,56,category,increase,0.0011899610558199914
2023-01-09,2 wk flu hosp rate change,56,category,large_increase,0.0
