forecast_date,target,location,type,type_id,value
2022-12-05,2 wk flu hosp rate change,US,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,US,category,decrease,0.0
2022-12-05,2 wk flu hosp rate change,US,category,stable,0.0
2022-12-05,2 wk flu hosp rate change,US,category,increase,0.08
2022-12-05,2 wk flu hosp rate change,US,category,large_increase,0.92
2022-12-05,2 wk flu hosp rate change,01,category,large_decrease,0.898822590301337
2022-12-05,2 wk flu hosp rate change,01,category,decrease,0.08371582518459389
2022-12-05,2 wk flu hosp rate change,01,category,stable,0.017461584514069046
2022-12-05,2 wk flu hosp rate change,01,category,increase,0.0
2022-12-05,2 wk flu hosp rate change,01,category,large_increase,0.0
2022-12-05,2 wk flu hosp rate change,02,category,large_decrease,0.03710478181343089
2022-12-05,2 wk flu hosp rate change,02,category,decrease,0.06549952094765264
2022-12-05,2 wk flu hosp rate change,02,category,stable,0.23351624422959671
2022-12-05,2 wk flu hosp rate change,02,category,increase,0.14336730249978225
2022-12-05,2 wk flu hosp rate change,02,category,large_increase,0.5205121505095375
2022-12-05,2 wk flu hosp rate change,04,category,large_decrease,0.001029654036243822
2022-12-05,2 wk flu hosp rate change,04,category,decrease,0.018430807248764416
2022-12-05,2 wk flu hosp rate change,04,category,stable,0.12417627677100494
2022-12-05,2 wk flu hosp rate change,04,category,increase,0.11037891268533773
2022-12-05,2 wk flu hosp rate change,04,category,large_increase,0.7459843492586491
2022-12-05,2 wk flu hosp rate change,05,category,large_decrease,0.6471113093910328
2022-12-05,2 wk flu hosp rate change,05,category,decrease,0.09971001561454383
2022-12-05,2 wk flu hosp rate change,05,category,stable,0.15112647780504126
2022-12-05,2 wk flu hosp rate change,05,category,increase,0.04427838501003792
2022-12-05,2 wk flu hosp rate change,05,category,large_increase,0.057773812179344186
2022-12-05,2 wk flu hosp rate change,06,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,06,category,decrease,0.00043956043956043956
2022-12-05,2 wk flu hosp rate change,06,category,stable,0.07186813186813187
2022-12-05,2 wk flu hosp rate change,06,category,increase,0.09758241758241758
2022-12-05,2 wk flu hosp rate change,06,category,large_increase,0.8301098901098901
2022-12-05,2 wk flu hosp rate change,08,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,08,category,decrease,0.0
2022-12-05,2 wk flu hosp rate change,08,category,stable,0.08256295824035703
2022-12-05,2 wk flu hosp rate change,08,category,increase,0.2663903942195303
2022-12-05,2 wk flu hosp rate change,08,category,large_increase,0.6510466475401127
2022-12-05,2 wk flu hosp rate change,09,category,large_decrease,0.017513538426085953
2022-12-05,2 wk flu hosp rate change,09,category,decrease,0.033759649729231477
2022-12-05,2 wk flu hosp rate change,09,category,stable,0.16580251181011638
2022-12-05,2 wk flu hosp rate change,09,category,increase,0.11418366171217882
2022-12-05,2 wk flu hosp rate change,09,category,large_increase,0.6687406383223874
2022-12-05,2 wk flu hosp rate change,10,category,large_decrease,0.0006659267480577136
2022-12-05,2 wk flu hosp rate change,10,category,decrease,0.011653718091009988
2022-12-05,2 wk flu hosp rate change,10,category,stable,0.1471698113207547
2022-12-05,2 wk flu hosp rate change,10,category,increase,0.13018867924528302
2022-12-05,2 wk flu hosp rate change,10,category,large_increase,0.7103218645948945
2022-12-05,2 wk flu hosp rate change,11,category,large_decrease,0.4469525959367946
2022-12-05,2 wk flu hosp rate change,11,category,decrease,0.2237020316027088
2022-12-05,2 wk flu hosp rate change,11,category,stable,0.2716704288939052
2022-12-05,2 wk flu hosp rate change,11,category,increase,0.0363431151241535
2022-12-05,2 wk flu hosp rate change,11,category,large_increase,0.021331828442437924
2022-12-05,2 wk flu hosp rate change,12,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,12,category,decrease,0.0
2022-12-05,2 wk flu hosp rate change,12,category,stable,0.07758620689655173
2022-12-05,2 wk flu hosp rate change,12,category,increase,0.24608150470219436
2022-12-05,2 wk flu hosp rate change,12,category,large_increase,0.6763322884012539
2022-12-05,2 wk flu hosp rate change,13,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,13,category,decrease,0.013690295101916642
2022-12-05,2 wk flu hosp rate change,13,category,stable,0.841395396004462
2022-12-05,2 wk flu hosp rate change,13,category,increase,0.14227765946658555
2022-12-05,2 wk flu hosp rate change,13,category,large_increase,0.0026366494270357974
2022-12-05,2 wk flu hosp rate change,15,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,15,category,decrease,0.0
2022-12-05,2 wk flu hosp rate change,15,category,stable,0.9857073877353936
2022-12-05,2 wk flu hosp rate change,15,category,increase,0.014196040560115886
2022-12-05,2 wk flu hosp rate change,15,category,large_increase,9.657170449058426e-05
2022-12-05,2 wk flu hosp rate change,16,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,16,category,decrease,0.0011911207363291825
2022-12-05,2 wk flu hosp rate change,16,category,stable,0.0365998917162967
2022-12-05,2 wk flu hosp rate change,16,category,increase,0.0697347049269085
2022-12-05,2 wk flu hosp rate change,16,category,large_increase,0.8924742826204656
2022-12-05,2 wk flu hosp rate change,17,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,17,category,decrease,0.0002216557685913776
2022-12-05,2 wk flu hosp rate change,17,category,stable,0.049983375817355645
2022-12-05,2 wk flu hosp rate change,17,category,increase,0.08622409398204588
2022-12-05,2 wk flu hosp rate change,17,category,large_increase,0.8635708744320071
2022-12-05,2 wk flu hosp rate change,18,category,large_decrease,0.004919645785503444
2022-12-05,2 wk flu hosp rate change,18,category,decrease,0.025582158084617907
2022-12-05,2 wk flu hosp rate change,18,category,stable,0.1369848037607959
2022-12-05,2 wk flu hosp rate change,18,category,increase,0.11774352246638242
2022-12-05,2 wk flu hosp rate change,18,category,large_increase,0.7147698699027003
2022-12-05,2 wk flu hosp rate change,19,category,large_decrease,0.0
2022-12-05,2 wk flu hosp rate change,19,category,decrease,0.0
2022-12-05,2 wk flu hosp rate change,19,category,stable,0.02606847169389125
2022-12-05,2 wk flu hosp rate change,19,category,increase,0.07462519579324234
2022-12-05,2 wk flu hosp rate change,19,category,large_increase,0.8993063325128664
2022-12-05,2 wk flu hosp rate change,20,category,large_decrease,0.0
