"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.01,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.01,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.01,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.01,1,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.025,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.025,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.025,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.025,2,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.05,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.05,2,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.05,2,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.05,3,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.1,3,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.1,4,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.1,4,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.1,4,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.15,4,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.15,5,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.15,5,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.15,5,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.2,5,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.2,6,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.2,6,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.2,6,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.25,5,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.25,7,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.25,6,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.25,7,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.3,6,"quantile"
"2 wk ahead inc flu hosp","02",2022-02-14,2022-02-26,0.3,7,"quantile"
"3 wk ahead inc flu hosp","02",2022-02-14,2022-03-05,0.3,7,"quantile"
"4 wk ahead inc flu hosp","02",2022-02-14,2022-03-12,0.3,7,"quantile"
"1 wk ahead inc flu hosp","02",2022-02-14,2022-02-19,0.35,7,"quantile"
