"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.01,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.01,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.01,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.01,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.025,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.025,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.025,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.025,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.05,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.05,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.05,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.05,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.1,3,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.1,2,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.1,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.1,1,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.15,4,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.15,3,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.15,2,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.15,1,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.2,5,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.2,4,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.2,3,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.2,2,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.25,6,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.25,5,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.25,4,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.25,3,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.3,7,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.3,6,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.3,5,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.3,5,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.35,8,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.35,7,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.35,7,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.35,6,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.4,9,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.4,9,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.4,8,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.4,8,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.45,10,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.45,10,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.45,9,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.45,9,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.5,11,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.5,11,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.5,11,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.5,11,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.55,12,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.55,12,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.55,13,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.55,14,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.6,13,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.6,14,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.6,15,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.6,16,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.65,14,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.65,16,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.65,18,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.65,20,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.7,16,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.7,17,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.7,21,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.7,23,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.75,17,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.75,20,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.75,24,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.75,28,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.8,19,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.8,23,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.8,29,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.8,36,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.85,22,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.85,27,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.85,35,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.85,46,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.9,25,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.9,33,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.9,45,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.9,63,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-24,2022-01-22,0.95,31,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-24,2022-01-29,0.95,44,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-24,2022-02-05,0.95,65.0499999999993,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-24,2022-02-12,0.95,97.0499999999993,"quantile"
