target,location,forecast_date,target_end_date,quantile,value,type
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.010,0,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.010,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.010,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.010,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.025,0,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.025,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.025,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.025,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.050,0,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.050,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.050,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.050,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.100,0,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.100,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.100,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.100,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.150,0,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.150,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.150,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.150,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.200,0,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.200,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.200,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.200,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.250,1,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.250,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.250,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.250,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.300,1,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.300,0,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.300,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.300,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.350,1,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.350,1,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.350,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.350,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.400,2,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.400,1,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.400,0,quantile
4 wk ahead inc flu hosp,02,2022-06-20,2022-07-16,0.400,0,quantile
1 wk ahead inc flu hosp,02,2022-06-20,2022-06-25,0.450,2,quantile
2 wk ahead inc flu hosp,02,2022-06-20,2022-07-02,0.450,1,quantile
3 wk ahead inc flu hosp,02,2022-06-20,2022-07-09,0.450,1,quantile
