target,location,forecast_date,target_end_date,quantile,value,type
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.010,0,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.010,0.990000000000002,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.010,0,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.010,0,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.025,1,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.025,2,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.025,1,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.025,1,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.050,2,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.050,3,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.050,3,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.050,3,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.100,3.900000000000034,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.100,5,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.100,5,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.100,5,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.150,5,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.150,6,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.150,8,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.150,8,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.200,5,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.200,7,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.200,10,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.200,11,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.250,6,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.250,9,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.250,12,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.250,13,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.300,7,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.300,10,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.300,14,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.300,16,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.350,8,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.350,12,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.350,17,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.350,20,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.400,9,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.400,13,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.400,19,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.400,23,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.450,10,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.450,15,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.450,22,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.450,28,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.500,11,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.500,16,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.500,25,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.500,32,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.550,12,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.550,18,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.550,28,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.550,38,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.600,13,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.600,20,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.600,32,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.600,44,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.650,14,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.650,23,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.650,36,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.650,51,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.700,16,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.700,25,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.700,41,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.700,59,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.750,17,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.750,29,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.750,47,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.750,67.25000000000045,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.800,19,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.800,32,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.800,53.20000000000027,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.800,81,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.850,21,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.850,37,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.850,63,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.850,98,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.900,25,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.900,43,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.900,76.10000000000036,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.900,129.10000000000036,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.950,30,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.950,55,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.950,104,quantile
4 wk ahead inc flu hosp,02,2022-05-09,2022-06-04,0.950,176,quantile
1 wk ahead inc flu hosp,02,2022-05-09,2022-05-14,0.975,34,quantile
2 wk ahead inc flu hosp,02,2022-05-09,2022-05-21,0.975,67,quantile
3 wk ahead inc flu hosp,02,2022-05-09,2022-05-28,0.975,129,quantile
