"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.01,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-04,2022-04-16,0.01,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-04,2022-04-23,0.01,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-04,2022-04-30,0.01,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.025,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-04,2022-04-16,0.025,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-04,2022-04-23,0.025,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-04,2022-04-30,0.025,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.05,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-04,2022-04-16,0.05,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-04,2022-04-23,0.05,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-04,2022-04-30,0.05,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.1,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-04,2022-04-16,0.1,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-04,2022-04-23,0.1,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-04,2022-04-30,0.1,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.15,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-04,2022-04-16,0.15,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-04,2022-04-23,0.15,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-04,2022-04-30,0.15,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.2,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-04,2022-04-16,0.2,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-04,2022-04-23,0.2,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-04,2022-04-30,0.2,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.25,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-04,2022-04-16,0.25,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-04,2022-04-23,0.25,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-04,2022-04-30,0.25,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-04,2022-04-09,0.3,2,"quantile"
