"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.01,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.01,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-03-14,2022-04-02,0.01,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-03-14,2022-04-09,0.01,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.025,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.025,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-03-14,2022-04-02,0.025,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-03-14,2022-04-09,0.025,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.05,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.05,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-03-14,2022-04-02,0.05,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-03-14,2022-04-09,0.05,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.1,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.1,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-03-14,2022-04-02,0.1,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-03-14,2022-04-09,0.1,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.15,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.15,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-03-14,2022-04-02,0.15,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-03-14,2022-04-09,0.15,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.2,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.2,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-03-14,2022-04-02,0.2,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-03-14,2022-04-09,0.2,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.25,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.25,2,"quantile"
"3 wk ahead inc flu hosp","02",2022-03-14,2022-04-02,0.25,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-03-14,2022-04-09,0.25,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-03-14,2022-03-19,0.3,3,"quantile"
"2 wk ahead inc flu hosp","02",2022-03-14,2022-03-26,0.3,2,"quantile"
