"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.01,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.01,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.01,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.01,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.025,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.025,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.025,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.025,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.05,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.05,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.05,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.05,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.1,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.1,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.1,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.1,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.15,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.15,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.15,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.15,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.2,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.2,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.2,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.2,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.25,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.25,2,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.25,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.25,1,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.3,3,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.3,3,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-25,2022-05-14,0.3,2,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-25,2022-05-21,0.3,1,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-25,2022-04-30,0.35,4,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-25,2022-05-07,0.35,4,"quantile"
