target,location,forecast_date,target_end_date,quantile,value,type
1 wk ahead inc flu hosp,02,2022-06-06,2022-06-11,0.010,0,quantile
2 wk ahead inc flu hosp,02,2022-06-06,2022-06-18,0.010,0,quantile
3 wk ahead inc flu hosp,02,2022-06-06,2022-06-25,0.010,0,quantile
4 wk ahead inc flu hosp,02,2022-06-06,2022-07-02,0.010,0,quantile
1 wk ahead inc flu hosp,02,2022-06-06,2022-06-11,0.025,1,quantile
2 wk ahead inc flu hosp,02,2022-06-06,2022-06-18,0.025,0,quantile
3 wk ahead inc flu hosp,02,2022-06-06,2022-06-25,0.025,0,quantile
4 wk ahead inc flu hosp,02,2022-06-06,2022-07-02,0.025,0,quantile
1 wk ahead inc flu hosp,02,2022-06-06,2022-06-11,0.050,1,quantile
2 wk ahead inc flu hosp,02,2022-06-06,2022-06-18,0.050,1,quantile
3 wk ahead inc flu hosp,02,2022-06-06,2022-06-25,0.050,0,quantile
4 wk ahead inc flu hosp,02,2022-06-06,2022-07-02,0.050,0,quantile
1 wk ahead inc flu hosp,02,2022-06-06,2022-06-11,0.100,2,quantile
2 wk ahead inc flu hosp,02,2022-06-06,2022-06-18,0.100,2,quantile
3 wk ahead inc flu hosp,02,2022-06-06,2022-06-25,0.100,1,quantile
4 wk ahead inc flu hosp,02,2022-06-06,2022-07-02,0.100,0,quantile
1 wk ahead inc flu hosp,02,2022-06-06,2022-06-11,0.150,3,quantile
2 wk ahead inc flu hosp,02,2022-06-06,2022-06-18,0.150,2,quantile
3 wk ahead inc flu hosp,02,2022-06-06,2022-06-25,0.150,1,quantile
4 wk ahead inc flu hosp,02,2022-06-06,2022-07-02,0.150,1,quantile
1 wk ahead inc flu hosp,02,2022-06-06,2022-06-11,0.200,3,quantile
2 wk ahead inc flu hosp,02,2022-06-06,2022-06-18,0.200,3,quantile
3 wk ahead inc flu hosp,02,2022-06-06,2022-06-25,0.200,2,quantile
4 wk ahead inc flu hosp,02,2022-06-06,2022-07-02,0.200,1,quantile
1 wk ahead inc flu hosp,02,2022-06-06,2022-06-11,0.250,4,quantile
2 wk ahead inc flu hosp,02,2022-06-06,2022-06-18,0.250,4,quantile
