"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.01,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.01,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.01,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.01,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.025,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.025,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.025,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.025,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.05,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.05,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.05,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.05,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.1,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.1,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.1,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.1,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.15,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.15,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.15,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.15,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.2,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.2,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.2,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.2,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.25,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.25,2,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.25,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.25,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.3,3,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.3,2,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.3,2,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.3,1,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.35,4,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.35,3,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.35,3,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.35,2,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.4,4,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.4,4,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.4,3,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.4,3,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.45,5,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.45,5,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.45,5,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.45,4,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.5,6,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.5,7,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.5,6,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.5,6,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.55,7,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.55,8,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.55,8,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.55,8,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.6,8,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.6,9,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.6,10,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.6,10,"quantile"
"1 wk ahead inc flu hosp","02",2022-04-11,2022-04-16,0.65,10,"quantile"
"2 wk ahead inc flu hosp","02",2022-04-11,2022-04-23,0.65,11,"quantile"
"3 wk ahead inc flu hosp","02",2022-04-11,2022-04-30,0.65,12,"quantile"
"4 wk ahead inc flu hosp","02",2022-04-11,2022-05-07,0.65,14,"quantile"
