"target","location","forecast_date","target_end_date","quantile","value","type"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.01,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.01,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.01,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.01,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.025,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.025,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.025,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.025,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.05,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.05,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.05,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.05,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.1,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.1,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.1,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.1,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.15,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.15,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.15,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.15,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.2,0,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.2,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.2,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.2,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.25,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.25,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.25,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.25,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.3,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.3,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.3,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.3,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.35,1,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.35,0,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.35,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.35,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.4,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.4,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.4,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.4,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.45,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.45,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.45,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.45,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.5,2,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.5,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.5,0,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.5,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.55,3,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.55,1,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.55,1,"quantile"
"4 wk ahead inc flu hosp","02",2022-01-31,2022-02-26,0.55,0,"quantile"
"1 wk ahead inc flu hosp","02",2022-01-31,2022-02-05,0.6,3,"quantile"
"2 wk ahead inc flu hosp","02",2022-01-31,2022-02-12,0.6,2,"quantile"
"3 wk ahead inc flu hosp","02",2022-01-31,2022-02-19,0.6,1,"quantile"
