target,location,forecast_date,target_end_date,quantile,value,type
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.010,0,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.010,0,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.010,0,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.010,0,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.025,1,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.025,0,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.025,0,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.025,0,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.050,2,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.050,1,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.050,0,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.050,0,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.100,4,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.100,2,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.100,1,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.100,1,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.150,5,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.150,4,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.150,3,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.150,3,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.200,6,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.200,5,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.200,4,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.200,4,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.250,7,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.250,6,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.250,5,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.250,5,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.300,7.699999999999989,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.300,7,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.300,6.699999999999989,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.300,7,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.350,9,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.350,9,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.350,8,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.350,9,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.400,10,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.400,10,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.400,10,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.400,11,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.450,11,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.450,11,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.450,11,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.450,13,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.500,12,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.500,12,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.500,13,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.500,16,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.550,13,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.550,14,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.550,15,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.550,19,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.600,14,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.600,16,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.600,17,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.600,23,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.650,15,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.650,17,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.650,20,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.650,28,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.700,17,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.700,20,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.700,23,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.700,34,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.750,18,quantile
2 wk ahead inc flu hosp,02,2022-06-13,2022-06-25,0.750,22,quantile
3 wk ahead inc flu hosp,02,2022-06-13,2022-07-02,0.750,29,quantile
4 wk ahead inc flu hosp,02,2022-06-13,2022-07-09,0.750,40,quantile
1 wk ahead inc flu hosp,02,2022-06-13,2022-06-18,0.800,20,quantile
