forecast_date,target,target_end_date,quantile,value,location,type
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.5,0.0009556805722388262,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.5,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.5,0.007285157397653119,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.5,0.007462598832128853,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.45,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.45,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.45,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.45,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.55,0.16551670557119547,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.55,0.25893222935595817,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.55,0.32912781615495157,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.55,0.4132330006506004,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.4,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.4,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.4,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.4,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.6,0.3618578338159846,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.6,0.5633870908383434,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.6,0.7169418174523883,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.6,0.8724711371651288,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.35,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.35,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.35,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.35,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.65,0.5670412599445842,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.65,0.8899535642236875,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.65,1.1169517601775953,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.65,1.3529470456562644,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.3,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.3,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.3,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.3,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.7,0.7754185511645799,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.7,1.2450565896606987,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.7,1.5535612280218665,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.7,1.8636033782323398,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.25,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.25,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.25,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.25,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.75,1.0135324086070079,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.75,1.626234822628614,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.75,2.0492221457831477,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.75,2.4391201558707785,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.2,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.2,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.2,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.2,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.8,1.2905806338785488,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.8,2.0564257766128975,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.8,2.6252770500480196,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.8,3.1083026526689794,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.15,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.15,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.15,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.15,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.85,1.6254953990714838,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.85,2.6161151666627473,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.85,3.3800872080308455,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.85,4.027650200314166,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.1,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.1,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.1,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.1,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.9,2.073628906488096,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.9,3.445852069423249,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.9,4.6117066949629955,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.9,5.586091516125036,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.05,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.05,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.05,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.05,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.95,2.854654026114302,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.95,5.657378522911142,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.95,10.022937129482578,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.95,14.674619722287558,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.025,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.025,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.025,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.025,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.975,3.879458730035096,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.975,9.529996748407985,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.975,17.35698515419437,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.975,26.633612193197976,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.01,0.0,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.01,0.0,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.01,0.0,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.01,0.0,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.99,5.293013419557994,02,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.99,13.986572924761798,02,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.99,25.30579504179125,02,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.99,38.66211537280673,02,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,,0.0009556805722388262,02,point
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,,0.0,02,point
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,,0.007285157397653119,02,point
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,,0.007462598832128853,02,point
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.5,13.039565961832384,01,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.5,13.181058675942774,01,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.5,13.210321111601118,01,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.5,13.247965300617935,01,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.45,12.185646598354003,01,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.45,11.910338070855083,01,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.45,11.648447085027675,01,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.45,11.430211023953909,01,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.55,13.850293452694483,01,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.55,14.403379629894133,01,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.55,14.695455491438791,01,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.55,15.000369747989147,01,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.4,11.333105545750666,01,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.4,10.668893681160197,01,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.4,10.069635373519546,01,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.4,9.564169951052008,01,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.6,14.687699384084752,01,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.6,15.636948162554177,01,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.6,16.22944792380769,01,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.6,16.841006862906738,01,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.35,10.464246162379677,01,quantile
2022-02-14,2 wk ahead inc flu hosp,2022-02-26,0.35,9.349753818691639,01,quantile
2022-02-14,3 wk ahead inc flu hosp,2022-03-05,0.35,8.473789372040928,01,quantile
2022-02-14,4 wk ahead inc flu hosp,2022-03-12,0.35,7.646062839336315,01,quantile
2022-02-14,1 wk ahead inc flu hosp,2022-02-19,0.65,15.553623791373974,01,quantile
