forecast_date,target,target_end_date,quantile,value,location,type
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.01,5.117253139127512,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.01,5.679994637056766,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.01,2.4487973169139488,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.01,0.7556552811328299,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.025,6.328021330985662,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.025,7.489104521316087,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.025,4.466923566719757,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.025,3.3024358332808537,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.05,7.369348771482969,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.05,9.120945511762043,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.05,6.864305061685181,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.05,5.939883558638309,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.1,8.569932619717354,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.1,11.00235366430298,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.1,9.70971425911882,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.1,9.85580427824361,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.15,9.379960842336489,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.15,12.271730812817108,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.15,11.629498336016828,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.15,12.497857396885982,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.2,10.023745595256962,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.2,13.280591530381642,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.2,13.155281861941658,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.2,14.597677460794667,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.25,10.576055589581381,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.25,14.146104195390388,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.25,14.46426826884392,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.25,16.39913610410455,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.3,11.072047034342695,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.3,14.923361318361701,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.3,15.639778518167807,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.3,18.016901642216812,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.35,11.53165702541576,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.35,15.643605877261779,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.35,16.729063950214012,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.35,19.51600250853902,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.4,11.967781961585079,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.4,16.327047530788974,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.4,17.76268930377122,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.4,20.93850263328546,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.45,12.389737884561661,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.45,16.988285239982353,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.45,18.76273379538658,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.45,22.31478796643746,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.5,12.805003855796052,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.5,17.639039275114666,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.5,19.746922959408106,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.5,23.669252815598334,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.55,13.22026982703044,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.55,18.289793310246985,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.55,20.731112123429632,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.55,25.02371766475921,02,quantile
2022-01-17,1 wk ahead inc flu hosp,2022-01-22,0.6,13.642225750007022,02,quantile
2022-01-17,2 wk ahead inc flu hosp,2022-01-29,0.6,18.951031019440364,02,quantile
2022-01-17,3 wk ahead inc flu hosp,2022-02-05,0.6,21.731156615044995,02,quantile
2022-01-17,4 wk ahead inc flu hosp,2022-02-12,0.6,26.400002997911212,02,quantile
