forecast_date,target,target_end_date,quantile,value,location,type
2022-02-07,1 wk ahead inc flu hosp,2022-02-12,0.01,0.0,02,quantile
2022-02-07,2 wk ahead inc flu hosp,2022-02-19,0.01,0.0,02,quantile
2022-02-07,3 wk ahead inc flu hosp,2022-02-26,0.01,0.0,02,quantile
2022-02-07,4 wk ahead inc flu hosp,2022-03-05,0.01,0.0,02,quantile
2022-02-07,1 wk ahead inc flu hosp,2022-02-12,0.025,0.0,02,quantile
2022-02-07,2 wk ahead inc flu hosp,2022-02-19,0.025,0.0,02,quantile
2022-02-07,3 wk ahead inc flu hosp,2022-02-26,0.025,0.0,02,quantile
2022-02-07,4 wk ahead inc flu hosp,2022-03-05,0.025,0.0,02,quantile
2022-02-07,1 wk ahead inc flu hosp,2022-02-12,0.05,0.0,02,quantile
2022-02-07,2 wk ahead inc flu hosp,2022-02-19,0.05,0.0,02,quantile
2022-02-07,3 wk ahead inc flu hosp,2022-02-26,0.05,0.0,02,quantile
2022-02-07,4 wk ahead inc flu hosp,2022-03-05,0.05,0.0,02,quantile
2022-02-07,1 wk ahead inc flu hosp,2022-02-12,0.1,0.0,02,quantile
2022-02-07,2 wk ahead inc flu hosp,2022-02-19,0.1,0.0,02,quantile
2022-02-07,3 wk ahead inc flu hosp,2022-02-26,0.1,0.0,02,quantile
2022-02-07,4 wk ahead inc flu hosp,2022-03-05,0.1,0.0,02,quantile
2022-02-07,1 wk ahead inc flu hosp,2022-02-12,0.15,0.0,02,quantile
2022-02-07,2 wk ahead inc flu hosp,2022-02-19,0.15,0.0,02,quantile
2022-02-07,3 wk ahead inc flu hosp,2022-02-26,0.15,0.0,02,quantile
2022-02-07,4 wk ahead inc flu hosp,2022-03-05,0.15,0.0,02,quantile
2022-02-07,1 wk ahead inc flu hosp,2022-02-12,0.2,0.0,02,quantile
2022-02-07,2 wk ahead inc flu hosp,2022-02-19,0.2,0.0,02,quantile
2022-02-07,3 wk ahead inc flu hosp,2022-02-26,0.2,0.0,02,quantile
2022-02-07,4 wk ahead inc flu hosp,2022-03-05,0.2,0.0,02,quantile
