forecast_date,target,target_end_date,quantile,value,location,type
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.01,17.172911130615677,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.01,17.886029500052498,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.01,16.9056498690137,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.01,15.02206740849412,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.025,17.93459881616727,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.025,19.441427120144215,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.025,19.514077328561644,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.025,18.830934603897923,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.05,18.589692246427024,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.05,20.77915488139307,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.05,21.7574688451536,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.05,22.106770519026313,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.1,19.344973016785588,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.1,22.321469316824732,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.1,24.34395558826686,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.1,25.883599531897634,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.15,19.854557366843014,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.15,23.36206154425627,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.15,26.08904591447201,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.15,28.43180813634595,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.2,20.25955885411602,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.2,24.189091259173956,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.2,27.475988385250755,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.2,30.457043555304836,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.25,20.60701406818004,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.25,24.898609114451173,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.25,28.665861529479642,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.25,32.194515214390506,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.3,20.919039588964363,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.3,25.535778077061302,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.3,29.734404387572695,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.3,33.75481846306853,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.35,21.208177735069413,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.35,26.12621007807738,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.35,30.7245685903155,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.35,35.20067195463691,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.4,21.482541560842154,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.4,26.686472308570366,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.4,31.664137590349924,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.4,36.57264552781408,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.45,21.747991737463963,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.45,27.22853250043431,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.45,32.57318147142667,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.45,37.900045837583804,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.5,22.009233301823556,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.5,27.761998532748706,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.5,33.4678128052093,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.5,39.20640071693917,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.55,22.27047486618315,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.55,28.295464565063106,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.55,34.36244413899192,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.55,40.51275559629454,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.6,22.535925042804962,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.6,28.837524756927046,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.6,35.271488020068674,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.6,41.84015590606427,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.65,22.8102888685777,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.65,29.39778698742004,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.65,36.21105702010309,02,quantile
2022-01-24,4 wk ahead inc flu hosp,2022-02-19,0.65,43.21212947924143,02,quantile
2022-01-24,1 wk ahead inc flu hosp,2022-01-29,0.7,23.099427014682746,02,quantile
2022-01-24,2 wk ahead inc flu hosp,2022-02-05,0.7,29.988218988436113,02,quantile
2022-01-24,3 wk ahead inc flu hosp,2022-02-12,0.7,37.201221222845895,02,quantile
