forecast_date,target_end_date,location,target,quantile,value,type
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.01,184.47797628499129,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.025,225.22157667467235,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.05,264.88195331760835,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.1,321.63351889762384,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.15,370.4627233451552,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.2,405.6739173895485,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.25,431.7585333138529,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.3,453.1272200655412,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.35,472.24653522977,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.4,489.98566710567457,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.45,507.11161307288586,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.5,524.8535319738678,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.55,545.5874636662638,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.6,571.2427969453149,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.65,598.4374970754436,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.7,628.4283104082133,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.75,668.5803344314678,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.8,740.9851455753014,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.85,889.8732761262185,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.9,1158.3756759985242,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.95,1373.2367292980107,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.975,1523.7154029430933,quantile
2022-12-12,2022-12-17,04,1 wk ahead inc flu hosp,0.99,1701.1304720027986,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.01,147.1341930626313,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.025,182.17443947102785,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.05,217.57006187054228,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.1,269.4027705389734,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.15,313.6193273084231,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.2,347.8525986839953,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.25,374.9935375042979,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.3,398.08036462869455,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.35,418.9805888173748,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.4,438.59017804521727,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.45,457.5916707145078,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.5,476.817337140023,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.55,497.6421500849426,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.6,521.209516881016,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.65,546.0556030959297,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.7,573.0900290882746,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.75,606.464533215001,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.8,658.5559303197819,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.85,754.2536468770677,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.9,921.2791711482816,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.95,1096.0829996688126,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.975,1253.2048101316918,quantile
2022-12-12,2022-12-24,04,2 wk ahead inc flu hosp,0.99,1473.3345525774766,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.01,109.79039974235438,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.025,139.12732246321724,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.05,170.25817042347623,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.1,217.17196159282136,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.15,256.7759312716911,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.2,290.03121939094046,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.25,318.2285618905767,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.3,343.03350919184794,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.35,365.71464240497954,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.4,387.1947697680955,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.45,408.0716071811264,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.5,428.7811019145105,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.55,449.6969172869569,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.6,471.1762772083849,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.65,493.6737495080834,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.7,517.7517477683358,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.75,544.348731998534,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.8,576.1267150642624,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.85,618.6341388029203,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.9,684.1827470813744,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.95,818.9291892562788,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.975,982.6945404536324,quantile
2022-12-12,2022-12-31,04,3 wk ahead inc flu hosp,0.99,1245.5386331521545,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.01,924.8295370175574,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.025,1187.5360015254132,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.05,1443.574969490635,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.1,1796.9293069001524,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.15,2098.6985973106,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.2,2375.5106799328905,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.25,2627.560824789254,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.3,2812.955825270058,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.35,2977.902253573572,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.4,3131.1427177893147,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.45,3278.6869169505685,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.5,3430.536640405646,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.55,3603.346580524592,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.6,3809.977985497692,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.65,4030.1454256425286,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.7,4271.468679194079,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.75,4583.800956066364,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.8,5103.924931730397,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.85,6105.548407317318,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.9,7916.325549764913,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.95,9972.687689495177,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.975,11936.255946402953,quantile
2022-12-12,2022-12-17,06,1 wk ahead inc flu hosp,0.99,14745.899913683046,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.01,767.6459361259325,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.025,1009.737799929511,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.05,1252.8207707254492,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.1,1593.123708545452,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.15,1875.219952617036,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.2,2123.0484314713303,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.25,2343.988456969037,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.3,2523.6059478685347,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.35,2689.753183347232,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.4,2850.271458218589,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.45,3010.817613249284,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.5,3178.5797198320643,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.55,3363.595942210629,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.6,3574.194171104361,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.65,3803.359932675132,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.7,4055.245410340413,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.75,4354.853443867901,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.8,4800.284730158833,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.85,5589.094157625985,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.9,7008.654290495419,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.95,9257.816880216562,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.975,11820.688329677245,quantile
2022-12-12,2022-12-24,06,2 wk ahead inc flu hosp,0.99,15786.377005070664,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.01,610.4623352343075,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.025,831.9396527870448,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.05,1062.066571960263,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.1,1389.318001283879,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.15,1651.742070271578,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.2,1870.5861830097704,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.25,2060.41608914882,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.3,2234.256288280756,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.35,2401.604113120892,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.4,2569.4001986478643,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.45,2742.948309547999,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.5,2926.622363630993,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.55,3123.8450860829216,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.6,3338.410574524775,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.65,3576.5735684527567,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.7,3839.021270231769,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.75,4125.906367296928,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.8,4496.644092959778,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.85,5072.639907934651,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.9,6100.983031225926,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.95,8542.944328427993,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.975,11705.120712951531,quantile
2022-12-12,2022-12-31,06,3 wk ahead inc flu hosp,0.99,16826.855838968237,quantile
2022-12-12,2022-12-17,12,1 wk ahead inc flu hosp,0.01,464.29599332442615,quantile
2022-12-12,2022-12-17,12,1 wk ahead inc flu hosp,0.025,607.01792728457,quantile
2022-12-12,2022-12-17,12,1 wk ahead inc flu hosp,0.05,748.2722006836973,quantile
2022-12-12,2022-12-17,12,1 wk ahead inc flu hosp,0.1,945.3324578063472,quantile
2022-12-12,2022-12-17,12,1 wk ahead inc flu hosp,0.15,1114.1784716606207,quantile
