forecast_date,target_end_date,location,type,quantile,value,target
2023-01-02,2023-01-07,01,quantile,0.010,110.25962468627354,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,01,quantile,0.010,80.75543602074373,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,01,quantile,0.010,57.4261226458577,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,01,quantile,0.010,46.57175329741097,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,02,quantile,0.010,26.94966263614191,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,02,quantile,0.010,18.881351311943078,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,02,quantile,0.010,12.917235980993343,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,02,quantile,0.010,8.031191149443188,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,04,quantile,0.010,347.2742761423599,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,04,quantile,0.010,234.051357641378,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,04,quantile,0.010,161.60828371231466,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,04,quantile,0.010,108.60905253793598,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,05,quantile,0.010,117.03087566470214,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,05,quantile,0.010,78.08703028584266,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,05,quantile,0.010,50.81703309946888,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,05,quantile,0.010,32.70490351141103,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,06,quantile,0.010,1017.9986339988143,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,06,quantile,0.010,786.4322634936016,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,06,quantile,0.010,581.6123724196167,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,06,quantile,0.010,400.73066367318035,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,08,quantile,0.010,191.51289249912315,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,08,quantile,0.010,139.36543711218278,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,08,quantile,0.010,91.13556443881693,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,08,quantile,0.010,58.07659266212082,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,09,quantile,0.010,166.13477530097066,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,09,quantile,0.010,111.80095938083723,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,09,quantile,0.010,71.9731674243108,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,09,quantile,0.010,45.10364039597865,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,10,quantile,0.010,15.012827795123178,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,10,quantile,0.010,11.449108379333204,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,10,quantile,0.010,8.452963472683875,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,10,quantile,0.010,5.826114922150854,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,11,quantile,0.010,16.81302230395219,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,11,quantile,0.010,12.489848400727528,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,11,quantile,0.010,8.735134266132334,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,11,quantile,0.010,6.443300481561874,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,12,quantile,0.010,799.7475397865107,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,12,quantile,0.010,615.6072820688117,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,12,quantile,0.010,464.93417184573093,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,12,quantile,0.010,330.4961917027906,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,13,quantile,0.010,110.02434955610642,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,13,quantile,0.010,86.5146763643631,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,13,quantile,0.010,66.41128554769043,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,13,quantile,0.010,48.84284254952114,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,15,quantile,0.010,18.19228277559411,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,15,quantile,0.010,15.459526992348765,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,15,quantile,0.010,12.784951915982964,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,15,quantile,0.010,10.657612246928847,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,16,quantile,0.010,118.45719012041747,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,16,quantile,0.010,76.58089981499457,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,16,quantile,0.010,50.176105078866364,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,16,quantile,0.010,30.485702787598413,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,17,quantile,0.010,394.09863767900845,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,17,quantile,0.010,293.5337314500482,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,17,quantile,0.010,214.95287014698292,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,17,quantile,0.010,156.54485541525554,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,18,quantile,0.010,385.99598638838694,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,18,quantile,0.010,269.76669089949627,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,18,quantile,0.010,180.5591274483473,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,18,quantile,0.010,114.24639534618434,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,19,quantile,0.010,201.86703177549236,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,19,quantile,0.010,145.3049100862557,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,19,quantile,0.010,100.83570737685513,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,19,quantile,0.010,64.42542508954669,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,20,quantile,0.010,112.1971152401088,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,20,quantile,0.010,80.99833539971365,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,20,quantile,0.010,56.25136672061678,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,20,quantile,0.010,39.403710261635375,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,21,quantile,0.010,182.26880678682124,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,21,quantile,0.010,126.3260372490852,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,21,quantile,0.010,89.33622319546626,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,21,quantile,0.010,60.979223601897345,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,22,quantile,0.010,101.17947450744208,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,22,quantile,0.010,72.98611965898722,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,22,quantile,0.010,50.25155703080636,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,22,quantile,0.010,31.387428673600763,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,23,quantile,0.010,129.282887478202,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,23,quantile,0.010,96.23619645154226,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,23,quantile,0.010,65.8650133195815,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,23,quantile,0.010,42.483420643326355,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,24,quantile,0.010,170.07222650271078,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,24,quantile,0.010,127.37611123162435,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,24,quantile,0.010,93.53357247498448,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,24,quantile,0.010,63.16322738070112,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,25,quantile,0.010,474.5756942325581,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,25,quantile,0.010,333.23349678001216,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,25,quantile,0.010,223.27664381814014,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,25,quantile,0.010,129.35750636067428,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,26,quantile,0.010,730.6803354963944,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,26,quantile,0.010,478.9336270601755,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,26,quantile,0.010,311.0920693523684,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,26,quantile,0.010,183.17842564711913,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,27,quantile,0.010,127.35825768098242,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,27,quantile,0.010,98.278707346577,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,27,quantile,0.010,77.05333055308158,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,27,quantile,0.010,56.71739222613539,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,28,quantile,0.010,73.09934885433981,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,28,quantile,0.010,53.13917915427839,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,28,quantile,0.010,38.641021746307224,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,28,quantile,0.010,25.640008999391345,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,29,quantile,0.010,400.3707487450413,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,29,quantile,0.010,272.56547585829213,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,29,quantile,0.010,178.29368913299464,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,29,quantile,0.010,113.24269146511354,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,30,quantile,0.010,50.716164254129225,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,30,quantile,0.010,36.240820753373306,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,30,quantile,0.010,26.56358532781026,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,30,quantile,0.010,17.14263572723822,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,31,quantile,0.010,89.11744658255894,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,31,quantile,0.010,64.13691054606966,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,31,quantile,0.010,44.41923092770235,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,31,quantile,0.010,29.023862148341955,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,32,quantile,0.010,122.6360800354546,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,32,quantile,0.010,82.42303526660832,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,32,quantile,0.010,56.71641993964492,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,32,quantile,0.010,37.60439317124338,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,33,quantile,0.010,74.61347819082997,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,33,quantile,0.010,56.641165490686745,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,33,quantile,0.010,38.526741909481096,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,33,quantile,0.010,23.84105980426046,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,34,quantile,0.010,319.4003362499112,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,34,quantile,0.010,220.70430069686356,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,34,quantile,0.010,150.09470102569952,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,34,quantile,0.010,92.28916921344116,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,35,quantile,0.010,150.91625012454284,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,35,quantile,0.010,97.83671697417496,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,35,quantile,0.010,63.37520149905603,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,35,quantile,0.010,37.999561142585684,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,36,quantile,0.010,907.3044007585644,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,36,quantile,0.010,626.882482036661,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,36,quantile,0.010,412.256460528129,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,36,quantile,0.010,259.40214249043225,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,37,quantile,0.010,217.77722058515488,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,37,quantile,0.010,166.5417416762312,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,37,quantile,0.010,120.75117521863902,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,37,quantile,0.010,75.51386822251487,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,38,quantile,0.010,40.412629969457335,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,38,quantile,0.010,30.715900136620377,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,38,quantile,0.010,20.392721617337447,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,38,quantile,0.010,11.876117660445196,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,39,quantile,0.010,527.9098935089667,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,39,quantile,0.010,382.02575024778355,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,39,quantile,0.010,260.99959835738565,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,39,quantile,0.010,168.8768297480111,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,40,quantile,0.010,398.8257277947036,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,40,quantile,0.010,247.64196305399864,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,40,quantile,0.010,141.22395940613262,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,40,quantile,0.010,75.38267905465428,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,41,quantile,0.010,253.80892702186168,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,41,quantile,0.010,174.36846885100135,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,41,quantile,0.010,118.35762123806309,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,41,quantile,0.010,79.05718952174048,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,42,quantile,0.010,644.712671931744,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,42,quantile,0.010,456.7679916511419,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,42,quantile,0.010,287.7297771327927,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,42,quantile,0.010,174.29228158847022,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,44,quantile,0.010,33.865702443083045,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,44,quantile,0.010,27.465714246867783,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,44,quantile,0.010,18.056165524073712,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,44,quantile,0.010,12.584312986616888,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,45,quantile,0.010,116.41650733343407,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,45,quantile,0.010,93.98587003750725,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,45,quantile,0.010,72.12126006333871,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,45,quantile,0.010,50.89028508513699,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,46,quantile,0.010,33.973428582756405,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,46,quantile,0.010,22.91921639154656,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,46,quantile,0.010,14.00719519387187,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,46,quantile,0.010,8.680945850489586,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,47,quantile,0.010,171.45803128681777,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,47,quantile,0.010,121.33757908629174,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,47,quantile,0.010,90.87749661538066,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,47,quantile,0.010,62.6513432580773,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,48,quantile,0.010,645.2642984444009,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,48,quantile,0.010,407.95365131429276,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,48,quantile,0.010,259.6886609986168,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,48,quantile,0.010,152.84192043668213,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,49,quantile,0.010,39.9704230112143,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,49,quantile,0.010,31.21853222654355,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,49,quantile,0.010,23.497661482073386,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,49,quantile,0.010,15.875993623860523,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,50,quantile,0.010,39.48627839813725,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,50,quantile,0.010,29.404257468508153,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,50,quantile,0.010,20.740148672275122,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,50,quantile,0.010,13.58854598230177,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,51,quantile,0.010,201.52066676652393,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,51,quantile,0.010,156.65485948696005,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,51,quantile,0.010,116.02562907164392,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,51,quantile,0.010,82.06307252837277,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,53,quantile,0.010,323.1375147563964,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,53,quantile,0.010,251.663158270091,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,53,quantile,0.010,195.11006986888822,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,53,quantile,0.010,145.74658077805103,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,54,quantile,0.010,165.788105024104,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,54,quantile,0.010,119.65887181530915,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,54,quantile,0.010,82.83852495898377,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,54,quantile,0.010,52.898822203042265,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,55,quantile,0.010,322.2645176495165,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,55,quantile,0.010,236.13075532210007,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,55,quantile,0.010,160.71465048705818,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,55,quantile,0.010,109.34272655602462,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,56,quantile,0.010,22.21911614515941,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,56,quantile,0.010,14.158949330343749,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,56,quantile,0.010,9.067539382993365,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,56,quantile,0.010,5.653572079468234,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,US,quantile,0.010,12451.970321483,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,US,quantile,0.010,8871.632458270771,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,US,quantile,0.010,6123.07878061207,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,US,quantile,0.010,4008.4691838901167,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,01,quantile,0.025,119.29441860793544,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,01,quantile,0.025,97.63755248355551,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,01,quantile,0.025,78.39835769802171,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,01,quantile,0.025,61.76824834285462,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,02,quantile,0.025,28.830971278646434,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,02,quantile,0.025,20.456045234691658,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,02,quantile,0.025,15.269600761882936,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,02,quantile,0.025,10.155653152195606,4 wk ahead inc flu hosp
2023-01-02,2023-01-07,04,quantile,0.025,375.0504342381764,1 wk ahead inc flu hosp
2023-01-02,2023-01-14,04,quantile,0.025,271.63246202228237,2 wk ahead inc flu hosp
2023-01-02,2023-01-21,04,quantile,0.025,195.15192750576313,3 wk ahead inc flu hosp
2023-01-02,2023-01-28,04,quantile,0.025,140.82710685963167,4 wk ahead inc flu hosp
