forecast_date,target_end_date,location,type,quantile,value,target
2023-05-15,2023-05-20,01,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,01,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,01,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,01,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,02,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,02,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,02,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,02,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,04,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,04,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,04,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,04,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,05,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,05,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,05,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,05,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,06,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,06,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,06,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,06,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,08,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,08,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,08,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,08,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,09,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,09,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,09,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,09,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,10,quantile,0.010,0.0,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,10,quantile,0.010,0.0,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,10,quantile,0.010,0.0,3 wk ahead inc flu hosp
2023-05-15,2023-06-10,10,quantile,0.010,0.0,4 wk ahead inc flu hosp
2023-05-15,2023-05-20,11,quantile,0.010,0.12378449257871675,1 wk ahead inc flu hosp
2023-05-15,2023-05-27,11,quantile,0.010,0.15677722887175102,2 wk ahead inc flu hosp
2023-05-15,2023-06-03,11,quantile,0.010,0.19883361112206024,3 wk ahead inc flu hosp
