forecast_date,target_end_date,location,type,quantile,value,target
2023-03-27,2023-04-01,01,quantile,0.010,2.6483696025815204,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,01,quantile,0.010,1.806919634226547,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,01,quantile,0.010,0.7333516521161283,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,01,quantile,0.010,0.52327040361062,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,02,quantile,0.010,0.9452176127857218,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,02,quantile,0.010,0.5568239467368713,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,02,quantile,0.010,0.4450500621525318,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,02,quantile,0.010,0.26670766893257647,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,04,quantile,0.010,11.761913690309594,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,04,quantile,0.010,6.52321960140364,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,04,quantile,0.010,4.647558058168707,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,04,quantile,0.010,2.0627797722602708,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,05,quantile,0.010,5.159908674733721,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,05,quantile,0.010,2.2593060131065403,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,05,quantile,0.010,1.4967194709833263,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,05,quantile,0.010,0.7049771130182908,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,06,quantile,0.010,15.525801963460067,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,06,quantile,0.010,10.618298560330883,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,06,quantile,0.010,6.621287904966534,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,06,quantile,0.010,3.75451718697226,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,08,quantile,0.010,5.12941428326808,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,08,quantile,0.010,3.3866632964740426,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,08,quantile,0.010,1.9100974143583165,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,08,quantile,0.010,1.2104710588930805,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,09,quantile,0.010,4.011866838094113,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,09,quantile,0.010,3.0398793172947007,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,09,quantile,0.010,1.724025717675694,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,09,quantile,0.010,1.0245230787394508,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,10,quantile,0.010,0.5525748400346349,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,10,quantile,0.010,0.3540712107282994,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,10,quantile,0.010,0.24060461012961845,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,10,quantile,0.010,0.13991086328682936,4 wk ahead inc flu hosp
2023-03-27,2023-04-01,11,quantile,0.010,1.0116275815787308,1 wk ahead inc flu hosp
2023-03-27,2023-04-08,11,quantile,0.010,0.6318792603501743,2 wk ahead inc flu hosp
2023-03-27,2023-04-15,11,quantile,0.010,0.38784833303091854,3 wk ahead inc flu hosp
2023-03-27,2023-04-22,11,quantile,0.010,0.2813280504839421,4 wk ahead inc flu hosp
