"target_end_date","value","type","quantile","forecast_date","target","location"
2022-05-28,62,"quantile","0.010",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,73,"quantile","0.025",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,83,"quantile","0.050",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,96,"quantile","0.100",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,106,"quantile","0.150",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,114,"quantile","0.200",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,121,"quantile","0.250",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,127,"quantile","0.300",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,134,"quantile","0.350",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,140,"quantile","0.400",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,146,"quantile","0.450",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,153,"quantile","0.500",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,158,"point",NA,2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,159,"quantile","0.550",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,166,"quantile","0.600",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,173,"quantile","0.650",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,181,"quantile","0.700",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,190,"quantile","0.750",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,200,"quantile","0.800",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,212,"quantile","0.850",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,228,"quantile","0.900",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,253,"quantile","0.950",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,276,"quantile","0.975",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-05-28,304,"quantile","0.990",2022-05-23,"1 wk ahead inc flu hosp","25"
2022-06-04,39,"quantile","0.010",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,50,"quantile","0.025",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,62,"quantile","0.050",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,78,"quantile","0.100",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,90,"quantile","0.150",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,100,"quantile","0.200",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,109,"quantile","0.250",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,118,"quantile","0.300",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,127,"quantile","0.350",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,135,"quantile","0.400",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,144,"quantile","0.450",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,153,"quantile","0.500",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,162,"quantile","0.550",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,164,"point",NA,2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,172,"quantile","0.600",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,182,"quantile","0.650",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,194,"quantile","0.700",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,207,"quantile","0.750",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,222,"quantile","0.800",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,240,"quantile","0.850",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,265,"quantile","0.900",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,305,"quantile","0.950",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,342,"quantile","0.975",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-04,389,"quantile","0.990",2022-05-23,"2 wk ahead inc flu hosp","25"
2022-06-11,26,"quantile","0.010",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,37,"quantile","0.025",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,49,"quantile","0.050",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,65,"quantile","0.100",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,78,"quantile","0.150",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,90,"quantile","0.200",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,101,"quantile","0.250",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,111,"quantile","0.300",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,121,"quantile","0.350",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,132,"quantile","0.400",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,142,"quantile","0.450",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,153,"quantile","0.500",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,164,"quantile","0.550",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,170,"point",NA,2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,176,"quantile","0.600",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,190,"quantile","0.650",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,204,"quantile","0.700",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,221,"quantile","0.750",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,240,"quantile","0.800",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,264,"quantile","0.850",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,296,"quantile","0.900",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,349,"quantile","0.950",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,400,"quantile","0.975",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-11,464,"quantile","0.990",2022-05-23,"3 wk ahead inc flu hosp","25"
2022-06-18,17,"quantile","0.010",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,27,"quantile","0.025",2022-05-23,"4 wk ahead inc flu hosp","25"
2022-06-18,39,"quantile","0.050",2022-05-23,"4 wk ahead inc flu hosp","25"
