"target_end_date","value","type","quantile","forecast_date","target","location"
2022-05-14,95,"quantile","0.010",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,109,"quantile","0.025",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,123,"quantile","0.050",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,140,"quantile","0.100",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,152,"quantile","0.150",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,162,"quantile","0.200",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,171,"quantile","0.250",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,179,"quantile","0.300",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,187,"quantile","0.350",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,195,"quantile","0.400",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,203,"quantile","0.450",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,211,"quantile","0.500",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,217,"point",NA,2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,219,"quantile","0.550",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,227,"quantile","0.600",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,236,"quantile","0.650",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,246,"quantile","0.700",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,257,"quantile","0.750",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,269,"quantile","0.800",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,284,"quantile","0.850",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,303,"quantile","0.900",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,333,"quantile","0.950",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,361,"quantile","0.975",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-14,395,"quantile","0.990",2022-05-09,"1 wk ahead inc flu hosp","25"
2022-05-21,64,"quantile","0.010",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,80,"quantile","0.025",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,95,"quantile","0.050",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,116,"quantile","0.100",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,131,"quantile","0.150",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,144,"quantile","0.200",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,156,"quantile","0.250",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,168,"quantile","0.300",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,179,"quantile","0.350",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,189,"quantile","0.400",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,200,"quantile","0.450",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,211,"quantile","0.500",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,223,"quantile","0.550",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,224,"point",NA,2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,235,"quantile","0.600",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,248,"quantile","0.650",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,262,"quantile","0.700",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,278,"quantile","0.750",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,296,"quantile","0.800",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,319,"quantile","0.850",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,349,"quantile","0.900",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,396,"quantile","0.950",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,441,"quantile","0.975",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-21,496,"quantile","0.990",2022-05-09,"2 wk ahead inc flu hosp","25"
2022-05-28,45,"quantile","0.010",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,61,"quantile","0.025",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,77,"quantile","0.050",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,100,"quantile","0.100",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,117,"quantile","0.150",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,132,"quantile","0.200",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,146,"quantile","0.250",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,159,"quantile","0.300",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,172,"quantile","0.350",2022-05-09,"3 wk ahead inc flu hosp","25"
2022-05-28,185,"quantile","0.400",2022-05-09,"3 wk ahead inc flu hosp","25"
