forecast_date,target_end_date,location,target,quantile,value,type
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.01,0.0,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.025,0.0,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.05,0.0,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.1,0.0,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.15,1.2367594997247684,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.2,2.390594967295293,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.25,3.414051796396298,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.3,4.307694566686071,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.35,5.030027772424083,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.4,5.707717589404553,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.45,6.409135809113007,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.5,7.090507232116131,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.55,7.841890653592886,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.6,8.559704377513413,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.65,9.352114221685149,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.7,10.093030374739143,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.75,10.871948073871792,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.8,11.76988331657714,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.85,12.633877104902258,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.9,13.922656213551887,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.95,15.802559433884957,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.975,17.277876520854313,quantile
2022-01-17,2022-01-22,09,1 wk ahead inc flu hosp,0.99,19.142280311342912,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.01,0.0,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.025,0.0,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.05,0.0,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.1,0.0,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.15,0.5669381255813603,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.2,1.1609740241128936,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.25,1.652874592310433,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.3,2.1304421608713726,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.35,2.511831910906667,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.4,2.877815482423575,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.45,3.2550320428583768,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.5,3.661133629006021,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.55,4.032282140653456,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.6,4.407767784294977,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.65,4.776319038761853,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.7,5.152753867768226,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.75,5.575724121070246,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.8,6.018985532280456,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.85,6.511864299083138,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.9,7.267195967374547,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.95,8.324348045393489,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.975,9.135240980763076,quantile
2022-01-17,2022-01-22,23,1 wk ahead inc flu hosp,0.99,10.238463043435193,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.01,21.35232861706824,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.025,24.48447709361976,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.05,27.228533536208456,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.1,30.64727474222273,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.15,32.906365239064144,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.2,34.51513145636377,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.25,35.80088933849826,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.3,37.05565257944492,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.35,38.07085914145781,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.4,39.03754918794613,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.45,40.07591588536432,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.5,41.0684577600416,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.55,42.006133398588986,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.6,42.926112794546135,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.65,43.89166597732638,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.7,44.874690364059006,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.75,45.96217515330888,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.8,47.04638719047816,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.85,48.365417273017584,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.9,50.03126656911877,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.95,52.5224437731654,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.975,54.625044144162544,quantile
2022-01-17,2022-01-22,25,1 wk ahead inc flu hosp,0.99,56.452989297393245,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.01,0.0,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.025,0.0,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.05,0.0,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.1,0.0,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.15,0.0,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.2,0.0,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.25,0.5780222625256928,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.3,1.1943924925370135,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.35,1.761989295037217,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.4,2.3264360457366333,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.45,2.817113922249358,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.5,3.382325753226535,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.55,3.8286687198850817,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.6,4.391133489480435,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.65,4.947858432138059,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.7,5.572457634614718,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.75,6.215672675807236,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.8,7.012257928871554,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.85,7.849803070022444,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.9,8.869206879129562,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.95,10.472389290820686,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.975,12.094266255479576,quantile
2022-01-17,2022-01-22,33,1 wk ahead inc flu hosp,0.99,13.634104104948005,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.01,0.0,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.025,0.2580444052198749,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.05,0.8699292595094124,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.1,1.4903270845827563,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.15,1.819601791201213,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.2,2.0876639334921743,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.25,2.335455099057958,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.3,2.551392435669485,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.35,2.758174621877168,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.4,2.97128565567399,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.45,3.173340399155812,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.5,3.386952208227692,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.55,3.563188393856663,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.6,3.770671379674151,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.65,3.955782040462801,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.7,4.147832178460797,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.75,4.357245880302051,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.8,4.612184802417136,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.85,4.882700265013832,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.9,5.221144439168096,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.95,5.761153676691468,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.975,6.206610398488436,quantile
2022-01-17,2022-01-22,44,1 wk ahead inc flu hosp,0.99,6.619410235702175,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.01,0.0,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.025,0.0,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.05,0.0,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.1,0.3287808922361768,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.15,0.6344498718473603,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.2,0.8540389310411471,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.25,1.0413356269847265,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.3,1.2169891063456624,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.35,1.3589503735587531,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.4,1.493773498312918,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.45,1.6355580144220665,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.5,1.7785349133307062,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.55,1.924393199484075,quantile
2022-01-17,2022-01-22,50,1 wk ahead inc flu hosp,0.6,2.056194077715472,quantile
