forecast_date,target,location,type,type_id,value
2022-12-26,2 wk flu hosp rate change,01,category,decrease,0
2022-12-26,2 wk flu hosp rate change,01,category,increase,0.0167652859960552
2022-12-26,2 wk flu hosp rate change,01,category,large_decrease,0
2022-12-26,2 wk flu hosp rate change,01,category,large_increase,0
2022-12-26,2 wk flu hosp rate change,01,category,stable,0.983234714003945
2022-12-26,2 wk flu hosp rate change,02,category,decrease,0
2022-12-26,2 wk flu hosp rate change,02,category,increase,0.0660749506903353
2022-12-26,2 wk flu hosp rate change,02,category,large_decrease,0
2022-12-26,2 wk flu hosp rate change,02,category,large_increase,0
2022-12-26,2 wk flu hosp rate change,02,category,stable,0.933925049309665
2022-12-26,2 wk flu hosp rate change,04,category,decrease,0
2022-12-26,2 wk flu hosp rate change,04,category,increase,0.0019723865877712
2022-12-26,2 wk flu hosp rate change,04,category,large_decrease,0
2022-12-26,2 wk flu hosp rate change,04,category,large_increase,0.998027613412229
2022-12-26,2 wk flu hosp rate change,04,category,stable,0
2022-12-26,2 wk flu hosp rate change,05,category,decrease,0
2022-12-26,2 wk flu hosp rate change,05,category,increase,0.103550295857988
2022-12-26,2 wk flu hosp rate change,05,category,large_decrease,0
2022-12-26,2 wk flu hosp rate change,05,category,large_increase,0.894477317554241
2022-12-26,2 wk flu hosp rate change,05,category,stable,0.0019723865877712
2022-12-26,2 wk flu hosp rate change,08,category,decrease,0
2022-12-26,2 wk flu hosp rate change,08,category,increase,0.828402366863905
2022-12-26,2 wk flu hosp rate change,08,category,large_decrease,0
2022-12-26,2 wk flu hosp rate change,08,category,large_increase,0.0660749506903353
2022-12-26,2 wk flu hosp rate change,08,category,stable,0.105522682445759
2022-12-26,2 wk flu hosp rate change,09,category,decrease,0
2022-12-26,2 wk flu hosp rate change,09,category,increase,0.0019723865877712
2022-12-26,2 wk flu hosp rate change,09,category,large_decrease,0
2022-12-26,2 wk flu hosp rate change,09,category,large_increase,0.998027613412229
2022-12-26,2 wk flu hosp rate change,09,category,stable,0
2022-12-26,2 wk flu hosp rate change,10,category,decrease,0
