forecast_date,target,location,type,type_id,value
2022-10-31,2 wk flu hosp rate change,01,category,decrease,0
2022-10-31,2 wk flu hosp rate change,01,category,increase,0.5325443786982249
2022-10-31,2 wk flu hosp rate change,01,category,large_increase,0.45069033530571995
2022-10-31,2 wk flu hosp rate change,01,category,stable,0.016765285996055226
2022-10-31,2 wk flu hosp rate change,01,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,02,category,decrease,0
2022-10-31,2 wk flu hosp rate change,02,category,increase,0
2022-10-31,2 wk flu hosp rate change,02,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,02,category,stable,1
2022-10-31,2 wk flu hosp rate change,02,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,04,category,decrease,0
2022-10-31,2 wk flu hosp rate change,04,category,increase,0
2022-10-31,2 wk flu hosp rate change,04,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,04,category,stable,1
2022-10-31,2 wk flu hosp rate change,04,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,05,category,decrease,0.21400394477317553
2022-10-31,2 wk flu hosp rate change,05,category,increase,0
2022-10-31,2 wk flu hosp rate change,05,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,05,category,stable,0.7859960552268244
2022-10-31,2 wk flu hosp rate change,05,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,08,category,decrease,0
2022-10-31,2 wk flu hosp rate change,08,category,increase,0
2022-10-31,2 wk flu hosp rate change,08,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,08,category,stable,1
2022-10-31,2 wk flu hosp rate change,08,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,10,category,decrease,0
2022-10-31,2 wk flu hosp rate change,10,category,increase,0
2022-10-31,2 wk flu hosp rate change,10,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,10,category,stable,1
2022-10-31,2 wk flu hosp rate change,10,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,13,category,decrease,0
2022-10-31,2 wk flu hosp rate change,13,category,increase,0.036489151873767264
2022-10-31,2 wk flu hosp rate change,13,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,13,category,stable,0.9635108481262327
2022-10-31,2 wk flu hosp rate change,13,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,15,category,decrease,0
2022-10-31,2 wk flu hosp rate change,15,category,increase,0
2022-10-31,2 wk flu hosp rate change,15,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,15,category,stable,1
2022-10-31,2 wk flu hosp rate change,15,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,16,category,decrease,0
2022-10-31,2 wk flu hosp rate change,16,category,increase,0
2022-10-31,2 wk flu hosp rate change,16,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,16,category,stable,1
2022-10-31,2 wk flu hosp rate change,16,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,19,category,decrease,0
2022-10-31,2 wk flu hosp rate change,19,category,increase,0
2022-10-31,2 wk flu hosp rate change,19,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,19,category,stable,1
2022-10-31,2 wk flu hosp rate change,19,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,20,category,decrease,0
2022-10-31,2 wk flu hosp rate change,20,category,increase,0
2022-10-31,2 wk flu hosp rate change,20,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,20,category,stable,1
2022-10-31,2 wk flu hosp rate change,20,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,21,category,decrease,0.06607495069033531
2022-10-31,2 wk flu hosp rate change,21,category,increase,0
2022-10-31,2 wk flu hosp rate change,21,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,21,category,stable,0.9339250493096647
2022-10-31,2 wk flu hosp rate change,21,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,22,category,decrease,0
2022-10-31,2 wk flu hosp rate change,22,category,increase,0.06607495069033531
2022-10-31,2 wk flu hosp rate change,22,category,large_increase,0.9339250493096647
2022-10-31,2 wk flu hosp rate change,22,category,stable,0
2022-10-31,2 wk flu hosp rate change,22,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,23,category,decrease,0
2022-10-31,2 wk flu hosp rate change,23,category,increase,0
2022-10-31,2 wk flu hosp rate change,23,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,23,category,stable,1
2022-10-31,2 wk flu hosp rate change,23,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,24,category,decrease,0
2022-10-31,2 wk flu hosp rate change,24,category,increase,0
2022-10-31,2 wk flu hosp rate change,24,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,24,category,stable,1
2022-10-31,2 wk flu hosp rate change,24,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,25,category,decrease,0
2022-10-31,2 wk flu hosp rate change,25,category,increase,0
2022-10-31,2 wk flu hosp rate change,25,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,25,category,stable,1
2022-10-31,2 wk flu hosp rate change,25,category,large_decrease,0
2022-10-31,2 wk flu hosp rate change,27,category,decrease,0
2022-10-31,2 wk flu hosp rate change,27,category,increase,0
2022-10-31,2 wk flu hosp rate change,27,category,large_increase,0
2022-10-31,2 wk flu hosp rate change,27,category,stable,1
