forecast_date,target,location,type,type_id,value
2023-01-23,2 wk flu hosp rate change,US,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,US,category,decrease,0.019988224
2023-01-23,2 wk flu hosp rate change,US,category,stable,0.969083492
2023-01-23,2 wk flu hosp rate change,US,category,increase,0.010928283
2023-01-23,2 wk flu hosp rate change,US,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,1,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,1,category,decrease,0
2023-01-23,2 wk flu hosp rate change,1,category,stable,0.989201694
2023-01-23,2 wk flu hosp rate change,1,category,increase,0.010798306
2023-01-23,2 wk flu hosp rate change,1,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,2,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,2,category,decrease,0
2023-01-23,2 wk flu hosp rate change,2,category,stable,0.99
2023-01-23,2 wk flu hosp rate change,2,category,increase,0
2023-01-23,2 wk flu hosp rate change,2,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,4,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,4,category,decrease,0.025241189
2023-01-23,2 wk flu hosp rate change,4,category,stable,0.933109187
2023-01-23,2 wk flu hosp rate change,4,category,increase,0.041649624
2023-01-23,2 wk flu hosp rate change,4,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,5,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,5,category,decrease,0.076732526
2023-01-23,2 wk flu hosp rate change,5,category,stable,0.836662922
2023-01-23,2 wk flu hosp rate change,5,category,increase,0.074455779
2023-01-23,2 wk flu hosp rate change,5,category,large_increase,0.012148774
2023-01-23,2 wk flu hosp rate change,6,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,6,category,decrease,0
2023-01-23,2 wk flu hosp rate change,6,category,stable,0.96769767
2023-01-23,2 wk flu hosp rate change,6,category,increase,0.03230233
2023-01-23,2 wk flu hosp rate change,6,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,8,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,8,category,decrease,0
2023-01-23,2 wk flu hosp rate change,8,category,stable,0.929599672
2023-01-23,2 wk flu hosp rate change,8,category,increase,0.070400328
2023-01-23,2 wk flu hosp rate change,8,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,9,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,9,category,decrease,0
2023-01-23,2 wk flu hosp rate change,9,category,stable,1
2023-01-23,2 wk flu hosp rate change,9,category,increase,0
2023-01-23,2 wk flu hosp rate change,9,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,10,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,10,category,decrease,0
2023-01-23,2 wk flu hosp rate change,10,category,stable,0.979072629
2023-01-23,2 wk flu hosp rate change,10,category,increase,0.020927371
2023-01-23,2 wk flu hosp rate change,10,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,11,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,11,category,decrease,0
2023-01-23,2 wk flu hosp rate change,11,category,stable,1
2023-01-23,2 wk flu hosp rate change,11,category,increase,0
2023-01-23,2 wk flu hosp rate change,11,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,12,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,12,category,decrease,0.250159013
2023-01-23,2 wk flu hosp rate change,12,category,stable,0.749840987
2023-01-23,2 wk flu hosp rate change,12,category,increase,0
2023-01-23,2 wk flu hosp rate change,12,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,13,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,13,category,decrease,0
2023-01-23,2 wk flu hosp rate change,13,category,stable,0.974622446
2023-01-23,2 wk flu hosp rate change,13,category,increase,0.025377554
2023-01-23,2 wk flu hosp rate change,13,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,15,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,15,category,decrease,0
2023-01-23,2 wk flu hosp rate change,15,category,stable,0.95
2023-01-23,2 wk flu hosp rate change,15,category,increase,0
2023-01-23,2 wk flu hosp rate change,15,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,16,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,16,category,decrease,0.264919667
2023-01-23,2 wk flu hosp rate change,16,category,stable,0.7175389
2023-01-23,2 wk flu hosp rate change,16,category,increase,0.017541433
2023-01-23,2 wk flu hosp rate change,16,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,17,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,17,category,decrease,0
2023-01-23,2 wk flu hosp rate change,17,category,stable,1
2023-01-23,2 wk flu hosp rate change,17,category,increase,0
2023-01-23,2 wk flu hosp rate change,17,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,18,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,18,category,decrease,0.177539762
2023-01-23,2 wk flu hosp rate change,18,category,stable,0.794272851
2023-01-23,2 wk flu hosp rate change,18,category,increase,0.028187387
2023-01-23,2 wk flu hosp rate change,18,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,19,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,19,category,decrease,0.10739722
2023-01-23,2 wk flu hosp rate change,19,category,stable,0.879455852
2023-01-23,2 wk flu hosp rate change,19,category,increase,0.013146928
2023-01-23,2 wk flu hosp rate change,19,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,20,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,20,category,decrease,0
2023-01-23,2 wk flu hosp rate change,20,category,stable,1
2023-01-23,2 wk flu hosp rate change,20,category,increase,0
2023-01-23,2 wk flu hosp rate change,20,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,21,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,21,category,decrease,0
2023-01-23,2 wk flu hosp rate change,21,category,stable,0.935324913
2023-01-23,2 wk flu hosp rate change,21,category,increase,0.064675087
2023-01-23,2 wk flu hosp rate change,21,category,large_increase,0
2023-01-23,2 wk flu hosp rate change,22,category,large_decrease,0
2023-01-23,2 wk flu hosp rate change,22,category,decrease,0.183959281
2023-01-23,2 wk flu hosp rate change,22,category,stable,0.816040719
