,forecast_date,target,location,type,type_id,value
0,2022-11-28,2 wk flu hosp rate change,US,category,large_decrease,0.0
1,2022-11-28,2 wk flu hosp rate change,US,category,decrease,0.0
2,2022-11-28,2 wk flu hosp rate change,US,category,stable,0.12148597970505207
3,2022-11-28,2 wk flu hosp rate change,US,category,increase,0.3617490233325089
4,2022-11-28,2 wk flu hosp rate change,US,category,large_increase,0.516764996962439
5,2022-11-28,2 wk flu hosp rate change,01,category,large_decrease,0.2180967413870149
6,2022-11-28,2 wk flu hosp rate change,01,category,decrease,0.3733711840298097
7,2022-11-28,2 wk flu hosp rate change,01,category,stable,0.3712269641373219
8,2022-11-28,2 wk flu hosp rate change,01,category,increase,0.037305110445853495
9,2022-11-28,2 wk flu hosp rate change,01,category,large_increase,0.0
10,2022-11-28,2 wk flu hosp rate change,02,category,large_decrease,0.0
11,2022-11-28,2 wk flu hosp rate change,02,category,decrease,0.0
12,2022-11-28,2 wk flu hosp rate change,02,category,stable,0.9066818911831034
13,2022-11-28,2 wk flu hosp rate change,02,category,increase,0.09331810881689662
14,2022-11-28,2 wk flu hosp rate change,02,category,large_increase,0.0
15,2022-11-28,2 wk flu hosp rate change,04,category,large_decrease,0.0
16,2022-11-28,2 wk flu hosp rate change,04,category,decrease,0.021769008271224913
17,2022-11-28,2 wk flu hosp rate change,04,category,stable,0.12655480506340075
18,2022-11-28,2 wk flu hosp rate change,04,category,increase,0.12277298748358947
19,2022-11-28,2 wk flu hosp rate change,04,category,large_increase,0.7289031991817849
20,2022-11-28,2 wk flu hosp rate change,05,category,large_decrease,0.09552506046356843
21,2022-11-28,2 wk flu hosp rate change,05,category,decrease,0.09113741020253827
22,2022-11-28,2 wk flu hosp rate change,05,category,stable,0.27051718817559495
23,2022-11-28,2 wk flu hosp rate change,05,category,increase,0.14591499199282476
24,2022-11-28,2 wk flu hosp rate change,05,category,large_increase,0.3969053491654736
25,2022-11-28,2 wk flu hosp rate change,06,category,large_decrease,0.0
26,2022-11-28,2 wk flu hosp rate change,06,category,decrease,0.016171006911747443
27,2022-11-28,2 wk flu hosp rate change,06,category,stable,0.16257312514667005
28,2022-11-28,2 wk flu hosp rate change,06,category,increase,0.17358005815410116
29,2022-11-28,2 wk flu hosp rate change,06,category,large_increase,0.6476758097874813
30,2022-11-28,2 wk flu hosp rate change,08,category,large_decrease,0.0
31,2022-11-28,2 wk flu hosp rate change,08,category,decrease,0.023391726374848543
32,2022-11-28,2 wk flu hosp rate change,08,category,stable,0.18773948514812358
33,2022-11-28,2 wk flu hosp rate change,08,category,increase,0.13034854861885334
34,2022-11-28,2 wk flu hosp rate change,08,category,large_increase,0.6585202398581745
35,2022-11-28,2 wk flu hosp rate change,09,category,large_decrease,0.0
36,2022-11-28,2 wk flu hosp rate change,09,category,decrease,0.0
37,2022-11-28,2 wk flu hosp rate change,09,category,stable,0.014439266063772285
38,2022-11-28,2 wk flu hosp rate change,09,category,increase,0.09171565973744374
39,2022-11-28,2 wk flu hosp rate change,09,category,large_increase,0.893845074198784
40,2022-11-28,2 wk flu hosp rate change,10,category,large_decrease,0.0
41,2022-11-28,2 wk flu hosp rate change,10,category,decrease,0.1290028105653375
42,2022-11-28,2 wk flu hosp rate change,10,category,stable,0.6886356658043111
43,2022-11-28,2 wk flu hosp rate change,10,category,increase,0.12279520904405217
44,2022-11-28,2 wk flu hosp rate change,10,category,large_increase,0.05956631458629924
45,2022-11-28,2 wk flu hosp rate change,11,category,large_decrease,0.0562441672300334
46,2022-11-28,2 wk flu hosp rate change,11,category,decrease,0.32062986816699285
47,2022-11-28,2 wk flu hosp rate change,11,category,stable,0.5241254808576267
48,2022-11-28,2 wk flu hosp rate change,11,category,increase,0.06694484364014164
49,2022-11-28,2 wk flu hosp rate change,11,category,large_increase,0.03205564010520545
50,2022-11-28,2 wk flu hosp rate change,13,category,large_decrease,0.0
51,2022-11-28,2 wk flu hosp rate change,13,category,decrease,0.1357589105951963
52,2022-11-28,2 wk flu hosp rate change,13,category,stable,0.7726759013393211
53,2022-11-28,2 wk flu hosp rate change,13,category,increase,0.07461815419283602
54,2022-11-28,2 wk flu hosp rate change,13,category,large_increase,0.016947033872646622
55,2022-11-28,2 wk flu hosp rate change,15,category,large_decrease,0.0
56,2022-11-28,2 wk flu hosp rate change,15,category,decrease,0.0
57,2022-11-28,2 wk flu hosp rate change,15,category,stable,0.8507714549397962
58,2022-11-28,2 wk flu hosp rate change,15,category,increase,0.1304523040482194
59,2022-11-28,2 wk flu hosp rate change,15,category,large_increase,0.018776241011984385
60,2022-11-28,2 wk flu hosp rate change,16,category,large_decrease,0.152595264681503
61,2022-11-28,2 wk flu hosp rate change,16,category,decrease,0.10563836000632829
62,2022-11-28,2 wk flu hosp rate change,16,category,stable,0.23510763637641907
63,2022-11-28,2 wk flu hosp rate change,16,category,increase,0.10775648436565777
64,2022-11-28,2 wk flu hosp rate change,16,category,large_increase,0.3989022545700919
65,2022-11-28,2 wk flu hosp rate change,17,category,large_decrease,0.0
66,2022-11-28,2 wk flu hosp rate change,17,category,decrease,0.0
67,2022-11-28,2 wk flu hosp rate change,17,category,stable,0.09938238675807129
68,2022-11-28,2 wk flu hosp rate change,17,category,increase,0.16904968657481814
69,2022-11-28,2 wk flu hosp rate change,17,category,large_increase,0.7315679266671106
70,2022-11-28,2 wk flu hosp rate change,18,category,large_decrease,0.03478308218033509
71,2022-11-28,2 wk flu hosp rate change,18,category,decrease,0.11333532746543133
72,2022-11-28,2 wk flu hosp rate change,18,category,stable,0.48744591950755334
73,2022-11-28,2 wk flu hosp rate change,18,category,increase,0.19853747304369374
74,2022-11-28,2 wk flu hosp rate change,18,category,large_increase,0.16589819780298654
75,2022-11-28,2 wk flu hosp rate change,19,category,large_decrease,0.0
76,2022-11-28,2 wk flu hosp rate change,19,category,decrease,0.02342482425234276
77,2022-11-28,2 wk flu hosp rate change,19,category,stable,0.41718037691617266
78,2022-11-28,2 wk flu hosp rate change,19,category,increase,0.23342544778497376
79,2022-11-28,2 wk flu hosp rate change,19,category,large_increase,0.3259693510465108
80,2022-11-28,2 wk flu hosp rate change,20,category,large_decrease,0.022973430417425264
81,2022-11-28,2 wk flu hosp rate change,20,category,decrease,0.11213770419581857
82,2022-11-28,2 wk flu hosp rate change,20,category,stable,0.47641673475147395
83,2022-11-28,2 wk flu hosp rate change,20,category,increase,0.19152202470879776
84,2022-11-28,2 wk flu hosp rate change,20,category,large_increase,0.19695010592648443
85,2022-11-28,2 wk flu hosp rate change,21,category,large_decrease,0.10301761803569734
86,2022-11-28,2 wk flu hosp rate change,21,category,decrease,0.07836603824288377
87,2022-11-28,2 wk flu hosp rate change,21,category,stable,0.21140103997033854
88,2022-11-28,2 wk flu hosp rate change,21,category,increase,0.11562752203436466
89,2022-11-28,2 wk flu hosp rate change,21,category,large_increase,0.4915877817167157
90,2022-11-28,2 wk flu hosp rate change,22,category,large_decrease,0.0640856172444887
91,2022-11-28,2 wk flu hosp rate change,22,category,decrease,0.2856858390200171
92,2022-11-28,2 wk flu hosp rate change,22,category,stable,0.5768559754155207
93,2022-11-28,2 wk flu hosp rate change,22,category,increase,0.06084349430296043
94,2022-11-28,2 wk flu hosp rate change,22,category,large_increase,0.012529074017013087
95,2022-11-28,2 wk flu hosp rate change,23,category,large_decrease,0.0
96,2022-11-28,2 wk flu hosp rate change,23,category,decrease,0.0
97,2022-11-28,2 wk flu hosp rate change,23,category,stable,0.617758223557045
98,2022-11-28,2 wk flu hosp rate change,23,category,increase,0.2961376955334063
99,2022-11-28,2 wk flu hosp rate change,23,category,large_increase,0.08610408090954869
100,2022-11-28,2 wk flu hosp rate change,24,category,large_decrease,0.06349873618971925
101,2022-11-28,2 wk flu hosp rate change,24,category,decrease,0.10931576322057197
102,2022-11-28,2 wk flu hosp rate change,24,category,stable,0.31821459650608774
103,2022-11-28,2 wk flu hosp rate change,24,category,increase,0.14836083242706682
104,2022-11-28,2 wk flu hosp rate change,24,category,large_increase,0.36061007165655423
105,2022-11-28,2 wk flu hosp rate change,25,category,large_decrease,0.0
106,2022-11-28,2 wk flu hosp rate change,25,category,decrease,0.0
107,2022-11-28,2 wk flu hosp rate change,25,category,stable,0.1260048931266551
108,2022-11-28,2 wk flu hosp rate change,25,category,increase,0.19504915462890762
109,2022-11-28,2 wk flu hosp rate change,25,category,large_increase,0.6789459522444372
110,2022-11-28,2 wk flu hosp rate change,26,category,large_decrease,0.0
111,2022-11-28,2 wk flu hosp rate change,26,category,decrease,0.0
112,2022-11-28,2 wk flu hosp rate change,26,category,stable,0.06806041123534402
113,2022-11-28,2 wk flu hosp rate change,26,category,increase,0.19957849335630062
114,2022-11-28,2 wk flu hosp rate change,26,category,large_increase,0.7323610954083554
115,2022-11-28,2 wk flu hosp rate change,27,category,large_decrease,0.07459429044535908
116,2022-11-28,2 wk flu hosp rate change,27,category,decrease,0.11304362799375302
117,2022-11-28,2 wk flu hosp rate change,27,category,stable,0.3403582429394994
118,2022-11-28,2 wk flu hosp rate change,27,category,increase,0.157802162216384
119,2022-11-28,2 wk flu hosp rate change,27,category,large_increase,0.3142016764050045
120,2022-11-28,2 wk flu hosp rate change,28,category,large_decrease,0.5163844483506475
121,2022-11-28,2 wk flu hosp rate change,28,category,decrease,0.1923723812096546
122,2022-11-28,2 wk flu hosp rate change,28,category,stable,0.2120152501597411
123,2022-11-28,2 wk flu hosp rate change,28,category,increase,0.043487806875333934
124,2022-11-28,2 wk flu hosp rate change,28,category,large_increase,0.03574011340462291
125,2022-11-28,2 wk flu hosp rate change,29,category,large_decrease,0.0
126,2022-11-28,2 wk flu hosp rate change,29,category,decrease,0.034618361530286045
127,2022-11-28,2 wk flu hosp rate change,29,category,stable,0.19674972583982397
128,2022-11-28,2 wk flu hosp rate change,29,category,increase,0.16870949871430405
129,2022-11-28,2 wk flu hosp rate change,29,category,large_increase,0.5999224139155859
130,2022-11-28,2 wk flu hosp rate change,30,category,large_decrease,0.0
131,2022-11-28,2 wk flu hosp rate change,30,category,decrease,0.01644548851209096
132,2022-11-28,2 wk flu hosp rate change,30,category,stable,0.370174219203132
133,2022-11-28,2 wk flu hosp rate change,30,category,increase,0.24461932267936426
