,forecast_date,target,location,type,type_id,value
0,2023-05-15,2 wk flu hosp rate change,US,category,large_decrease,0.0
1,2023-05-15,2 wk flu hosp rate change,US,category,decrease,0.0
2,2023-05-15,2 wk flu hosp rate change,US,category,stable,1.0
3,2023-05-15,2 wk flu hosp rate change,US,category,increase,0.0
4,2023-05-15,2 wk flu hosp rate change,US,category,large_increase,0.0
5,2023-05-15,2 wk flu hosp rate change,01,category,large_decrease,0.0
6,2023-05-15,2 wk flu hosp rate change,01,category,decrease,0.0
7,2023-05-15,2 wk flu hosp rate change,01,category,stable,1.0
8,2023-05-15,2 wk flu hosp rate change,01,category,increase,0.0
9,2023-05-15,2 wk flu hosp rate change,01,category,large_increase,0.0
10,2023-05-15,2 wk flu hosp rate change,02,category,large_decrease,0.0
11,2023-05-15,2 wk flu hosp rate change,02,category,decrease,0.0
12,2023-05-15,2 wk flu hosp rate change,02,category,stable,1.0
13,2023-05-15,2 wk flu hosp rate change,02,category,increase,0.0
14,2023-05-15,2 wk flu hosp rate change,02,category,large_increase,0.0
15,2023-05-15,2 wk flu hosp rate change,04,category,large_decrease,0.0
16,2023-05-15,2 wk flu hosp rate change,04,category,decrease,0.0
17,2023-05-15,2 wk flu hosp rate change,04,category,stable,0.987844821679418
18,2023-05-15,2 wk flu hosp rate change,04,category,increase,0.012155178320581994
19,2023-05-15,2 wk flu hosp rate change,04,category,large_increase,0.0
20,2023-05-15,2 wk flu hosp rate change,05,category,large_decrease,0.0
21,2023-05-15,2 wk flu hosp rate change,05,category,decrease,0.0
22,2023-05-15,2 wk flu hosp rate change,05,category,stable,0.9827594038527755
23,2023-05-15,2 wk flu hosp rate change,05,category,increase,0.017240596147224507
24,2023-05-15,2 wk flu hosp rate change,05,category,large_increase,0.0
25,2023-05-15,2 wk flu hosp rate change,06,category,large_decrease,0.0
26,2023-05-15,2 wk flu hosp rate change,06,category,decrease,0.0
27,2023-05-15,2 wk flu hosp rate change,06,category,stable,1.0
28,2023-05-15,2 wk flu hosp rate change,06,category,increase,0.0
29,2023-05-15,2 wk flu hosp rate change,06,category,large_increase,0.0
30,2023-05-15,2 wk flu hosp rate change,08,category,large_decrease,0.0
31,2023-05-15,2 wk flu hosp rate change,08,category,decrease,0.0
32,2023-05-15,2 wk flu hosp rate change,08,category,stable,1.0
33,2023-05-15,2 wk flu hosp rate change,08,category,increase,0.0
34,2023-05-15,2 wk flu hosp rate change,08,category,large_increase,0.0
35,2023-05-15,2 wk flu hosp rate change,09,category,large_decrease,0.0
36,2023-05-15,2 wk flu hosp rate change,09,category,decrease,0.0
37,2023-05-15,2 wk flu hosp rate change,09,category,stable,1.0
38,2023-05-15,2 wk flu hosp rate change,09,category,increase,0.0
39,2023-05-15,2 wk flu hosp rate change,09,category,large_increase,0.0
40,2023-05-15,2 wk flu hosp rate change,10,category,large_decrease,0.0
41,2023-05-15,2 wk flu hosp rate change,10,category,decrease,0.0
42,2023-05-15,2 wk flu hosp rate change,10,category,stable,1.0
43,2023-05-15,2 wk flu hosp rate change,10,category,increase,0.0
44,2023-05-15,2 wk flu hosp rate change,10,category,large_increase,0.0
45,2023-05-15,2 wk flu hosp rate change,11,category,large_decrease,0.0
46,2023-05-15,2 wk flu hosp rate change,11,category,decrease,0.0
47,2023-05-15,2 wk flu hosp rate change,11,category,stable,1.0
48,2023-05-15,2 wk flu hosp rate change,11,category,increase,0.0
49,2023-05-15,2 wk flu hosp rate change,11,category,large_increase,0.0
50,2023-05-15,2 wk flu hosp rate change,13,category,large_decrease,0.0
51,2023-05-15,2 wk flu hosp rate change,13,category,decrease,0.0
52,2023-05-15,2 wk flu hosp rate change,13,category,stable,0.9855869957215424
53,2023-05-15,2 wk flu hosp rate change,13,category,increase,0.014413004278457597
54,2023-05-15,2 wk flu hosp rate change,13,category,large_increase,0.0
55,2023-05-15,2 wk flu hosp rate change,15,category,large_decrease,0.0
56,2023-05-15,2 wk flu hosp rate change,15,category,decrease,0.0
57,2023-05-15,2 wk flu hosp rate change,15,category,stable,1.0
58,2023-05-15,2 wk flu hosp rate change,15,category,increase,0.0
59,2023-05-15,2 wk flu hosp rate change,15,category,large_increase,0.0
60,2023-05-15,2 wk flu hosp rate change,16,category,large_decrease,0.0
61,2023-05-15,2 wk flu hosp rate change,16,category,decrease,0.0
62,2023-05-15,2 wk flu hosp rate change,16,category,stable,0.9889853024997214
63,2023-05-15,2 wk flu hosp rate change,16,category,increase,0.011014697500278614
64,2023-05-15,2 wk flu hosp rate change,16,category,large_increase,0.0
65,2023-05-15,2 wk flu hosp rate change,17,category,large_decrease,0.0
66,2023-05-15,2 wk flu hosp rate change,17,category,decrease,0.0
67,2023-05-15,2 wk flu hosp rate change,17,category,stable,1.0
68,2023-05-15,2 wk flu hosp rate change,17,category,increase,0.0
69,2023-05-15,2 wk flu hosp rate change,17,category,large_increase,0.0
