,forecast_date,target,location,type,type_id,value
0,2022-11-14,2 wk flu hosp rate change,US,category,large_decrease,0.0
1,2022-11-14,2 wk flu hosp rate change,US,category,decrease,0.0
2,2022-11-14,2 wk flu hosp rate change,US,category,stable,0.534881130212132
3,2022-11-14,2 wk flu hosp rate change,US,category,increase,0.4160989439879892
4,2022-11-14,2 wk flu hosp rate change,US,category,large_increase,0.049019925799878794
5,2022-11-14,2 wk flu hosp rate change,01,category,large_decrease,0.3427274738967008
6,2022-11-14,2 wk flu hosp rate change,01,category,decrease,0.314827970682095
7,2022-11-14,2 wk flu hosp rate change,01,category,stable,0.3004484039416817
8,2022-11-14,2 wk flu hosp rate change,01,category,increase,0.03178112768431418
9,2022-11-14,2 wk flu hosp rate change,01,category,large_increase,0.010215023795208333
10,2022-11-14,2 wk flu hosp rate change,02,category,large_decrease,0.0
11,2022-11-14,2 wk flu hosp rate change,02,category,decrease,0.0
12,2022-11-14,2 wk flu hosp rate change,02,category,stable,1.0
13,2022-11-14,2 wk flu hosp rate change,02,category,increase,0.0
14,2022-11-14,2 wk flu hosp rate change,02,category,large_increase,0.0
15,2022-11-14,2 wk flu hosp rate change,04,category,large_decrease,0.0
16,2022-11-14,2 wk flu hosp rate change,04,category,decrease,0.0
17,2022-11-14,2 wk flu hosp rate change,04,category,stable,0.49841521535080935
18,2022-11-14,2 wk flu hosp rate change,04,category,increase,0.2955538654065256
19,2022-11-14,2 wk flu hosp rate change,04,category,large_increase,0.20603091924266503
20,2022-11-14,2 wk flu hosp rate change,05,category,large_decrease,0.0
21,2022-11-14,2 wk flu hosp rate change,05,category,decrease,0.013416381185512305
22,2022-11-14,2 wk flu hosp rate change,05,category,stable,0.14682346190539125
23,2022-11-14,2 wk flu hosp rate change,05,category,increase,0.1684468769983809
24,2022-11-14,2 wk flu hosp rate change,05,category,large_increase,0.6713132799107155
25,2022-11-14,2 wk flu hosp rate change,06,category,large_decrease,0.0
26,2022-11-14,2 wk flu hosp rate change,06,category,decrease,0.0
27,2022-11-14,2 wk flu hosp rate change,06,category,stable,0.43936592991854356
28,2022-11-14,2 wk flu hosp rate change,06,category,increase,0.3409775428333213
29,2022-11-14,2 wk flu hosp rate change,06,category,large_increase,0.2196565272481351
30,2022-11-14,2 wk flu hosp rate change,08,category,large_decrease,0.0
31,2022-11-14,2 wk flu hosp rate change,08,category,decrease,0.0
32,2022-11-14,2 wk flu hosp rate change,08,category,stable,0.5983951734217604
33,2022-11-14,2 wk flu hosp rate change,08,category,increase,0.19792310214042574
34,2022-11-14,2 wk flu hosp rate change,08,category,large_increase,0.20368172443781385
35,2022-11-14,2 wk flu hosp rate change,09,category,large_decrease,0.0
36,2022-11-14,2 wk flu hosp rate change,09,category,decrease,0.0
37,2022-11-14,2 wk flu hosp rate change,09,category,stable,0.7429232251689659
38,2022-11-14,2 wk flu hosp rate change,09,category,increase,0.24024385979718366
39,2022-11-14,2 wk flu hosp rate change,09,category,large_increase,0.016832915033850426
40,2022-11-14,2 wk flu hosp rate change,10,category,large_decrease,0.0
41,2022-11-14,2 wk flu hosp rate change,10,category,decrease,0.0
42,2022-11-14,2 wk flu hosp rate change,10,category,stable,0.8641157042208342
