,forecast_date,target,location,type,type_id,value
0,2022-12-19,2 wk flu hosp rate change,01,category,large_decrease,0.018964089159156927
1,2022-12-19,2 wk flu hosp rate change,01,category,decrease,0.581258012810251
2,2022-12-19,2 wk flu hosp rate change,01,category,stable,0.39977789803059205
3,2022-12-19,2 wk flu hosp rate change,01,category,increase,0.0
4,2022-12-19,2 wk flu hosp rate change,01,category,large_increase,0.0
5,2022-12-19,2 wk flu hosp rate change,02,category,large_decrease,0.0
6,2022-12-19,2 wk flu hosp rate change,02,category,decrease,0.6295066937052073
7,2022-12-19,2 wk flu hosp rate change,02,category,stable,0.3704933062947927
8,2022-12-19,2 wk flu hosp rate change,02,category,increase,0.0
9,2022-12-19,2 wk flu hosp rate change,02,category,large_increase,0.0
10,2022-12-19,2 wk flu hosp rate change,04,category,large_decrease,0.2536621448885328
11,2022-12-19,2 wk flu hosp rate change,04,category,decrease,0.22536224349116463
12,2022-12-19,2 wk flu hosp rate change,04,category,stable,0.37458175718977305
13,2022-12-19,2 wk flu hosp rate change,04,category,increase,0.08539617758049489
14,2022-12-19,2 wk flu hosp rate change,04,category,large_increase,0.060997676850034654
15,2022-12-19,2 wk flu hosp rate change,05,category,large_decrease,0.596213740529756
16,2022-12-19,2 wk flu hosp rate change,05,category,decrease,0.21011332161469787
17,2022-12-19,2 wk flu hosp rate change,05,category,stable,0.1587706414711314
18,2022-12-19,2 wk flu hosp rate change,05,category,increase,0.03490229638441478
19,2022-12-19,2 wk flu hosp rate change,05,category,large_increase,0.0
20,2022-12-19,2 wk flu hosp rate change,06,category,large_decrease,0.09078297227499943
21,2022-12-19,2 wk flu hosp rate change,06,category,decrease,0.350452569805275
22,2022-12-19,2 wk flu hosp rate change,06,category,stable,0.5056023531604423
23,2022-12-19,2 wk flu hosp rate change,06,category,increase,0.03949428852734593
24,2022-12-19,2 wk flu hosp rate change,06,category,large_increase,0.013667816231937246
25,2022-12-19,2 wk flu hosp rate change,08,category,large_decrease,0.023559728153813186
26,2022-12-19,2 wk flu hosp rate change,08,category,decrease,0.11780691226858558
27,2022-12-19,2 wk flu hosp rate change,08,category,stable,0.38313981698451405
28,2022-12-19,2 wk flu hosp rate change,08,category,increase,0.16720581316585348
29,2022-12-19,2 wk flu hosp rate change,08,category,large_increase,0.3082877294272337
30,2022-12-19,2 wk flu hosp rate change,09,category,large_decrease,0.4354841433091181
31,2022-12-19,2 wk flu hosp rate change,09,category,decrease,0.2590506350151962
32,2022-12-19,2 wk flu hosp rate change,09,category,stable,0.26417134277541265
33,2022-12-19,2 wk flu hosp rate change,09,category,increase,0.04129387890027303
34,2022-12-19,2 wk flu hosp rate change,09,category,large_increase,0.0
35,2022-12-19,2 wk flu hosp rate change,10,category,large_decrease,0.0
36,2022-12-19,2 wk flu hosp rate change,10,category,decrease,0.0
37,2022-12-19,2 wk flu hosp rate change,10,category,stable,0.9853514667287286
38,2022-12-19,2 wk flu hosp rate change,10,category,increase,0.014648533271271358
39,2022-12-19,2 wk flu hosp rate change,10,category,large_increase,0.0
40,2022-12-19,2 wk flu hosp rate change,11,category,large_decrease,0.0
41,2022-12-19,2 wk flu hosp rate change,11,category,decrease,0.0
42,2022-12-19,2 wk flu hosp rate change,11,category,stable,1.0
43,2022-12-19,2 wk flu hosp rate change,11,category,increase,0.0
44,2022-12-19,2 wk flu hosp rate change,11,category,large_increase,0.0
45,2022-12-19,2 wk flu hosp rate change,13,category,large_decrease,0.0
46,2022-12-19,2 wk flu hosp rate change,13,category,decrease,0.030224908947929147
47,2022-12-19,2 wk flu hosp rate change,13,category,stable,0.9114451938222599
48,2022-12-19,2 wk flu hosp rate change,13,category,increase,0.05832989722981097
49,2022-12-19,2 wk flu hosp rate change,13,category,large_increase,0.0
50,2022-12-19,2 wk flu hosp rate change,15,category,large_decrease,0.0
51,2022-12-19,2 wk flu hosp rate change,15,category,decrease,0.0
52,2022-12-19,2 wk flu hosp rate change,15,category,stable,0.9157842697406089
53,2022-12-19,2 wk flu hosp rate change,15,category,increase,0.08421573025939111
54,2022-12-19,2 wk flu hosp rate change,15,category,large_increase,0.0
55,2022-12-19,2 wk flu hosp rate change,16,category,large_decrease,0.5708697265905696
56,2022-12-19,2 wk flu hosp rate change,16,category,decrease,0.08255259885555322
57,2022-12-19,2 wk flu hosp rate change,16,category,stable,0.13630962432676486
58,2022-12-19,2 wk flu hosp rate change,16,category,increase,0.05210220783955577
59,2022-12-19,2 wk flu hosp rate change,16,category,large_increase,0.1581658423875566
60,2022-12-19,2 wk flu hosp rate change,17,category,large_decrease,0.40215155067983627
61,2022-12-19,2 wk flu hosp rate change,17,category,decrease,0.31945509595903393
62,2022-12-19,2 wk flu hosp rate change,17,category,stable,0.24705779597389554
63,2022-12-19,2 wk flu hosp rate change,17,category,increase,0.03133555738723426
64,2022-12-19,2 wk flu hosp rate change,17,category,large_increase,0.0
65,2022-12-19,2 wk flu hosp rate change,18,category,large_decrease,0.7383158566815533
66,2022-12-19,2 wk flu hosp rate change,18,category,decrease,0.1588805980724759
67,2022-12-19,2 wk flu hosp rate change,18,category,stable,0.09479984422237742
68,2022-12-19,2 wk flu hosp rate change,18,category,increase,0.00800370102359338
69,2022-12-19,2 wk flu hosp rate change,18,category,large_increase,0.0
70,2022-12-19,2 wk flu hosp rate change,19,category,large_decrease,0.3957255334761407
71,2022-12-19,2 wk flu hosp rate change,19,category,decrease,0.12517439447767142
72,2022-12-19,2 wk flu hosp rate change,19,category,stable,0.21793263158778786
73,2022-12-19,2 wk flu hosp rate change,19,category,increase,0.08259462471838086
74,2022-12-19,2 wk flu hosp rate change,19,category,large_increase,0.17857281574001915
75,2022-12-19,2 wk flu hosp rate change,20,category,large_decrease,0.5671683196255506
76,2022-12-19,2 wk flu hosp rate change,20,category,decrease,0.2065827426653789
77,2022-12-19,2 wk flu hosp rate change,20,category,stable,0.18480599390910002
78,2022-12-19,2 wk flu hosp rate change,20,category,increase,0.020071677924694442
79,2022-12-19,2 wk flu hosp rate change,20,category,large_increase,0.021371265875276046
80,2022-12-19,2 wk flu hosp rate change,21,category,large_decrease,0.8354882093366517
81,2022-12-19,2 wk flu hosp rate change,21,category,decrease,0.07909882305254679
82,2022-12-19,2 wk flu hosp rate change,21,category,stable,0.05589903484089953
83,2022-12-19,2 wk flu hosp rate change,21,category,increase,0.01624925172451419
84,2022-12-19,2 wk flu hosp rate change,21,category,large_increase,0.013264681045387805
85,2022-12-19,2 wk flu hosp rate change,22,category,large_decrease,0.01876427453222007
86,2022-12-19,2 wk flu hosp rate change,22,category,decrease,0.5443918157665999
87,2022-12-19,2 wk flu hosp rate change,22,category,stable,0.43684390970118003
88,2022-12-19,2 wk flu hosp rate change,22,category,increase,0.0
89,2022-12-19,2 wk flu hosp rate change,22,category,large_increase,0.0
90,2022-12-19,2 wk flu hosp rate change,23,category,large_decrease,0.42985689945562244
91,2022-12-19,2 wk flu hosp rate change,23,category,decrease,0.22176020959157272
92,2022-12-19,2 wk flu hosp rate change,23,category,stable,0.27991297262368997
93,2022-12-19,2 wk flu hosp rate change,23,category,increase,0.03418525372447645
94,2022-12-19,2 wk flu hosp rate change,23,category,large_increase,0.034284664604638415
95,2022-12-19,2 wk flu hosp rate change,24,category,large_decrease,0.2951964586850346
96,2022-12-19,2 wk flu hosp rate change,24,category,decrease,0.3495423924233774
