forecast_date,target,location,type,type_id,value
2023-01-09,2 wk flu hosp rate change,US,category,large_decrease,0.1813579905055402
2023-01-09,2 wk flu hosp rate change,US,category,decrease,0.44202902256957205
2023-01-09,2 wk flu hosp rate change,US,category,stable,0.3599134855107641
2023-01-09,2 wk flu hosp rate change,US,category,increase,0.016699501414123685
2023-01-09,2 wk flu hosp rate change,US,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,01,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,01,category,decrease,0.2466193275816978
2023-01-09,2 wk flu hosp rate change,01,category,stable,0.712015989855167
2023-01-09,2 wk flu hosp rate change,01,category,increase,0.04136468256313519
2023-01-09,2 wk flu hosp rate change,01,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,02,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,02,category,decrease,0.2349440854094398
2023-01-09,2 wk flu hosp rate change,02,category,stable,0.7650559145905602
2023-01-09,2 wk flu hosp rate change,02,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,02,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,04,category,large_decrease,0.46454874562835735
2023-01-09,2 wk flu hosp rate change,04,category,decrease,0.31092737928707637
2023-01-09,2 wk flu hosp rate change,04,category,stable,0.20578850169472618
2023-01-09,2 wk flu hosp rate change,04,category,increase,0.018735373389840104
2023-01-09,2 wk flu hosp rate change,04,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,05,category,large_decrease,0.3523056231659597
2023-01-09,2 wk flu hosp rate change,05,category,decrease,0.3352430929493506
2023-01-09,2 wk flu hosp rate change,05,category,stable,0.27971613158577735
2023-01-09,2 wk flu hosp rate change,05,category,increase,0.03273515229891233
2023-01-09,2 wk flu hosp rate change,05,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,06,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,06,category,decrease,0.25968579961724814
2023-01-09,2 wk flu hosp rate change,06,category,stable,0.7172357214953696
2023-01-09,2 wk flu hosp rate change,06,category,increase,0.023078478887382237
2023-01-09,2 wk flu hosp rate change,06,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,08,category,large_decrease,0.03812609483856291
2023-01-09,2 wk flu hosp rate change,08,category,decrease,0.5359671162926684
2023-01-09,2 wk flu hosp rate change,08,category,stable,0.4016633522158227
2023-01-09,2 wk flu hosp rate change,08,category,increase,0.024243436652946038
2023-01-09,2 wk flu hosp rate change,08,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,09,category,large_decrease,0.4378301847724317
2023-01-09,2 wk flu hosp rate change,09,category,decrease,0.4187463088025794
2023-01-09,2 wk flu hosp rate change,09,category,stable,0.1434235064249889
2023-01-09,2 wk flu hosp rate change,09,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,09,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,10,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,10,category,decrease,0.3277759601752702
2023-01-09,2 wk flu hosp rate change,10,category,stable,0.6444352339331854
2023-01-09,2 wk flu hosp rate change,10,category,increase,0.02778880589154442
2023-01-09,2 wk flu hosp rate change,10,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,11,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,11,category,decrease,0.0
2023-01-09,2 wk flu hosp rate change,11,category,stable,1.0
2023-01-09,2 wk flu hosp rate change,11,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,11,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,12,category,large_decrease,0.16616473857173059
2023-01-09,2 wk flu hosp rate change,12,category,decrease,0.38904846661548703
2023-01-09,2 wk flu hosp rate change,12,category,stable,0.41520666975368525
2023-01-09,2 wk flu hosp rate change,12,category,increase,0.02958012505909713
2023-01-09,2 wk flu hosp rate change,12,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,13,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,13,category,decrease,0.05889344817475879
2023-01-09,2 wk flu hosp rate change,13,category,stable,0.89118886756684
2023-01-09,2 wk flu hosp rate change,13,category,increase,0.04991768425840115
2023-01-09,2 wk flu hosp rate change,13,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,15,category,large_decrease,0.0
2023-01-09,2 wk flu hosp rate change,15,category,decrease,0.0
2023-01-09,2 wk flu hosp rate change,15,category,stable,0.9730846285786351
2023-01-09,2 wk flu hosp rate change,15,category,increase,0.02691537142136491
2023-01-09,2 wk flu hosp rate change,15,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,16,category,large_decrease,0.6244822967824778
2023-01-09,2 wk flu hosp rate change,16,category,decrease,0.20224629329684285
2023-01-09,2 wk flu hosp rate change,16,category,stable,0.14359648033967154
2023-01-09,2 wk flu hosp rate change,16,category,increase,0.018076433610383802
2023-01-09,2 wk flu hosp rate change,16,category,large_increase,0.011598495970624012
2023-01-09,2 wk flu hosp rate change,17,category,large_decrease,0.10536773046179763
2023-01-09,2 wk flu hosp rate change,17,category,decrease,0.5475718360403758
2023-01-09,2 wk flu hosp rate change,17,category,stable,0.34706043349782656
2023-01-09,2 wk flu hosp rate change,17,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,17,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,18,category,large_decrease,0.46233406377544645
2023-01-09,2 wk flu hosp rate change,18,category,decrease,0.3192110549148289
2023-01-09,2 wk flu hosp rate change,18,category,stable,0.20623043117296247
2023-01-09,2 wk flu hosp rate change,18,category,increase,0.01222445013676221
2023-01-09,2 wk flu hosp rate change,18,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,19,category,large_decrease,0.6128520515689709
2023-01-09,2 wk flu hosp rate change,19,category,decrease,0.19525629158969593
2023-01-09,2 wk flu hosp rate change,19,category,stable,0.15573631991184722
2023-01-09,2 wk flu hosp rate change,19,category,increase,0.021694659546506734
2023-01-09,2 wk flu hosp rate change,19,category,large_increase,0.014460677382979181
2023-01-09,2 wk flu hosp rate change,20,category,large_decrease,0.2044305354725706
2023-01-09,2 wk flu hosp rate change,20,category,decrease,0.48857552323731834
2023-01-09,2 wk flu hosp rate change,20,category,stable,0.30699394129011104
2023-01-09,2 wk flu hosp rate change,20,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,20,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,21,category,large_decrease,0.16260790202346675
2023-01-09,2 wk flu hosp rate change,21,category,decrease,0.541866867153929
2023-01-09,2 wk flu hosp rate change,21,category,stable,0.2841453328933742
2023-01-09,2 wk flu hosp rate change,21,category,increase,0.01137989792923011
2023-01-09,2 wk flu hosp rate change,21,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,22,category,large_decrease,0.06395447032218501
2023-01-09,2 wk flu hosp rate change,22,category,decrease,0.4262187765643385
2023-01-09,2 wk flu hosp rate change,22,category,stable,0.4952977647257054
2023-01-09,2 wk flu hosp rate change,22,category,increase,0.014528988387771058
2023-01-09,2 wk flu hosp rate change,22,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,23,category,large_decrease,0.7445956226953087
2023-01-09,2 wk flu hosp rate change,23,category,decrease,0.19346619189801662
2023-01-09,2 wk flu hosp rate change,23,category,stable,0.06193818540667473
2023-01-09,2 wk flu hosp rate change,23,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,23,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,24,category,large_decrease,0.07437809572634208
2023-01-09,2 wk flu hosp rate change,24,category,decrease,0.4397994303634412
2023-01-09,2 wk flu hosp rate change,24,category,stable,0.4487478240547067
2023-01-09,2 wk flu hosp rate change,24,category,increase,0.03707464985551001
2023-01-09,2 wk flu hosp rate change,24,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,25,category,large_decrease,0.692126424657263
2023-01-09,2 wk flu hosp rate change,25,category,decrease,0.20252410720684366
2023-01-09,2 wk flu hosp rate change,25,category,stable,0.1053494681358933
2023-01-09,2 wk flu hosp rate change,25,category,increase,0.0
2023-01-09,2 wk flu hosp rate change,25,category,large_increase,0.0
2023-01-09,2 wk flu hosp rate change,26,category,large_decrease,0.7511867072395356
2023-01-09,2 wk flu hosp rate change,26,category,decrease,0.16456637713219868
