,forecast_date,target,location,type,type_id,value
0,2022-12-05,2 wk flu hosp rate change,US,category,large_decrease,0.0
1,2022-12-05,2 wk flu hosp rate change,US,category,decrease,0.0
2,2022-12-05,2 wk flu hosp rate change,US,category,stable,0.10497434481935661
3,2022-12-05,2 wk flu hosp rate change,US,category,increase,0.2669851509141392
4,2022-12-05,2 wk flu hosp rate change,US,category,large_increase,0.6280405042665042
5,2022-12-05,2 wk flu hosp rate change,01,category,large_decrease,0.17531971579973754
6,2022-12-05,2 wk flu hosp rate change,01,category,decrease,0.2339421478663915
7,2022-12-05,2 wk flu hosp rate change,01,category,stable,0.4248842538844182
8,2022-12-05,2 wk flu hosp rate change,01,category,increase,0.09582159595246131
9,2022-12-05,2 wk flu hosp rate change,01,category,large_increase,0.07003228649699145
10,2022-12-05,2 wk flu hosp rate change,02,category,large_decrease,0.0
11,2022-12-05,2 wk flu hosp rate change,02,category,decrease,0.052501758747981186
12,2022-12-05,2 wk flu hosp rate change,02,category,stable,0.9196346995632414
13,2022-12-05,2 wk flu hosp rate change,02,category,increase,0.02786354168877736
14,2022-12-05,2 wk flu hosp rate change,02,category,large_increase,0.0
15,2022-12-05,2 wk flu hosp rate change,04,category,large_decrease,0.0
16,2022-12-05,2 wk flu hosp rate change,04,category,decrease,0.018799573733448524
17,2022-12-05,2 wk flu hosp rate change,04,category,stable,0.06599555869217359
18,2022-12-05,2 wk flu hosp rate change,04,category,increase,0.060247518016362966
19,2022-12-05,2 wk flu hosp rate change,04,category,large_increase,0.854957349558015
20,2022-12-05,2 wk flu hosp rate change,05,category,large_decrease,0.07701135649223002
21,2022-12-05,2 wk flu hosp rate change,05,category,decrease,0.07486025008010609
22,2022-12-05,2 wk flu hosp rate change,05,category,stable,0.2502612160663044
23,2022-12-05,2 wk flu hosp rate change,05,category,increase,0.14532435505003055
24,2022-12-05,2 wk flu hosp rate change,05,category,large_increase,0.4525428223113289
25,2022-12-05,2 wk flu hosp rate change,06,category,large_decrease,0.0
26,2022-12-05,2 wk flu hosp rate change,06,category,decrease,0.018913106918616605
27,2022-12-05,2 wk flu hosp rate change,06,category,stable,0.13984642483679677
28,2022-12-05,2 wk flu hosp rate change,06,category,increase,0.14641707298858805
29,2022-12-05,2 wk flu hosp rate change,06,category,large_increase,0.6948233952559986
30,2022-12-05,2 wk flu hosp rate change,08,category,large_decrease,0.0
31,2022-12-05,2 wk flu hosp rate change,08,category,decrease,0.022172630216413518
32,2022-12-05,2 wk flu hosp rate change,08,category,stable,0.1329833830257268
33,2022-12-05,2 wk flu hosp rate change,08,category,increase,0.10002036734835631
34,2022-12-05,2 wk flu hosp rate change,08,category,large_increase,0.7448236194095034
35,2022-12-05,2 wk flu hosp rate change,09,category,large_decrease,0.0
36,2022-12-05,2 wk flu hosp rate change,09,category,decrease,0.0
37,2022-12-05,2 wk flu hosp rate change,09,category,stable,0.0
38,2022-12-05,2 wk flu hosp rate change,09,category,increase,0.031415951889021264
39,2022-12-05,2 wk flu hosp rate change,09,category,large_increase,0.9685840481109788
40,2022-12-05,2 wk flu hosp rate change,10,category,large_decrease,0.05355057847747256
41,2022-12-05,2 wk flu hosp rate change,10,category,decrease,0.18288174431528192
42,2022-12-05,2 wk flu hosp rate change,10,category,stable,0.47199737528994035
43,2022-12-05,2 wk flu hosp rate change,10,category,increase,0.14251737360504457
44,2022-12-05,2 wk flu hosp rate change,10,category,large_increase,0.14905292831226058
45,2022-12-05,2 wk flu hosp rate change,11,category,large_decrease,0.010716823812020422
46,2022-12-05,2 wk flu hosp rate change,11,category,decrease,0.22241502111633196
47,2022-12-05,2 wk flu hosp rate change,11,category,stable,0.6208529073470006
48,2022-12-05,2 wk flu hosp rate change,11,category,increase,0.09893909349877172
49,2022-12-05,2 wk flu hosp rate change,11,category,large_increase,0.0470761542258753
50,2022-12-05,2 wk flu hosp rate change,13,category,large_decrease,0.0
51,2022-12-05,2 wk flu hosp rate change,13,category,decrease,0.08319816289269008
52,2022-12-05,2 wk flu hosp rate change,13,category,stable,0.7358574722631088
53,2022-12-05,2 wk flu hosp rate change,13,category,increase,0.13588796268542125
54,2022-12-05,2 wk flu hosp rate change,13,category,large_increase,0.04505640215877982
55,2022-12-05,2 wk flu hosp rate change,15,category,large_decrease,0.0
56,2022-12-05,2 wk flu hosp rate change,15,category,decrease,0.0
57,2022-12-05,2 wk flu hosp rate change,15,category,stable,0.8765737337779598
58,2022-12-05,2 wk flu hosp rate change,15,category,increase,0.10999967918470377
59,2022-12-05,2 wk flu hosp rate change,15,category,large_increase,0.013426587037336457
60,2022-12-05,2 wk flu hosp rate change,16,category,large_decrease,0.16036053536396302
61,2022-12-05,2 wk flu hosp rate change,16,category,decrease,0.10726986512022393
62,2022-12-05,2 wk flu hosp rate change,16,category,stable,0.23578590262237453
63,2022-12-05,2 wk flu hosp rate change,16,category,increase,0.10662210382539239
64,2022-12-05,2 wk flu hosp rate change,16,category,large_increase,0.3899615930680461
65,2022-12-05,2 wk flu hosp rate change,17,category,large_decrease,0.0
66,2022-12-05,2 wk flu hosp rate change,17,category,decrease,0.0
67,2022-12-05,2 wk flu hosp rate change,17,category,stable,0.07154597549266202
68,2022-12-05,2 wk flu hosp rate change,17,category,increase,0.11108083873465417
69,2022-12-05,2 wk flu hosp rate change,17,category,large_increase,0.8173731857726838
70,2022-12-05,2 wk flu hosp rate change,18,category,large_decrease,0.09511799128252005
71,2022-12-05,2 wk flu hosp rate change,18,category,decrease,0.12341497832224727
72,2022-12-05,2 wk flu hosp rate change,18,category,stable,0.37167158849544446
73,2022-12-05,2 wk flu hosp rate change,18,category,increase,0.16858481504735578
74,2022-12-05,2 wk flu hosp rate change,18,category,large_increase,0.24121062685243244
75,2022-12-05,2 wk flu hosp rate change,19,category,large_decrease,0.04227600794149697
76,2022-12-05,2 wk flu hosp rate change,19,category,decrease,0.07349907318642784
77,2022-12-05,2 wk flu hosp rate change,19,category,stable,0.24896972790137503
78,2022-12-05,2 wk flu hosp rate change,19,category,increase,0.1393239632421598
79,2022-12-05,2 wk flu hosp rate change,19,category,large_increase,0.49593122772854037
80,2022-12-05,2 wk flu hosp rate change,20,category,large_decrease,0.1079885941293206
81,2022-12-05,2 wk flu hosp rate change,20,category,decrease,0.1256441121284772
82,2022-12-05,2 wk flu hosp rate change,20,category,stable,0.333239190564983
83,2022-12-05,2 wk flu hosp rate change,20,category,increase,0.14767202220944287
84,2022-12-05,2 wk flu hosp rate change,20,category,large_increase,0.2854560809677763
85,2022-12-05,2 wk flu hosp rate change,21,category,large_decrease,0.08212688966430598
86,2022-12-05,2 wk flu hosp rate change,21,category,decrease,0.04373359711251204
87,2022-12-05,2 wk flu hosp rate change,21,category,stable,0.12389590815926627
88,2022-12-05,2 wk flu hosp rate change,21,category,increase,0.07667801092350188
89,2022-12-05,2 wk flu hosp rate change,21,category,large_increase,0.6735655941404138
90,2022-12-05,2 wk flu hosp rate change,22,category,large_decrease,0.043999148043450974
91,2022-12-05,2 wk flu hosp rate change,22,category,decrease,0.18341945690284586
92,2022-12-05,2 wk flu hosp rate change,22,category,stable,0.5844874608029317
93,2022-12-05,2 wk flu hosp rate change,22,category,increase,0.13208222318813248
94,2022-12-05,2 wk flu hosp rate change,22,category,large_increase,0.05601171106263914
95,2022-12-05,2 wk flu hosp rate change,23,category,large_decrease,0.0
96,2022-12-05,2 wk flu hosp rate change,23,category,decrease,0.06457377130535491
97,2022-12-05,2 wk flu hosp rate change,23,category,stable,0.4471139336868597
98,2022-12-05,2 wk flu hosp rate change,23,category,increase,0.24876269749104551
99,2022-12-05,2 wk flu hosp rate change,23,category,large_increase,0.23954959751673988
100,2022-12-05,2 wk flu hosp rate change,24,category,large_decrease,0.08210811551447159
101,2022-12-05,2 wk flu hosp rate change,24,category,decrease,0.08931651411343211
102,2022-12-05,2 wk flu hosp rate change,24,category,stable,0.25172799037347726
103,2022-12-05,2 wk flu hosp rate change,24,category,increase,0.12941834107523498
104,2022-12-05,2 wk flu hosp rate change,24,category,large_increase,0.44742903892338404
105,2022-12-05,2 wk flu hosp rate change,25,category,large_decrease,0.0
106,2022-12-05,2 wk flu hosp rate change,25,category,decrease,0.0
107,2022-12-05,2 wk flu hosp rate change,25,category,stable,0.049820011845615846
108,2022-12-05,2 wk flu hosp rate change,25,category,increase,0.06877277048077898
109,2022-12-05,2 wk flu hosp rate change,25,category,large_increase,0.8814072176736052
110,2022-12-05,2 wk flu hosp rate change,26,category,large_decrease,0.0
111,2022-12-05,2 wk flu hosp rate change,26,category,decrease,0.0
112,2022-12-05,2 wk flu hosp rate change,26,category,stable,0.0
