,forecast_date,target,location,type,type_id,value
0,2022-11-07,2 wk flu hosp rate change,US,category,large_decrease,0.0
1,2022-11-07,2 wk flu hosp rate change,US,category,decrease,0.0
2,2022-11-07,2 wk flu hosp rate change,US,category,stable,0.8753979170196472
3,2022-11-07,2 wk flu hosp rate change,US,category,increase,0.1246020829803528
4,2022-11-07,2 wk flu hosp rate change,US,category,large_increase,0.0
5,2022-11-07,2 wk flu hosp rate change,01,category,large_decrease,0.0
6,2022-11-07,2 wk flu hosp rate change,01,category,decrease,0.0
7,2022-11-07,2 wk flu hosp rate change,01,category,stable,0.0
8,2022-11-07,2 wk flu hosp rate change,01,category,increase,0.0
9,2022-11-07,2 wk flu hosp rate change,01,category,large_increase,1.0
10,2022-11-07,2 wk flu hosp rate change,02,category,large_decrease,0.0
11,2022-11-07,2 wk flu hosp rate change,02,category,decrease,0.0
12,2022-11-07,2 wk flu hosp rate change,02,category,stable,0.727625467179217
13,2022-11-07,2 wk flu hosp rate change,02,category,increase,0.18788766583655736
14,2022-11-07,2 wk flu hosp rate change,02,category,large_increase,0.0844868669842257
15,2022-11-07,2 wk flu hosp rate change,04,category,large_decrease,0.0
16,2022-11-07,2 wk flu hosp rate change,04,category,decrease,0.0
17,2022-11-07,2 wk flu hosp rate change,04,category,stable,0.62494476622104
18,2022-11-07,2 wk flu hosp rate change,04,category,increase,0.25791617749906637
19,2022-11-07,2 wk flu hosp rate change,04,category,large_increase,0.11713905627989363
20,2022-11-07,2 wk flu hosp rate change,05,category,large_decrease,0.0
21,2022-11-07,2 wk flu hosp rate change,05,category,decrease,0.0
22,2022-11-07,2 wk flu hosp rate change,05,category,stable,0.056546463853180545
23,2022-11-07,2 wk flu hosp rate change,05,category,increase,0.1311410325454289
24,2022-11-07,2 wk flu hosp rate change,05,category,large_increase,0.8123125036013905
25,2022-11-07,2 wk flu hosp rate change,06,category,large_decrease,0.0
26,2022-11-07,2 wk flu hosp rate change,06,category,decrease,0.0
27,2022-11-07,2 wk flu hosp rate change,06,category,stable,0.5106848934412801
28,2022-11-07,2 wk flu hosp rate change,06,category,increase,0.34424212474116567
29,2022-11-07,2 wk flu hosp rate change,06,category,large_increase,0.14507298181755424
30,2022-11-07,2 wk flu hosp rate change,08,category,large_decrease,0.0
31,2022-11-07,2 wk flu hosp rate change,08,category,decrease,0.0
32,2022-11-07,2 wk flu hosp rate change,08,category,stable,0.45503656976167123
33,2022-11-07,2 wk flu hosp rate change,08,category,increase,0.2610035238235883
34,2022-11-07,2 wk flu hosp rate change,08,category,large_increase,0.28395990641474045
35,2022-11-07,2 wk flu hosp rate change,09,category,large_decrease,0.0
36,2022-11-07,2 wk flu hosp rate change,09,category,decrease,0.0
37,2022-11-07,2 wk flu hosp rate change,09,category,stable,0.3487618927706986
38,2022-11-07,2 wk flu hosp rate change,09,category,increase,0.36937445136806535
39,2022-11-07,2 wk flu hosp rate change,09,category,large_increase,0.2818636558612361
40,2022-11-07,2 wk flu hosp rate change,10,category,large_decrease,0.0
41,2022-11-07,2 wk flu hosp rate change,10,category,decrease,0.0
42,2022-11-07,2 wk flu hosp rate change,10,category,stable,0.9139750816612635
43,2022-11-07,2 wk flu hosp rate change,10,category,increase,0.07586142486059766
44,2022-11-07,2 wk flu hosp rate change,10,category,large_increase,0.01016349347813883
45,2022-11-07,2 wk flu hosp rate change,11,category,large_decrease,0.0
46,2022-11-07,2 wk flu hosp rate change,11,category,decrease,0.2157882945310128
47,2022-11-07,2 wk flu hosp rate change,11,category,stable,0.6265045979468212
48,2022-11-07,2 wk flu hosp rate change,11,category,increase,0.09891245885373434
49,2022-11-07,2 wk flu hosp rate change,11,category,large_increase,0.05879464866843165
50,2022-11-07,2 wk flu hosp rate change,13,category,large_decrease,0.0
51,2022-11-07,2 wk flu hosp rate change,13,category,decrease,0.014163086471652436
52,2022-11-07,2 wk flu hosp rate change,13,category,stable,0.41790111815579994
53,2022-11-07,2 wk flu hosp rate change,13,category,increase,0.26126776930433687
54,2022-11-07,2 wk flu hosp rate change,13,category,large_increase,0.30666802606821075
55,2022-11-07,2 wk flu hosp rate change,15,category,large_decrease,0.0
56,2022-11-07,2 wk flu hosp rate change,15,category,decrease,0.0
57,2022-11-07,2 wk flu hosp rate change,15,category,stable,0.9391985293566467
58,2022-11-07,2 wk flu hosp rate change,15,category,increase,0.060801470643353284
59,2022-11-07,2 wk flu hosp rate change,15,category,large_increase,0.0
60,2022-11-07,2 wk flu hosp rate change,16,category,large_decrease,0.0
61,2022-11-07,2 wk flu hosp rate change,16,category,decrease,0.0
62,2022-11-07,2 wk flu hosp rate change,16,category,stable,0.7726019151659514
63,2022-11-07,2 wk flu hosp rate change,16,category,increase,0.14086210381102493
64,2022-11-07,2 wk flu hosp rate change,16,category,large_increase,0.08653598102302362
65,2022-11-07,2 wk flu hosp rate change,17,category,large_decrease,0.0
66,2022-11-07,2 wk flu hosp rate change,17,category,decrease,0.0
67,2022-11-07,2 wk flu hosp rate change,17,category,stable,0.40435693403196693
68,2022-11-07,2 wk flu hosp rate change,17,category,increase,0.39714523695052373
69,2022-11-07,2 wk flu hosp rate change,17,category,large_increase,0.19849782901750934
70,2022-11-07,2 wk flu hosp rate change,18,category,large_decrease,0.0
71,2022-11-07,2 wk flu hosp rate change,18,category,decrease,0.03811353399841603
72,2022-11-07,2 wk flu hosp rate change,18,category,stable,0.4086159047316768
73,2022-11-07,2 wk flu hosp rate change,18,category,increase,0.2244383434017476
74,2022-11-07,2 wk flu hosp rate change,18,category,large_increase,0.3288322178681597
75,2022-11-07,2 wk flu hosp rate change,19,category,large_decrease,0.0
76,2022-11-07,2 wk flu hosp rate change,19,category,decrease,0.0
77,2022-11-07,2 wk flu hosp rate change,19,category,stable,0.4456325766990695
78,2022-11-07,2 wk flu hosp rate change,19,category,increase,0.34174902991566225
79,2022-11-07,2 wk flu hosp rate change,19,category,large_increase,0.21261839338526822
80,2022-11-07,2 wk flu hosp rate change,20,category,large_decrease,0.0
81,2022-11-07,2 wk flu hosp rate change,20,category,decrease,0.0
82,2022-11-07,2 wk flu hosp rate change,20,category,stable,0.49937794974515104
83,2022-11-07,2 wk flu hosp rate change,20,category,increase,0.3658114296559434
84,2022-11-07,2 wk flu hosp rate change,20,category,large_increase,0.13481062059890558
85,2022-11-07,2 wk flu hosp rate change,21,category,large_decrease,0.0
86,2022-11-07,2 wk flu hosp rate change,21,category,decrease,0.16660332530114158
87,2022-11-07,2 wk flu hosp rate change,21,category,stable,0.7096650779930487
88,2022-11-07,2 wk flu hosp rate change,21,category,increase,0.09910231220674781
89,2022-11-07,2 wk flu hosp rate change,21,category,large_increase,0.024629284499061876
90,2022-11-07,2 wk flu hosp rate change,22,category,large_decrease,0.0
91,2022-11-07,2 wk flu hosp rate change,22,category,decrease,0.0
92,2022-11-07,2 wk flu hosp rate change,22,category,stable,0.09420990005823339
93,2022-11-07,2 wk flu hosp rate change,22,category,increase,0.19664878116099532
94,2022-11-07,2 wk flu hosp rate change,22,category,large_increase,0.7091413187807714
95,2022-11-07,2 wk flu hosp rate change,23,category,large_decrease,0.0
96,2022-11-07,2 wk flu hosp rate change,23,category,decrease,0.0
97,2022-11-07,2 wk flu hosp rate change,23,category,stable,0.819351466416063
98,2022-11-07,2 wk flu hosp rate change,23,category,increase,0.15724282069291207
99,2022-11-07,2 wk flu hosp rate change,23,category,large_increase,0.023405712891024888
100,2022-11-07,2 wk flu hosp rate change,24,category,large_decrease,0.0
101,2022-11-07,2 wk flu hosp rate change,24,category,decrease,0.03202459622636929
102,2022-11-07,2 wk flu hosp rate change,24,category,stable,0.22558677151658818
103,2022-11-07,2 wk flu hosp rate change,24,category,increase,0.1528104059201551
104,2022-11-07,2 wk flu hosp rate change,24,category,large_increase,0.5895782263368874
105,2022-11-07,2 wk flu hosp rate change,25,category,large_decrease,0.0
106,2022-11-07,2 wk flu hosp rate change,25,category,decrease,0.0
107,2022-11-07,2 wk flu hosp rate change,25,category,stable,0.7661034273748274
108,2022-11-07,2 wk flu hosp rate change,25,category,increase,0.17170037130251015
109,2022-11-07,2 wk flu hosp rate change,25,category,large_increase,0.06219620132266246
110,2022-11-07,2 wk flu hosp rate change,26,category,large_decrease,0.0
111,2022-11-07,2 wk flu hosp rate change,26,category,decrease,0.0
112,2022-11-07,2 wk flu hosp rate change,26,category,stable,0.5838218587846693
113,2022-11-07,2 wk flu hosp rate change,26,category,increase,0.3149110922394267
114,2022-11-07,2 wk flu hosp rate change,26,category,large_increase,0.101267048975904
115,2022-11-07,2 wk flu hosp rate change,27,category,large_decrease,0.0
116,2022-11-07,2 wk flu hosp rate change,27,category,decrease,0.1392543479685547
117,2022-11-07,2 wk flu hosp rate change,27,category,stable,0.7950538097773179
118,2022-11-07,2 wk flu hosp rate change,27,category,increase,0.053550279725758654
119,2022-11-07,2 wk flu hosp rate change,27,category,large_increase,0.012141562528368732
120,2022-11-07,2 wk flu hosp rate change,28,category,large_decrease,0.0
121,2022-11-07,2 wk flu hosp rate change,28,category,decrease,0.0
122,2022-11-07,2 wk flu hosp rate change,28,category,stable,0.0
123,2022-11-07,2 wk flu hosp rate change,28,category,increase,0.0
124,2022-11-07,2 wk flu hosp rate change,28,category,large_increase,1.0
125,2022-11-07,2 wk flu hosp rate change,29,category,large_decrease,0.0
126,2022-11-07,2 wk flu hosp rate change,29,category,decrease,0.0
