,forecast_date,target,location,type,type_id,value
0,2022-10-31,2 wk flu hosp rate change,US,category,large_decrease,0.0
1,2022-10-31,2 wk flu hosp rate change,US,category,decrease,0.0
2,2022-10-31,2 wk flu hosp rate change,US,category,stable,0.0
3,2022-10-31,2 wk flu hosp rate change,US,category,increase,0.6980333736746582
4,2022-10-31,2 wk flu hosp rate change,US,category,large_increase,0.30196662632534177
5,2022-10-31,2 wk flu hosp rate change,01,category,large_decrease,0.0
6,2022-10-31,2 wk flu hosp rate change,01,category,decrease,0.0
7,2022-10-31,2 wk flu hosp rate change,01,category,stable,0.03194671151351085
8,2022-10-31,2 wk flu hosp rate change,01,category,increase,0.24597679065303496
9,2022-10-31,2 wk flu hosp rate change,01,category,large_increase,0.7220764978334542
10,2022-10-31,2 wk flu hosp rate change,02,category,large_decrease,0.0
11,2022-10-31,2 wk flu hosp rate change,02,category,decrease,0.0
12,2022-10-31,2 wk flu hosp rate change,02,category,stable,1.0
13,2022-10-31,2 wk flu hosp rate change,02,category,increase,0.0
14,2022-10-31,2 wk flu hosp rate change,02,category,large_increase,0.0
15,2022-10-31,2 wk flu hosp rate change,04,category,large_decrease,0.0
16,2022-10-31,2 wk flu hosp rate change,04,category,decrease,0.0
17,2022-10-31,2 wk flu hosp rate change,04,category,stable,0.7742590836180026
18,2022-10-31,2 wk flu hosp rate change,04,category,increase,0.22574091638199745
19,2022-10-31,2 wk flu hosp rate change,04,category,large_increase,0.0
20,2022-10-31,2 wk flu hosp rate change,05,category,large_decrease,0.0
21,2022-10-31,2 wk flu hosp rate change,05,category,decrease,0.0
22,2022-10-31,2 wk flu hosp rate change,05,category,stable,0.3232666317113588
23,2022-10-31,2 wk flu hosp rate change,05,category,increase,0.5166258961207499
24,2022-10-31,2 wk flu hosp rate change,05,category,large_increase,0.16010747216789134
25,2022-10-31,2 wk flu hosp rate change,06,category,large_decrease,0.0
26,2022-10-31,2 wk flu hosp rate change,06,category,decrease,0.0
27,2022-10-31,2 wk flu hosp rate change,06,category,stable,0.915986820020058
28,2022-10-31,2 wk flu hosp rate change,06,category,increase,0.08401317997994194
29,2022-10-31,2 wk flu hosp rate change,06,category,large_increase,0.0
30,2022-10-31,2 wk flu hosp rate change,08,category,large_decrease,0.0
31,2022-10-31,2 wk flu hosp rate change,08,category,decrease,0.0
32,2022-10-31,2 wk flu hosp rate change,08,category,stable,1.0
33,2022-10-31,2 wk flu hosp rate change,08,category,increase,0.0
34,2022-10-31,2 wk flu hosp rate change,08,category,large_increase,0.0
35,2022-10-31,2 wk flu hosp rate change,09,category,large_decrease,0.0
36,2022-10-31,2 wk flu hosp rate change,09,category,decrease,0.0
37,2022-10-31,2 wk flu hosp rate change,09,category,stable,0.24617724492628112
38,2022-10-31,2 wk flu hosp rate change,09,category,increase,0.7538227550737189
39,2022-10-31,2 wk flu hosp rate change,09,category,large_increase,0.0
40,2022-10-31,2 wk flu hosp rate change,10,category,large_decrease,0.0
41,2022-10-31,2 wk flu hosp rate change,10,category,decrease,0.0
42,2022-10-31,2 wk flu hosp rate change,10,category,stable,1.0
43,2022-10-31,2 wk flu hosp rate change,10,category,increase,0.0
44,2022-10-31,2 wk flu hosp rate change,10,category,large_increase,0.0
45,2022-10-31,2 wk flu hosp rate change,11,category,large_decrease,0.0
46,2022-10-31,2 wk flu hosp rate change,11,category,decrease,0.0
47,2022-10-31,2 wk flu hosp rate change,11,category,stable,1.0
48,2022-10-31,2 wk flu hosp rate change,11,category,increase,0.0
49,2022-10-31,2 wk flu hosp rate change,11,category,large_increase,0.0
50,2022-10-31,2 wk flu hosp rate change,13,category,large_decrease,0.0
51,2022-10-31,2 wk flu hosp rate change,13,category,decrease,0.0
52,2022-10-31,2 wk flu hosp rate change,13,category,stable,0.8627004165917289
53,2022-10-31,2 wk flu hosp rate change,13,category,increase,0.1372995834082711
54,2022-10-31,2 wk flu hosp rate change,13,category,large_increase,0.0
55,2022-10-31,2 wk flu hosp rate change,15,category,large_decrease,0.0
56,2022-10-31,2 wk flu hosp rate change,15,category,decrease,0.0
57,2022-10-31,2 wk flu hosp rate change,15,category,stable,0.9740600941327652
58,2022-10-31,2 wk flu hosp rate change,15,category,increase,0.025939905867234853
59,2022-10-31,2 wk flu hosp rate change,15,category,large_increase,0.0
60,2022-10-31,2 wk flu hosp rate change,16,category,large_decrease,0.0
61,2022-10-31,2 wk flu hosp rate change,16,category,decrease,0.0
62,2022-10-31,2 wk flu hosp rate change,16,category,stable,0.9608300607653963
63,2022-10-31,2 wk flu hosp rate change,16,category,increase,0.03916993923460362
64,2022-10-31,2 wk flu hosp rate change,16,category,large_increase,0.0
65,2022-10-31,2 wk flu hosp rate change,17,category,large_decrease,0.0
66,2022-10-31,2 wk flu hosp rate change,17,category,decrease,0.0
67,2022-10-31,2 wk flu hosp rate change,17,category,stable,0.8572337387691257
68,2022-10-31,2 wk flu hosp rate change,17,category,increase,0.14276626123087433
69,2022-10-31,2 wk flu hosp rate change,17,category,large_increase,0.0
70,2022-10-31,2 wk flu hosp rate change,18,category,large_decrease,0.0
71,2022-10-31,2 wk flu hosp rate change,18,category,decrease,0.0
72,2022-10-31,2 wk flu hosp rate change,18,category,stable,0.5319155464418707
73,2022-10-31,2 wk flu hosp rate change,18,category,increase,0.4447597890696404
74,2022-10-31,2 wk flu hosp rate change,18,category,large_increase,0.02332466448848891
75,2022-10-31,2 wk flu hosp rate change,19,category,large_decrease,0.0
76,2022-10-31,2 wk flu hosp rate change,19,category,decrease,0.0
77,2022-10-31,2 wk flu hosp rate change,19,category,stable,0.9827803215763277
78,2022-10-31,2 wk flu hosp rate change,19,category,increase,0.017219678423672335
79,2022-10-31,2 wk flu hosp rate change,19,category,large_increase,0.0
80,2022-10-31,2 wk flu hosp rate change,20,category,large_decrease,0.0
81,2022-10-31,2 wk flu hosp rate change,20,category,decrease,0.0
