"","forecast_date","target","target_end_date","location","type","quantile","value"
"1",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","point",NA,504
"2",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.45",502.361633881555
"3",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.4",500.696873618085
"4",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.35",498.976211757194
"5",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.3",497.162893331813
"6",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.25",495.206037643108
"7",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.2",493.026986037002
"8",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.15",490.487035258899
"9",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.1",487.291197201235
"10",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.05",482.554483780068
"11",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.025",478.446091292124
"12",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.01",473.669197156217
"13",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.5",504
"14",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.55",505.638366118445
"15",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.6",507.303126381915
"16",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.65",509.023788242806
"17",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.7",510.837106668187
"18",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.75",512.793962356892
"19",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.8",514.973013962998
"20",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.85",517.512964741101
"21",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.9",520.708802798765
"22",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.95",525.445516219932
"23",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.975",529.553908707876
"24",2022-11-07,"1 wk ahead inc flu hosp",2022-11-12,"01","quantile","0.99",534.330802843783
"25",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","point",NA,625
"26",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","quantile","0.45",622.198446834638
"27",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","quantile","0.4",619.35176053346
"28",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","quantile","0.35",616.409484305561
"29",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","quantile","0.3",613.308768343945
"30",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","quantile","0.25",609.962608296366
"31",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","quantile","0.2",606.236500403969
"32",2022-11-07,"2 wk ahead inc flu hosp",2022-11-19,"01","quantile","0.15",601.893266579644
