,forecast_date,target_end_date,location,target,quantile,value,type
23,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.01,16.693718809734523,quantile
24,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.025,23.444773222964656,quantile
25,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.05,31.38199170071101,quantile
26,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.1,43.179706675067486,quantile
27,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.15,51.58319538015714,quantile
28,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.2,58.61418349190974,quantile
29,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.25,64.91690810972564,quantile
30,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.3,70.78577125298189,quantile
31,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.35,76.44548393724043,quantile
32,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.4,82.09407739158671,quantile
33,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.45,87.87226095872316,quantile
34,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.5,93.8982681039182,quantile
35,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.55,100.28064563867105,quantile
36,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.6,107.18831428503692,quantile
37,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.65,114.86924230722354,quantile
38,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.7,123.67980627725936,quantile
39,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.75,134.230778279722,quantile
40,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.8,147.63928224287395,quantile
41,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.85,166.2922883060141,quantile
42,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.9,196.7765576710377,quantile
43,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.95,266.4172699218041,quantile
44,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.975,369.2721137980407,quantile
45,2022-01-24,2022-01-29,01,1 wk ahead inc flu hosp,0.99,587.2835905506695,quantile
46,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.01,16.022175960394094,quantile
47,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.025,23.31450893120069,quantile
48,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.05,31.14919500497567,quantile
49,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.1,42.062345250183846,quantile
50,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.15,50.5872712342894,quantile
51,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.2,58.05040266853343,quantile
52,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.25,64.96602055422686,quantile
53,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.3,71.59363169759402,quantile
54,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.35,78.13608992982691,quantile
55,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.4,84.73539166471309,quantile
56,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.45,91.50802787083624,quantile
57,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.5,98.58532099144786,quantile
58,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.55,106.07258853059574,quantile
59,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.6,114.1623854634776,quantile
60,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.65,123.14918750798309,quantile
61,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.7,133.44379730786224,quantile
62,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.75,145.76376343919844,quantile
63,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.8,161.43243485130463,quantile
64,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.85,183.33599777089643,quantile
65,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.9,219.32811034228916,quantile
66,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.95,300.50751461056467,quantile
67,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.975,415.2983909018717,quantile
68,2022-01-24,2022-02-05,01,2 wk ahead inc flu hosp,0.99,634.526357880915,quantile
69,2022-01-24,2022-02-12,01,3 wk ahead inc flu hosp,0.01,14.126540195147731,quantile
70,2022-01-24,2022-02-12,01,3 wk ahead inc flu hosp,0.025,20.849379402289955,quantile
71,2022-01-24,2022-02-12,01,3 wk ahead inc flu hosp,0.05,28.470226294302943,quantile
72,2022-01-24,2022-02-12,01,3 wk ahead inc flu hosp,0.1,39.62268170480861,quantile
73,2022-01-24,2022-02-12,01,3 wk ahead inc flu hosp,0.15,48.647211591517895,quantile
