target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-12-31,0.010,637.104,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.025,694.823,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.050,745.706,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.100,801.827,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.150,841.709,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.200,876.758,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.250,904.260,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.300,931.114,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.350,954.172,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.400,973.855,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.450,995.703,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.500,1017.144,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.550,1036.018,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.600,1057.998,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.650,1077.757,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.700,1098.033,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.750,1122.550,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.800,1149.451,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.850,1184.703,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.900,1222.287,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.950,1287.967,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.975,1338.409,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.990,1394.024,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.010,580.984,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.025,657.819,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.050,718.041,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.100,786.921,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.150,832.889,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.200,866.549,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.250,892.663,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.300,919.644,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.350,944.229,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.400,966.405,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.450,989.788,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.500,1010.512,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.550,1031.425,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.600,1052.170,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.650,1075.186,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.700,1098.190,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.750,1119.913,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.800,1149.168,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.850,1182.152,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.900,1225.219,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.950,1293.498,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.975,1350.084,48,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.990,1411.275,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.010,395.544,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.025,460.582,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.050,522.718,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.100,582.454,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.150,623.955,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.200,654.583,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.250,680.780,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.300,709.127,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.350,731.619,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.400,756.981,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.450,777.931,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.500,798.823,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.550,821.496,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.600,843.459,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.650,866.566,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.700,890.828,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.750,920.089,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.800,954.093,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.850,989.149,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.900,1030.251,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.950,1096.750,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.975,1157.531,48,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.990,1232.409,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.010,90.895,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.025,171.959,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.050,232.497,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.100,305.852,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.150,353.260,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.200,388.471,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.250,419.664,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.300,446.790,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.350,475.302,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.400,498.753,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.450,521.367,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.500,542.423,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.550,563.717,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.600,586.388,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.650,607.639,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.700,632.213,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.750,658.794,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.800,687.356,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.850,720.378,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.900,764.294,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.950,827.298,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.975,888.158,48,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.990,955.009,48,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.010,41.070,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.025,44.879,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.050,47.979,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.100,51.342,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.150,53.715,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.200,55.219,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.250,56.694,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.300,58.084,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.350,59.272,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.400,60.484,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.450,61.553,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.500,62.634,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.550,63.636,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.600,64.776,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.650,65.897,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.700,67.117,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.750,68.401,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.800,69.909,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.850,71.782,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.900,73.923,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.950,77.262,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.975,80.620,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.990,83.679,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.010,46.000,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.025,49.572,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.050,52.817,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.100,56.576,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.150,58.648,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.200,60.413,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.250,61.857,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.300,63.175,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.350,64.493,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.400,65.718,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.450,66.986,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.500,68.125,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.550,69.233,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.600,70.414,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.650,71.620,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.700,72.857,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.750,74.180,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.800,75.690,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.850,77.401,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.900,79.737,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.950,83.413,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.975,86.190,49,quantile,2022-12-26
2 wk ahead inc flu hosp,2023-01-07,0.990,89.697,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.010,56.115,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.025,59.445,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.050,62.133,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.100,64.996,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.150,67.195,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.200,68.716,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.250,70.202,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.300,71.419,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.350,72.794,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.400,73.976,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.450,75.090,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.500,76.195,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.550,77.124,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.600,78.231,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.650,79.370,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.700,80.707,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.750,81.956,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.800,83.256,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.850,85.059,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.900,87.333,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.950,90.621,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.975,93.709,49,quantile,2022-12-26
3 wk ahead inc flu hosp,2023-01-14,0.990,96.333,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.010,61.428,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.025,64.980,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.050,68.109,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.100,71.547,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.150,73.690,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.200,75.363,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.250,76.767,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.300,77.995,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.350,79.238,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.400,80.257,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.450,81.277,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.500,82.419,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.550,83.492,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.600,84.537,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.650,85.654,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.700,86.753,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.750,88.131,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.800,89.535,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.850,91.129,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.900,93.194,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.950,96.133,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.975,99.083,49,quantile,2022-12-26
4 wk ahead inc flu hosp,2023-01-21,0.990,102.159,49,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.010,13164.822,US,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.025,13746.480,US,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.050,14285.070,US,quantile,2022-12-26
1 wk ahead inc flu hosp,2022-12-31,0.100,14874.000,US,quantile,2022-12-26
