target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2023-01-07,0.010,835.056,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.025,903.660,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.050,959.220,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.100,1022.514,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.150,1065.312,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.200,1096.767,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.250,1127.065,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.300,1150.092,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.350,1173.120,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.400,1198.873,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.450,1220.978,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.500,1242.640,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.550,1265.980,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.600,1285.226,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.650,1309.493,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.700,1332.758,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.750,1360.727,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.800,1392.841,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.850,1424.842,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.900,1461.927,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.950,1532.263,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.975,1584.536,48,quantile,2023-01-02
1 wk ahead inc flu hosp,2023-01-07,0.990,1642.919,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.010,1092.782,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.025,1173.888,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.050,1231.602,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.100,1306.145,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.150,1354.733,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.200,1396.066,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.250,1428.061,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.300,1457.225,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.350,1482.825,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.400,1509.337,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.450,1532.480,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.500,1556.531,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.550,1580.952,48,quantile,2023-01-02
2 wk ahead inc flu hosp,2023-01-14,0.600,1603.841,48,quantile,2023-01-02
