target,target_end_date,quantile,value,location,type,forecast_date
1 wk ahead inc flu hosp,2022-11-19,0.010,1149.483,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.025,1178.197,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.050,1200.665,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.100,1231.437,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.150,1250.647,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.200,1266.060,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.250,1278.924,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.300,1289.960,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.350,1300.084,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.400,1309.644,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.450,1319.821,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.500,1328.829,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.550,1338.107,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.600,1348.080,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.650,1357.650,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.700,1368.057,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.750,1379.140,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.800,1391.074,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.850,1406.131,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.900,1423.536,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.950,1454.423,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.975,1489.459,48,quantile,2022-11-14
1 wk ahead inc flu hosp,2022-11-19,0.990,1519.988,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.010,1151.336,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.025,1190.246,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.050,1216.092,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.100,1251.523,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.150,1272.399,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.200,1287.139,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.250,1302.771,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.300,1315.043,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.350,1326.678,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.400,1340.220,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.450,1351.945,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.500,1363.091,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.550,1373.705,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.600,1383.794,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.650,1394.989,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.700,1408.360,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.750,1422.081,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.800,1438.778,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.850,1455.773,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.900,1479.628,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.950,1513.750,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.975,1550.087,48,quantile,2022-11-14
2 wk ahead inc flu hosp,2022-11-26,0.990,1585.023,48,quantile,2022-11-14
