forecast_date,target,target_end_date,quantile,type,location,value
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,,point,US,14681.644768221739
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.01,quantile,US,7618.7439409259805
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.025,quantile,US,8203.77118081832
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.05,quantile,US,8828.481859955673
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.1,quantile,US,9720.461334798892
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.15,quantile,US,10448.097421857019
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.2,quantile,US,11092.777186823716
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.25,quantile,US,11711.940667925363
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.3,quantile,US,12309.689016865723
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.35,quantile,US,12892.746947035032
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.4,quantile,US,13475.499079840247
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.45,quantile,US,14070.865472218396
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.5,quantile,US,14681.644768221739
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.55,quantile,US,15316.08789447844
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.6,quantile,US,15973.007238112674
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.65,quantile,US,16661.22429520482
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.7,quantile,US,17389.351042153994
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.75,quantile,US,18180.940669087926
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.8,quantile,US,19038.66984653074
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.85,quantile,US,19994.474837837133
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.9,quantile,US,21133.881596904943
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.95,quantile,US,22663.507345136255
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.975,quantile,US,23808.544453623806
2022-12-26,1 wk ahead inc flu hosp,2022-12-31,0.99,quantile,US,24953.305852075777
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,,point,US,9608.042962439928
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.01,quantile,US,4515.429761875813
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.025,quantile,US,4923.869232669349
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.05,quantile,US,5385.9323014542615
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.1,quantile,US,6013.87978621377
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.15,quantile,US,6532.443806334931
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.2,quantile,US,6994.644870485182
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.25,quantile,US,7432.656878127341
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.3,quantile,US,7860.470067749653
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.35,quantile,US,8293.413314422698
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.4,quantile,US,8717.267752730011
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.45,quantile,US,9155.605341566781
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.5,quantile,US,9608.042962439928
2022-12-26,2 wk ahead inc flu hosp,2023-01-07,0.55,quantile,US,10081.495527214422
