forecast_date,target,target_end_date,quantile,type,location,value
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,,point,US,10262.525945955655
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.01,quantile,US,5470.830793182468
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.025,quantile,US,5854.9182684799625
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.05,quantile,US,6286.209636670363
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.1,quantile,US,6891.210621355942
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.15,quantile,US,7381.692091807168
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.2,quantile,US,7813.143261506619
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.25,quantile,US,8229.949991804418
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.3,quantile,US,8630.56660636337
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.35,quantile,US,9034.440362773286
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.4,quantile,US,9438.545364907959
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.45,quantile,US,9842.453287106478
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.5,quantile,US,10262.525945955655
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.55,quantile,US,10699.11731731506
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.6,quantile,US,11156.0041119914
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.65,quantile,US,11638.225369022792
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.7,quantile,US,12159.606747364256
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.75,quantile,US,12724.340387990564
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.8,quantile,US,13348.842454770172
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.85,quantile,US,14063.734738814672
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.9,quantile,US,14915.45668054745
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.95,quantile,US,16076.204386631109
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.975,quantile,US,16967.49157147452
2023-01-02,1 wk ahead inc flu hosp,2023-01-07,0.99,quantile,US,17886.453140331338
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,,point,US,7567.479624384852
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.01,quantile,US,3702.6135091030296
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.025,quantile,US,4007.5123895733186
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.05,quantile,US,4344.219230299879
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.1,quantile,US,4821.980602147008
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.15,quantile,US,5203.899448285342
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.2,quantile,US,5554.4902195152135
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.25,quantile,US,5884.369745849706
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.3,quantile,US,6211.900858648982
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.35,quantile,US,6541.075661579861
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.4,quantile,US,6873.7593995833295
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.45,quantile,US,7213.38986250132
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.5,quantile,US,7567.479624384852
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.55,quantile,US,7931.8964869665515
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.6,quantile,US,8320.4117790795
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.65,quantile,US,8737.195855702448
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.7,quantile,US,9191.038102625473
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.75,quantile,US,9693.390781067892
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.8,quantile,US,10260.099016054639
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.85,quantile,US,10921.909128786763
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.9,quantile,US,11727.556601619914
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.95,quantile,US,12876.245592590523
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.975,quantile,US,13790.782540605016
2023-01-02,2 wk ahead inc flu hosp,2023-01-14,0.99,quantile,US,14767.498243367918
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,,point,US,5843.906305730948
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.01,quantile,US,2660.6419778075187
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.025,quantile,US,2898.191874942736
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.05,quantile,US,3158.19675701132
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.1,quantile,US,3539.4789637324616
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.15,quantile,US,3855.832690695665
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.2,quantile,US,4136.828890077485
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.25,quantile,US,4416.556669237975
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.3,quantile,US,4690.240784227427
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.35,quantile,US,4963.794415640726
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.4,quantile,US,5251.030489056004
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.45,quantile,US,5539.598845299037
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.5,quantile,US,5843.906305730948
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.55,quantile,US,6167.422358412479
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.6,quantile,US,6511.3645435239305
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.65,quantile,US,6888.07689230436
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.7,quantile,US,7293.068791222061
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.75,quantile,US,7746.638242292025
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.8,quantile,US,8266.649970422146
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.85,quantile,US,8876.07504418763
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.9,quantile,US,9644.924639179464
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.95,quantile,US,10805.227089520135
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.975,quantile,US,11753.413253106495
2023-01-02,3 wk ahead inc flu hosp,2023-01-21,0.99,quantile,US,12731.621795071127
2023-01-02,4 wk ahead inc flu hosp,2023-01-28,,point,US,4477.431085564391
