forecast_date,target,target_end_date,quantile,type,location,value
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,,point,US,1071.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.01,quantile,US,222.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.025,quantile,US,306.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.05,quantile,US,389.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.1,quantile,US,503.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.15,quantile,US,593.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.2,quantile,US,668.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.25,quantile,US,743.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.3,quantile,US,808.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.35,quantile,US,873.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.4,quantile,US,941.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.45,quantile,US,999.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.5,quantile,US,1071.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.55,quantile,US,1137.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.6,quantile,US,1212.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.65,quantile,US,1290.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.7,quantile,US,1376.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.75,quantile,US,1476.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.8,quantile,US,1590.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.85,quantile,US,1724.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.9,quantile,US,1914.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.95,quantile,US,2204.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.975,quantile,US,2479.0
2023-02-27,1 wk ahead inc flu hosp,2023-03-04,0.99,quantile,US,2826.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,,point,US,892.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.01,quantile,US,177.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.025,quantile,US,249.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.05,quantile,US,319.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.1,quantile,US,418.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.15,quantile,US,486.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.2,quantile,US,553.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.25,quantile,US,611.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.3,quantile,US,670.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.35,quantile,US,723.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.4,quantile,US,779.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.45,quantile,US,833.0
2023-02-27,2 wk ahead inc flu hosp,2023-03-11,0.5,quantile,US,892.0
